      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   0.0795    0.0   0.062   0.097   True
     average  egalitarian  -0.0116 0.4765 -0.0291  0.0059  False
     average majoritarian    0.034    0.0  0.0165  0.0515   True
     average      maximin  -0.0474    0.0 -0.0649 -0.0299   True
     average     optimist   0.0219 0.0038  0.0044  0.0394   True
     average  utilitarian   0.0113 0.5082 -0.0062  0.0288  False
     average         veto  -0.0379    0.0 -0.0554 -0.0204   True
    baseline  egalitarian  -0.0911    0.0 -0.1086 -0.0736   True
    baseline majoritarian  -0.0455    0.0  -0.063  -0.028   True
    baseline      maximin  -0.1268    0.0 -0.1443 -0.1093   True
    baseline     optimist  -0.0576    0.0 -0.0751 -0.0401   True
    baseline  utilitarian  -0.0682    0.0 -0.0857 -0.0507   True
    baseline         veto  -0.1174    0.0 -0.1349 -0.0999   True
 egalitarian majoritarian   0.0456    0.0  0.0281  0.0631   True
 egalitarian      maximin  -0.0358    0.0 -0.0533 -0.0183   True
 egalitarian     optimist   0.0335    0.0   0.016   0.051   True
 egalitarian  utilitarian   0.0229 0.0019  0.0054  0.0404   True
 egalitarian         veto  -0.0263 0.0001 -0.0438 -0.0088   True
majoritarian      maximin  -0.0813    0.0 -0.0988 -0.0638   True
majoritarian     optimist  -0.0121  0.419 -0.0296  0.0054  False
majoritarian  utilitarian  -0.0226 0.0023 -0.0401 -0.0051   True
majoritarian         veto  -0.0718    0.0 -0.0893 -0.0543   True
     maximin     optimist   0.0692    0.0  0.0517  0.0867   True
     maximin  utilitarian   0.0587    0.0  0.0412  0.0762   True
     maximin         veto   0.0095 0.7246  -0.008   0.027  False
    optimist  utilitarian  -0.0106 0.6004 -0.0281  0.0069  False
    optimist         veto  -0.0598    0.0 -0.0773 -0.0423   True
 utilitarian         veto  -0.0492    0.0 -0.0667 -0.0317   True
----------------------------------------------------------------
