agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,veto,1,10,0,0,0,0.0,0.0,36.0,18,-1.1,5,0
1,veto,1,16,0,1,0,0.0,0.0,63.0,20,-1.1,6,1
2,veto,1,10,0,0,0,0.0,0.0,36.0,15,-1.1,4,0
3,veto,1,10,0,0,0,0.0,0.0,36.0,20,-1.1,4,0
4,veto,1,10,0,0,0,0.0,0.0,36.0,14,-1.1,3,0
5,veto,1,10,0,0,0,0.0,0.0,36.0,0,-1.0,3,0
6,veto,1,10,0,0,0,0.0,0.0,36.0,5,-1.1,4,0
7,veto,1,10,0,0,0,0.0,0.0,36.0,15,-1.1,4,0
8,veto,1,10,0,0,0,0.0,0.0,36.0,20,-1.1,3,0
9,veto,1,10,0,0,0,0.0,0.0,36.0,13,-1.1,4,0
10,veto,1,10,0,0,0,0.0,0.0,36.0,1,-1.1,4,0
11,veto,1,10,0,0,0,0.0,0.0,36.0,1,-1.1,5,0
12,veto,1,10,0,0,0,0.0,0.0,36.0,7,-1.1,4,0
13,veto,1,10,0,0,0,0.0,0.0,36.0,6,-1.1,4,0
14,veto,1,10,0,0,0,0.0,0.0,36.0,17,-1.1,5,0
15,veto,1,10,0,0,0,0.0,0.0,36.0,7,-1.1,6,0
16,veto,1,10,0,0,0,0.0,0.0,36.0,20,-1.1,4,0
17,veto,1,10,0,0,0,0.0,0.0,36.0,15,-1.1,5,0
18,veto,1,10,0,0,0,0.0,0.0,36.0,13,-1.1,5,0
19,veto,1,10,0,0,0,0.0,0.0,36.0,15,-1.1,5,0
0,veto,2,21,0,2,0,0.0,0.0,90.0,19,-1.1,10,2
1,veto,2,9,0,0,0,0.0,0.0,36.0,1,-1.1,5,0
2,veto,2,9,0,0,0,0.0,0.0,36.0,2,-1.1,4,0
3,veto,2,9,0,0,0,0.0,0.0,36.0,20,-1.1,4,0
4,veto,2,9,0,0,0,0.0,0.0,36.0,8,-1.1,3,0
5,veto,2,15,0,1,0,0.0,0.0,63.0,15,-1.1,7,1
6,veto,2,9,0,0,0,0.0,0.0,36.0,2,-1.1,4,0
7,veto,2,9,0,0,0,0.0,0.0,36.0,5,-1.1,4,0
8,veto,2,9,0,0,0,0.0,0.0,36.0,3,-1.1,4,0
