      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   0.0926 0.0022   0.021  0.1642   True
     average  egalitarian  -0.0051    1.0 -0.0766  0.0665  False
     average majoritarian  -0.0852 0.0075 -0.1567 -0.0136   True
     average      maximin    0.011 0.9998 -0.0605  0.0826  False
     average     optimist  -0.0573 0.2272 -0.1289  0.0142  False
     average  utilitarian   0.0161 0.9975 -0.0555  0.0877  False
     average         veto  -0.0112 0.9998 -0.0828  0.0604  False
    baseline  egalitarian  -0.0976 0.0009 -0.1692 -0.0261   True
    baseline majoritarian  -0.1777    0.0 -0.2493 -0.1062   True
    baseline      maximin  -0.0816 0.0129 -0.1531   -0.01   True
    baseline     optimist  -0.1499    0.0 -0.2215 -0.0784   True
    baseline  utilitarian  -0.0765 0.0263 -0.1481 -0.0049   True
    baseline         veto  -0.1038 0.0003 -0.1754 -0.0322   True
 egalitarian majoritarian  -0.0801 0.0159 -0.1517 -0.0085   True
 egalitarian      maximin   0.0161 0.9975 -0.0555  0.0877  False
 egalitarian     optimist  -0.0523 0.3425 -0.1239  0.0193  False
 egalitarian  utilitarian   0.0212 0.9865 -0.0504  0.0927  False
 egalitarian         veto  -0.0061    1.0 -0.0777  0.0654  False
majoritarian      maximin   0.0962 0.0012  0.0246  0.1678   True
majoritarian     optimist   0.0278 0.9385 -0.0438  0.0994  False
majoritarian  utilitarian   0.1013 0.0005  0.0297  0.1728   True
majoritarian         veto   0.0739 0.0369  0.0024  0.1455   True
     maximin     optimist  -0.0684 0.0732   -0.14  0.0032  False
     maximin  utilitarian   0.0051    1.0 -0.0665  0.0766  False
     maximin         veto  -0.0222 0.9819 -0.0938  0.0493  False
    optimist  utilitarian   0.0734 0.0394  0.0019   0.145   True
    optimist         veto   0.0461 0.5131 -0.0254  0.1177  False
 utilitarian         veto  -0.0273  0.944 -0.0989  0.0443  False
----------------------------------------------------------------
