agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,maximin,1,10,0,0,0,0.0,0.0,36.0,19,-1.1,3,0
1,maximin,1,10,0,0,0,0.0,0.0,36.0,8,-1.1,5,0
2,maximin,1,10,0,0,0,0.0,0.0,36.0,9,-1.1,4,0
3,maximin,1,10,0,0,0,0.0,0.0,36.0,7,-1.1,4,0
4,maximin,1,16,0,1,0,0.0,0.0,69.0,11,-1.1,6,1
5,maximin,1,16,0,1,0,0.0,0.0,57.0,7,-1.1,6,1
6,maximin,1,10,0,0,0,0.0,0.0,36.0,9,-1.1,4,0
7,maximin,1,10,0,0,0,0.0,0.0,36.0,4,-1.1,4,0
8,maximin,1,10,0,0,0,0.0,0.0,36.0,15,-1.1,3,0
9,maximin,1,10,0,0,0,0.0,0.0,36.0,1,-1.1,4,0
10,maximin,1,10,0,0,0,0.0,0.0,36.0,10,-1.1,5,0
11,maximin,1,10,0,0,0,0.0,0.0,36.0,6,-1.1,4,0
12,maximin,1,28,0,3,0,0.0,0.0,147.0,14,-1.1,10,3
13,maximin,1,16,0,1,0,0.0,0.0,63.0,11,-1.1,6,1
14,maximin,1,10,0,0,0,0.0,0.0,36.0,12,-1.1,5,0
15,maximin,1,10,0,0,0,0.0,0.0,36.0,2,-1.1,3,0
16,maximin,1,10,0,0,0,0.0,0.0,36.0,19,-1.1,6,0
17,maximin,1,10,0,0,0,0.0,0.0,36.0,8,-1.1,4,0
18,maximin,1,10,0,0,0,0.0,0.0,36.0,17,-1.1,4,0
19,maximin,1,10,0,0,0,0.0,0.0,36.0,12,-1.1,3,0
0,maximin,2,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,4,1
1,maximin,2,9,0,0,0,0.0,0.0,36.0,19,-1.1,5,0
2,maximin,2,9,0,0,0,0.0,0.0,36.0,7,-1.1,4,0
3,maximin,2,9,0,0,0,0.0,0.0,36.0,10,-1.1,4,0
4,maximin,2,9,0,0,0,0.0,0.0,36.0,11,-1.1,4,0
5,maximin,2,9,0,0,0,0.0,0.0,36.0,8,-1.1,3,0
6,maximin,2,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,4,1
7,maximin,2,9,0,0,0,0.0,0.0,36.0,19,-1.1,6,0
8,maximin,2,9,0,0,0,0.0,0.0,36.0,17,-1.1,3,0
9,maximin,2,9,0,0,0,0.0,0.0,36.0,8,-1.1,4,0
10,maximin,2,9,0,0,0,0.0,0.0,36.0,11,-1.1,4,0
11,maximin,2,9,0,0,0,0.0,0.0,36.0,10,-1.1,4,0
12,maximin,2,9,0,0,0,0.0,0.0,36.0,11,-1.1,4,0
13,maximin,2,9,0,0,0,0.0,0.0,36.0,19,-1.1,4,0
14,maximin,2,9,1,0,0,0.0,5.000000000000001,47.0,0,-1.0,4,1
15,maximin,2,9,0,0,0,0.0,0.0,36.0,19,-1.1,5,0
16,maximin,2,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
17,maximin,2,9,0,0,0,0.0,0.0,36.0,12,-1.1,5,0
18,maximin,2,9,0,0,0,0.0,0.0,36.0,12,-1.1,3,0
19,maximin,2,9,0,0,0,0.0,0.0,36.0,19,-1.1,4,0
0,maximin,3,9,0,0,0,0.0,0.0,36.0,19,-1.1,7,0
1,maximin,3,15,0,1,0,0.0,0.0,57.0,19,-1.1,9,1
2,maximin,3,9,0,0,0,0.0,0.0,36.0,4,-1.1,6,0
3,maximin,3,9,0,0,0,0.0,0.0,36.0,8,-1.1,7,0
4,maximin,3,9,0,0,0,0.0,0.0,36.0,11,-1.1,7,0
5,maximin,3,9,0,0,0,0.0,0.0,36.0,14,-1.1,8,0
6,maximin,3,15,0,1,0,0.0,0.0,69.0,12,-1.1,9,1
7,maximin,3,9,0,0,0,0.0,0.0,36.0,1,-1.1,7,0
8,maximin,3,9,0,0,0,0.0,0.0,36.0,4,-1.1,7,0
9,maximin,3,9,0,0,0,0.0,0.0,36.0,11,-1.1,6,0
10,maximin,3,9,0,0,0,0.0,0.0,36.0,12,-1.1,7,0
11,maximin,3,9,0,0,0,0.0,0.0,36.0,17,-1.1,7,0
12,maximin,3,9,0,0,0,0.0,0.0,36.0,1,-1.1,8,0
13,maximin,3,9,0,0,0,0.0,0.0,36.0,11,-1.1,5,0
14,maximin,3,9,0,0,0,0.0,0.0,36.0,12,-1.1,6,0
15,maximin,3,9,0,0,0,0.0,0.0,36.0,19,-1.1,7,0
16,maximin,3,9,0,0,0,0.0,0.0,36.0,12,-1.1,7,0
17,maximin,3,9,0,0,0,0.0,0.0,36.0,19,-1.1,7,0
18,maximin,3,15,0,1,0,0.0,0.0,93.0,16,-1.1,6,1
19,maximin,3,9,0,0,0,0.0,0.0,36.0,8,-1.1,7,0
0,maximin,4,9,0,0,0,0.0,0.0,36.0,13,-1.1,4,0
1,maximin,4,15,0,1,0,0.0,0.0,69.0,2,-1.1,7,1
2,maximin,4,9,0,0,0,0.0,0.0,36.0,13,-1.1,4,0
3,maximin,4,9,0,0,0,0.0,0.0,36.0,1,-1.1,5,0
4,maximin,4,9,0,0,0,0.0,0.0,36.0,11,-1.1,4,0
5,maximin,4,9,0,0,0,0.0,0.0,36.0,19,-1.1,5,0
6,maximin,4,21,0,2,0,0.0,0.0,90.0,5,-1.1,10,2
7,maximin,4,9,0,0,0,0.0,0.0,36.0,8,-1.1,5,0
8,maximin,4,9,0,0,0,0.0,0.0,36.0,7,-1.1,5,0
