      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline    0.117 0.8705 -0.1417  0.3757  False
     average  egalitarian   -0.249 0.0691 -0.5077  0.0097  False
     average majoritarian   -0.415    0.0 -0.6737 -0.1563   True
     average      maximin   -0.082 0.9797 -0.3407  0.1767  False
     average     optimist   -0.388 0.0001 -0.6467 -0.1293   True
     average  utilitarian   -0.135 0.7612 -0.3937  0.1237  False
     average         veto    -0.19 0.3356 -0.4487  0.0687  False
    baseline  egalitarian   -0.366 0.0005 -0.6247 -0.1073   True
    baseline majoritarian   -0.532    0.0 -0.7907 -0.2733   True
    baseline      maximin   -0.199  0.276 -0.4577  0.0597  False
    baseline     optimist   -0.505    0.0 -0.7637 -0.2463   True
    baseline  utilitarian   -0.252 0.0626 -0.5107  0.0067  False
    baseline         veto   -0.307 0.0078 -0.5657 -0.0483   True
 egalitarian majoritarian   -0.166 0.5193 -0.4247  0.0927  False
 egalitarian      maximin    0.167 0.5112 -0.0917  0.4257  False
 egalitarian     optimist   -0.139 0.7327 -0.3977  0.1197  False
 egalitarian  utilitarian    0.114 0.8852 -0.1447  0.3727  False
 egalitarian         veto    0.059 0.9972 -0.1997  0.3177  False
majoritarian      maximin    0.333 0.0024  0.0743  0.5917   True
majoritarian     optimist    0.027    1.0 -0.2317  0.2857  False
majoritarian  utilitarian     0.28 0.0231  0.0213  0.5387   True
majoritarian         veto    0.225 0.1429 -0.0337  0.4837  False
     maximin     optimist   -0.306 0.0081 -0.5647 -0.0473   True
     maximin  utilitarian   -0.053 0.9986 -0.3117  0.2057  False
     maximin         veto   -0.108 0.9114 -0.3667  0.1507  False
    optimist  utilitarian    0.253 0.0606 -0.0057  0.5117  False
    optimist         veto    0.198 0.2823 -0.0607  0.4567  False
 utilitarian         veto   -0.055 0.9982 -0.3137  0.2037  False
----------------------------------------------------------------
