agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,baseline,1,22,0,2,0,0.0,0.0,90.0,13,-1.2,10,2
1,baseline,1,10,0,0,0,0.0,0.0,36.0,4,-1.2,4,0
2,baseline,1,10,0,0,0,0.0,0.0,36.0,17,-1.2,5,0
3,baseline,1,10,0,0,0,0.0,0.0,36.0,1,-1.2,4,0
4,baseline,1,10,0,0,0,0.0,0.0,36.0,18,-1.2,4,0
5,baseline,1,10,0,0,0,0.0,0.0,36.0,12,-1.2,5,0
6,baseline,1,10,0,0,0,0.0,0.0,36.0,3,-1.2,3,0
7,baseline,1,10,0,0,0,0.0,0.0,36.0,8,-1.2,5,0
8,baseline,1,10,0,0,0,0.0,0.0,36.0,17,-1.2,3,0
9,baseline,1,10,0,0,0,0.0,0.0,36.0,5,-1.2,4,0
10,baseline,1,10,1,0,0,0.0,5.000000000000001,41.0,0,0.0,4,1
11,baseline,1,10,0,0,0,0.0,0.0,36.0,14,-1.2,5,0
12,baseline,1,22,0,2,0,0.0,0.0,90.0,0,-1.0,8,2
13,baseline,1,10,0,0,0,0.0,0.0,36.0,9,-1.2,4,0
14,baseline,1,10,0,0,0,0.0,0.0,36.0,19,-1.2,4,0
15,baseline,1,10,0,0,0,0.0,0.0,36.0,2,-1.2,4,0
16,baseline,1,10,0,0,0,0.0,0.0,36.0,4,-1.2,6,0
17,baseline,1,10,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
18,baseline,1,10,0,0,0,0.0,0.0,36.0,0,-1.0,3,0
19,baseline,1,10,0,0,0,0.0,0.0,36.0,14,-1.2,4,0
0,baseline,2,9,0,0,0,0.0,0.0,36.0,2,-1.2,5,0
1,baseline,2,9,0,0,0,0.0,0.0,36.0,12,-1.2,6,0
2,baseline,2,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
3,baseline,2,9,0,0,0,0.0,0.0,36.0,17,-1.2,7,0
4,baseline,2,21,0,2,0,0.0,0.0,126.0,1,-1.2,9,2
5,baseline,2,9,0,0,0,0.0,0.0,36.0,12,-1.2,4,0
6,baseline,2,9,0,0,0,0.0,0.0,36.0,12,-1.2,4,0
7,baseline,2,9,0,0,0,0.0,0.0,36.0,20,-1.2,5,0
8,baseline,2,9,0,0,0,0.0,0.0,36.0,9,-1.2,4,0
9,baseline,2,9,0,0,0,0.0,0.0,36.0,9,-1.2,5,0
10,baseline,2,9,0,0,0,0.0,0.0,36.0,16,-1.2,6,0
11,baseline,2,9,0,0,0,0.0,0.0,36.0,14,-1.2,6,0
12,baseline,2,9,0,0,0,0.0,0.0,36.0,3,-1.2,5,0
13,baseline,2,9,0,0,0,0.0,0.0,36.0,12,-1.2,5,0
14,baseline,2,9,0,0,0,0.0,0.0,36.0,20,-1.2,4,0
15,baseline,2,9,0,0,0,0.0,0.0,36.0,2,-1.2,6,0
16,baseline,2,9,0,0,0,0.0,0.0,36.0,5,-1.2,5,0
17,baseline,2,9,0,0,0,0.0,0.0,36.0,0,-1.0,6,0
18,baseline,2,9,0,0,0,0.0,0.0,36.0,4,-1.2,5,0
19,baseline,2,9,0,0,0,0.0,0.0,36.0,1,-1.2,5,0
0,baseline,3,27,0,3,0,0.0,0.0,165.0,6,-1.2,12,3
1,baseline,3,9,0,0,0,0.0,0.0,36.0,12,-1.2,6,0
2,baseline,3,9,0,0,0,0.0,0.0,36.0,2,-1.2,5,0
3,baseline,3,9,0,0,0,0.0,0.0,36.0,17,-1.2,8,0
4,baseline,3,9,0,0,0,0.0,0.0,36.0,18,-1.2,6,0
5,baseline,3,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
6,baseline,3,15,0,1,0,0.0,0.0,81.0,0,-1.0,5,1
7,baseline,3,9,0,0,0,0.0,0.0,36.0,8,-1.2,5,0
8,baseline,3,9,0,0,0,0.0,0.0,36.0,9,-1.2,6,0
9,baseline,3,9,0,0,0,0.0,0.0,36.0,5,-1.2,6,0
10,baseline,3,9,0,0,0,0.0,0.0,36.0,18,-1.2,5,0
11,baseline,3,9,0,0,0,0.0,0.0,36.0,14,-1.2,5,0
12,baseline,3,9,0,0,0,0.0,0.0,36.0,8,-1.2,6,0
13,baseline,3,9,0,0,0,0.0,0.0,36.0,16,-1.2,5,0
14,baseline,3,9,0,0,0,0.0,0.0,36.0,12,-1.2,5,0
15,baseline,3,9,0,0,0,0.0,0.0,36.0,19,-1.2,5,0
16,baseline,3,9,0,0,0,0.0,0.0,36.0,20,-1.2,6,0
17,baseline,3,9,0,0,0,0.0,0.0,36.0,0,-1.0,7,0
18,baseline,3,9,0,0,0,0.0,0.0,36.0,0,-1.0,6,0
19,baseline,3,9,0,0,0,0.0,0.0,36.0,7,-1.2,6,0
0,baseline,4,9,0,0,0,0.0,0.0,36.0,1,-1.2,6,0
1,baseline,4,9,0,0,0,0.0,0.0,36.0,12,-1.2,4,0
2,baseline,4,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
3,baseline,4,15,0,1,0,0.0,0.0,57.0,18,-1.2,7,1
4,baseline,4,9,0,0,0,0.0,0.0,36.0,13,-1.2,4,0
5,baseline,4,9,0,0,0,0.0,0.0,36.0,2,-1.2,3,0
6,baseline,4,9,0,0,0,0.0,0.0,36.0,12,-1.2,3,0
7,baseline,4,9,0,0,0,0.0,0.0,36.0,8,-1.2,5,0
8,baseline,4,9,0,0,0,0.0,0.0,36.0,14,-1.2,4,0
9,baseline,4,9,0,0,0,0.0,0.0,36.0,8,-1.2,4,0
10,baseline,4,9,0,0,0,0.0,0.0,36.0,18,-1.2,4,0
11,baseline,4,9,0,0,0,0.0,0.0,36.0,14,-1.2,4,0
12,baseline,4,9,0,0,0,0.0,0.0,36.0,16,-1.2,4,0
13,baseline,4,9,0,0,0,0.0,0.0,36.0,5,-1.2,4,0
14,baseline,4,9,0,0,0,0.0,0.0,36.0,20,-1.2,4,0
15,baseline,4,9,0,0,0,0.0,0.0,36.0,16,-1.2,5,0
16,baseline,4,9,0,0,0,0.0,0.0,36.0,6,-1.2,4,0
17,baseline,4,15,0,1,0,0.0,0.0,69.0,0,-1.0,5,1
18,baseline,4,9,0,0,0,0.0,0.0,36.0,1,-1.2,3,0
19,baseline,4,9,0,0,0,0.0,0.0,36.0,14,-1.2,4,0
0,baseline,5,9,0,0,0,0.0,0.0,36.0,6,-1.2,4,0
1,baseline,5,9,0,0,0,0.0,0.0,36.0,12,-1.2,4,0
2,baseline,5,9,0,0,0,0.0,0.0,36.0,17,-1.2,5,0
3,baseline,5,9,0,0,0,0.0,0.0,36.0,18,-1.2,4,0
4,baseline,5,9,0,0,0,0.0,0.0,36.0,1,-1.2,5,0
5,baseline,5,9,0,0,0,0.0,0.0,36.0,12,-1.2,4,0
6,baseline,5,9,0,0,0,0.0,0.0,36.0,3,-1.2,3,0
7,baseline,5,9,0,0,0,0.0,0.0,36.0,5,-1.2,5,0
8,baseline,5,9,0,0,0,0.0,0.0,36.0,13,-1.2,4,0
9,baseline,5,9,0,0,0,0.0,0.0,36.0,12,-1.2,4,0
10,baseline,5,9,0,0,0,0.0,0.0,36.0,18,-1.2,4,0
11,baseline,5,9,0,0,0,0.0,0.0,36.0,14,-1.2,5,0
12,baseline,5,9,0,0,0,0.0,0.0,36.0,3,-1.2,4,0
13,baseline,5,9,0,0,0,0.0,0.0,36.0,5,-1.2,5,0
14,baseline,5,9,0,0,0,0.0,0.0,36.0,3,-1.2,4,0
15,baseline,5,9,0,0,0,0.0,0.0,36.0,3,-1.2,4,0
16,baseline,5,9,0,0,0,0.0,0.0,36.0,20,-1.2,4,0
17,baseline,5,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
18,baseline,5,21,0,2,0,0.0,0.0,90.0,11,-1.2,7,2
19,baseline,5,9,0,0,0,0.0,0.0,36.0,9,-1.2,4,0
