agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,egalitarian,1,10,0,0,0,0.0,0.0,36.0,0,-1.0,3,0
1,egalitarian,1,10,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,4,1
2,egalitarian,1,10,0,0,0,0.0,0.0,36.0,4,-1.1,4,0
3,egalitarian,1,10,0,0,0,0.0,0.0,36.0,15,-1.1,4,0
4,egalitarian,1,10,0,0,0,0.0,0.0,36.0,14,-1.1,3,0
5,egalitarian,1,10,0,0,0,0.0,0.0,36.0,1,-1.1,5,0
6,egalitarian,1,28,0,3,0,0.0,0.0,147.0,16,-1.1,14,3
7,egalitarian,1,10,0,0,0,0.0,0.0,36.0,11,-1.1,4,0
8,egalitarian,1,10,0,0,0,0.0,0.0,36.0,14,-1.1,4,0
9,egalitarian,1,10,0,0,0,0.0,0.0,36.0,11,-1.1,4,0
10,egalitarian,1,10,0,0,0,0.0,0.0,36.0,7,-1.1,4,0
11,egalitarian,1,10,0,0,0,0.0,0.0,36.0,4,-1.1,3,0
12,egalitarian,1,10,0,0,0,0.0,0.0,36.0,16,-1.1,4,0
13,egalitarian,1,10,0,0,0,0.0,0.0,36.0,17,-1.1,5,0
14,egalitarian,1,10,0,0,0,0.0,0.0,36.0,17,-1.1,4,0
15,egalitarian,1,10,0,0,0,0.0,0.0,36.0,0,-1.0,3,0
16,egalitarian,1,16,0,1,0,0.0,0.0,63.0,10,-1.1,7,1
17,egalitarian,1,10,0,0,0,0.0,0.0,36.0,14,-1.1,7,0
18,egalitarian,1,10,0,0,0,0.0,0.0,36.0,2,-1.1,4,0
19,egalitarian,1,10,0,0,0,0.0,0.0,36.0,1,-1.1,5,0
0,egalitarian,2,9,0,0,0,0.0,0.0,36.0,5,-1.1,3,0
1,egalitarian,2,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
2,egalitarian,2,15,0,1,0,0.0,0.0,57.0,4,-1.1,6,1
3,egalitarian,2,9,0,0,0,0.0,0.0,36.0,17,-1.1,4,0
4,egalitarian,2,9,0,0,0,0.0,0.0,36.0,6,-1.1,3,0
5,egalitarian,2,9,0,0,0,0.0,0.0,36.0,1,-1.1,4,0
6,egalitarian,2,9,0,0,0,0.0,0.0,36.0,20,-1.1,4,0
7,egalitarian,2,9,0,0,0,0.0,0.0,36.0,10,-1.1,4,0
8,egalitarian,2,9,0,0,0,0.0,0.0,36.0,9,-1.1,4,0
9,egalitarian,2,9,0,0,0,0.0,0.0,36.0,14,-1.1,5,0
10,egalitarian,2,9,0,0,0,0.0,0.0,36.0,7,-1.1,4,0
11,egalitarian,2,9,0,0,0,0.0,0.0,36.0,12,-1.1,3,0
12,egalitarian,2,9,0,0,0,0.0,0.0,36.0,5,-1.1,5,0
