      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline    1.852 0.0017  0.4455  3.2585   True
     average  egalitarian   -0.101    1.0 -1.5075  1.3055  False
     average majoritarian   -1.703 0.0059 -3.1095 -0.2965   True
     average      maximin    0.221 0.9998 -1.1855  1.6275  False
     average     optimist   -1.147 0.2074 -2.5535  0.2595  False
     average  utilitarian    0.322 0.9972 -1.0845  1.7285  False
     average         veto   -0.224 0.9997 -1.6305  1.1825  False
    baseline  egalitarian   -1.953 0.0007 -3.3595 -0.5465   True
    baseline majoritarian   -3.555    0.0 -4.9615 -2.1485   True
    baseline      maximin   -1.631 0.0104 -3.0375 -0.2245   True
    baseline     optimist   -2.999    0.0 -4.4055 -1.5925   True
    baseline  utilitarian    -1.53 0.0219 -2.9365 -0.1235   True
    baseline         veto   -2.076 0.0002 -3.4825 -0.6695   True
 egalitarian majoritarian   -1.602  0.013 -3.0085 -0.1955   True
 egalitarian      maximin    0.322 0.9972 -1.0845  1.7285  False
 egalitarian     optimist   -1.046 0.3192 -2.4525  0.3605  False
 egalitarian  utilitarian    0.423  0.985 -0.9835  1.8295  False
 egalitarian         veto   -0.123    1.0 -1.5295  1.2835  False
majoritarian      maximin    1.924 0.0009  0.5175  3.3305   True
majoritarian     optimist    0.556 0.9326 -0.8505  1.9625  False
majoritarian  utilitarian    2.025 0.0003  0.6185  3.4315   True
majoritarian         veto    1.479 0.0311  0.0725  2.8855   True
     maximin     optimist   -1.368 0.0634 -2.7745  0.0385  False
     maximin  utilitarian    0.101    1.0 -1.3055  1.5075  False
     maximin         veto   -0.445 0.9799 -1.8515  0.9615  False
    optimist  utilitarian    1.469 0.0333  0.0625  2.8755   True
    optimist         veto    0.923  0.489 -0.4835  2.3295  False
 utilitarian         veto   -0.546 0.9386 -1.9525  0.8605  False
----------------------------------------------------------------
