      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   0.0926 0.0017  0.0223  0.1629   True
     average  egalitarian   -0.005    1.0 -0.0754  0.0653  False
     average majoritarian  -0.0851 0.0059 -0.1555 -0.0148   True
     average      maximin    0.011 0.9998 -0.0593  0.0814  False
     average     optimist  -0.0574 0.2074 -0.1277   0.013  False
     average  utilitarian   0.0161 0.9972 -0.0542  0.0864  False
     average         veto  -0.0112 0.9997 -0.0815  0.0591  False
    baseline  egalitarian  -0.0976 0.0007  -0.168 -0.0273   True
    baseline majoritarian  -0.1777    0.0 -0.2481 -0.1074   True
    baseline      maximin  -0.0815 0.0104 -0.1519 -0.0112   True
    baseline     optimist  -0.1499    0.0 -0.2203 -0.0796   True
    baseline  utilitarian  -0.0765 0.0219 -0.1468 -0.0062   True
    baseline         veto  -0.1038 0.0002 -0.1741 -0.0335   True
 egalitarian majoritarian  -0.0801  0.013 -0.1504 -0.0098   True
 egalitarian      maximin   0.0161 0.9972 -0.0542  0.0864  False
 egalitarian     optimist  -0.0523 0.3192 -0.1226   0.018  False
 egalitarian  utilitarian   0.0212  0.985 -0.0492  0.0915  False
 egalitarian         veto  -0.0062    1.0 -0.0765  0.0642  False
majoritarian      maximin   0.0962 0.0009  0.0259  0.1665   True
majoritarian     optimist   0.0278 0.9326 -0.0425  0.0981  False
majoritarian  utilitarian   0.1013 0.0003  0.0309  0.1716   True
majoritarian         veto   0.0739 0.0311  0.0036  0.1443   True
     maximin     optimist  -0.0684 0.0634 -0.1387  0.0019  False
     maximin  utilitarian   0.0051    1.0 -0.0653  0.0754  False
     maximin         veto  -0.0222 0.9799 -0.0926  0.0481  False
    optimist  utilitarian   0.0735 0.0333  0.0031  0.1438   True
    optimist         veto   0.0462  0.489 -0.0242  0.1165  False
 utilitarian         veto  -0.0273 0.9386 -0.0976   0.043  False
----------------------------------------------------------------
