      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   0.0066 0.0569 -0.0001  0.0134  False
     average  egalitarian   -0.004 0.6155 -0.0107  0.0027  False
     average majoritarian  -0.0114    0.0 -0.0181 -0.0046   True
     average      maximin  -0.0016  0.997 -0.0083  0.0052  False
     average     optimist  -0.0087 0.0024 -0.0154 -0.0019   True
     average  utilitarian  -0.0009 0.9999 -0.0076  0.0058  False
     average         veto  -0.0029 0.8958 -0.0096  0.0038  False
    baseline  egalitarian  -0.0106    0.0 -0.0174 -0.0039   True
    baseline majoritarian   -0.018    0.0 -0.0247 -0.0113   True
    baseline      maximin  -0.0082 0.0056 -0.0149 -0.0015   True
    baseline     optimist  -0.0153    0.0  -0.022 -0.0086   True
    baseline  utilitarian  -0.0075 0.0162 -0.0143 -0.0008   True
    baseline         veto  -0.0095 0.0005 -0.0163 -0.0028   True
 egalitarian majoritarian  -0.0073 0.0213 -0.0141 -0.0006   True
 egalitarian      maximin   0.0025 0.9556 -0.0043  0.0092  False
 egalitarian     optimist  -0.0047 0.4168 -0.0114  0.0021  False
 egalitarian  utilitarian   0.0031 0.8553 -0.0036  0.0099  False
 egalitarian         veto   0.0011 0.9997 -0.0056  0.0078  False
majoritarian      maximin   0.0098 0.0003  0.0031  0.0165   True
majoritarian     optimist   0.0027 0.9294  -0.004  0.0094  False
majoritarian  utilitarian   0.0105 0.0001  0.0037  0.0172   True
majoritarian         veto   0.0084 0.0036  0.0017  0.0152   True
     maximin     optimist  -0.0071 0.0296 -0.0138 -0.0004   True
     maximin  utilitarian   0.0007    1.0 -0.0061  0.0074  False
     maximin         veto  -0.0014 0.9988 -0.0081  0.0054  False
    optimist  utilitarian   0.0078  0.011   0.001  0.0145   True
    optimist         veto   0.0058 0.1578  -0.001  0.0125  False
 utilitarian         veto   -0.002 0.9855 -0.0087  0.0047  False
----------------------------------------------------------------
