      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -0.0814    0.0  -0.087 -0.0759   True
     average  egalitarian  -0.0046 0.1964 -0.0101   0.001  False
     average majoritarian  -0.0022 0.9242 -0.0078  0.0033  False
     average      maximin   0.0013 0.9971 -0.0043  0.0068  False
     average     optimist  -0.0039 0.3969 -0.0094  0.0016  False
     average  utilitarian  -0.0028 0.7754 -0.0084  0.0027  False
     average         veto  -0.0013 0.9963 -0.0069  0.0042  False
    baseline  egalitarian   0.0769    0.0  0.0714  0.0824   True
    baseline majoritarian   0.0792    0.0  0.0737  0.0847   True
    baseline      maximin   0.0827    0.0  0.0772  0.0883   True
    baseline     optimist   0.0776    0.0   0.072  0.0831   True
    baseline  utilitarian   0.0786    0.0  0.0731  0.0841   True
    baseline         veto   0.0801    0.0  0.0746  0.0857   True
 egalitarian majoritarian   0.0023 0.9098 -0.0032  0.0079  False
 egalitarian      maximin   0.0058 0.0303  0.0003  0.0114   True
 egalitarian     optimist   0.0007    1.0 -0.0049  0.0062  False
 egalitarian  utilitarian   0.0017 0.9822 -0.0038  0.0072  False
 egalitarian         veto   0.0032 0.6376 -0.0023  0.0088  False
majoritarian      maximin   0.0035 0.5335  -0.002   0.009  False
majoritarian     optimist  -0.0016 0.9861 -0.0072  0.0039  False
majoritarian  utilitarian  -0.0006    1.0 -0.0061  0.0049  False
majoritarian         veto   0.0009 0.9996 -0.0046  0.0065  False
     maximin     optimist  -0.0052 0.0887 -0.0107  0.0004  False
     maximin  utilitarian  -0.0041 0.3182 -0.0097  0.0014  False
     maximin         veto  -0.0026 0.8478 -0.0081  0.0029  False
    optimist  utilitarian    0.001 0.9992 -0.0045  0.0066  False
    optimist         veto   0.0026 0.8555  -0.003  0.0081  False
 utilitarian         veto   0.0015 0.9911  -0.004  0.0071  False
----------------------------------------------------------------
