      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline    8.516 0.0264   0.549  16.483   True
     average  egalitarian   -4.008  0.794 -11.975   3.959  False
     average majoritarian  -13.298    0.0 -21.265  -5.331   True
     average      maximin   -2.105 0.9931 -10.072   5.862  False
     average     optimist  -11.123 0.0006  -19.09  -3.156   True
     average  utilitarian   -1.678 0.9983  -9.645   6.289  False
     average         veto    -3.93 0.8102 -11.897   4.037  False
    baseline  egalitarian  -12.524 0.0001 -20.491  -4.557   True
    baseline majoritarian  -21.814    0.0 -29.781 -13.847   True
    baseline      maximin  -10.621 0.0014 -18.588  -2.654   True
    baseline     optimist  -19.639    0.0 -27.606 -11.672   True
    baseline  utilitarian  -10.194 0.0027 -18.161  -2.227   True
    baseline         veto  -12.446 0.0001 -20.413  -4.479   True
 egalitarian majoritarian    -9.29 0.0097 -17.257  -1.323   True
 egalitarian      maximin    1.903 0.9963  -6.064    9.87  False
 egalitarian     optimist   -7.115 0.1203 -15.082   0.852  False
 egalitarian  utilitarian     2.33 0.9873  -5.637  10.297  False
 egalitarian         veto    0.078    1.0  -7.889   8.045  False
majoritarian      maximin   11.193 0.0005   3.226   19.16   True
majoritarian     optimist    2.175 0.9916  -5.792  10.142  False
majoritarian  utilitarian    11.62 0.0003   3.653  19.587   True
majoritarian         veto    9.368 0.0088   1.401  17.335   True
     maximin     optimist   -9.018  0.014 -16.985  -1.051   True
     maximin  utilitarian    0.427    1.0   -7.54   8.394  False
     maximin         veto   -1.825 0.9972  -9.792   6.142  False
    optimist  utilitarian    9.445 0.0079   1.478  17.412   True
    optimist         veto    7.193 0.1117  -0.774   15.16  False
 utilitarian         veto   -2.252 0.9896 -10.219   5.715  False
----------------------------------------------------------------
