agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,1,22,0,2,2,0.0,0.0,114.0,3,-1.1,13,2
1,1,34,1,4,3,0.0,5.000000000000002,239.0,0,-1.0,14,5
2,1,75,4,11,0,0.0,23.99999999999996,1329.0,0,-1.0,17,15
3,1,16,0,1,0,0.0,0.0,57.0,3,-1.1,8,1
0,2,15,0,1,1,0.0,0.0,63.0,3,-1.1,8,1
1,2,200,0,35,10,1.7999999999999994,17.999999999999993,2040.0,3,1.1,15,35
2,2,200,0,37,4,2.999999999999986,29.999999999999854,4188.0,3,1.9,16,37
3,2,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
0,3,68,0,10,1,0.0,0.0,594.0,1,-1.1,16,10
1,3,86,3,13,0,0.0,17.99999999999995,1581.0,0,-1.0,27,16
2,3,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
3,3,39,0,5,1,0.0,0.0,315.0,3,-1.1,15,5
0,4,27,1,3,1,0.0,5.000000000000004,194.0,0,-0.1999999999999999,15,4
1,4,26,0,3,1,0.0,0.0,237.0,0,-1.0,12,3
2,4,27,1,3,0,0.0,5.000000000000001,176.0,0,-0.1999999999999999,14,4
3,4,21,0,2,1,0.0,0.0,84.0,0,-1.0,11,2
0,5,9,1,0,0,0.0,5.000000000000001,77.0,2,-1.1,5,1
1,5,128,1,20,7,0.0,5.999999999999975,1866.0,2,-1.1,25,21
2,5,164,1,26,3,0.0,5.999999999999922,2856.0,0,-1.0,23,27
3,5,51,1,7,0,0.0,5.000000000000004,248.0,0,-1.0,15,8
0,6,9,1,0,0,0.0,5.000000000000001,65.0,2,-1.1,3,1
1,6,9,1,0,0,0.0,5.000000000000001,65.0,0,-1.0,4,1
2,6,15,1,1,0,0.0,5.000000000000001,110.0,3,-1.1,6,2
3,6,21,1,2,0,0.0,5.000000000000002,131.0,0,-1.0,9,3
0,7,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
1,7,200,0,36,20,2.399999999999993,23.99999999999993,3510.0,3,1.1,22,36
2,7,200,0,38,12,3.599999999999986,35.99999999999986,5262.0,0,1.0,12,38
3,7,9,0,0,0,0.0,0.0,36.0,2,-1.1,4,0
0,8,200,1,40,0,4.800000000000005,54.00000000000004,5712.0,0,1.0,21,41
1,8,15,0,1,0,0.0,0.0,81.0,0,-1.0,8,1
2,8,146,1,23,0,0.0,5.999999999999957,1605.0,0,-0.1999999999999999,18,24
3,8,21,1,2,0,0.0,5.000000000000002,125.0,0,-1.0,14,3
0,9,200,0,40,0,4.799999999999993,47.99999999999992,5352.0,0,1.0,9,40
1,9,21,0,2,0,0.0,0.0,108.0,1,-1.1,12,2
2,9,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,4,1
3,9,9,0,0,0,0.0,0.0,36.0,1,-1.1,6,0
0,10,74,0,11,0,0.0,0.0,765.0,1,-1.1,13,11
1,10,92,7,14,0,0.0,41.99999999999996,2604.0,0,-0.1999999999999999,21,21
2,10,9,0,0,0,0.0,0.0,36.0,3,-1.1,5,0
3,10,9,0,0,0,0.0,0.0,36.0,3,-1.1,7,0
0,11,62,0,9,2,0.0,0.0,549.0,1,-1.1,19,9
1,11,98,6,15,1,0.0,35.99999999999994,2505.0,0,-1.0,27,21
2,11,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
3,11,21,0,2,0,0.0,0.0,90.0,3,-1.1,10,2
0,12,200,2,41,0,5.400000000000018,66.00000000000018,7512.0,0,1.8,23,43
1,12,21,1,2,1,0.0,5.000000000000003,119.0,0,-0.1999999999999999,12,3
2,12,32,0,4,0,0.0,0.0,282.0,0,-1.0,10,4
3,12,105,0,16,0,0.0,0.0,882.0,3,-1.1,30,16
0,13,15,0,1,0,0.0,0.0,87.0,0,-1.0,7,1
1,13,20,2,2,0,0.0,11.999999999999996,258.0,0,-1.0,6,4
2,13,27,0,3,0,0.0,0.0,123.0,0,-1.0,12,3
3,13,9,0,0,0,0.0,0.0,36.0,3,-1.1,5,0
0,14,15,1,1,1,0.0,5.000000000000002,74.0,0,-0.1999999999999999,7,2
1,14,26,6,3,0,0.0,35.99999999999999,597.0,0,-0.1999999999999999,10,9
2,14,21,0,2,0,0.0,0.0,126.0,1,-1.1,11,2
3,14,9,0,0,0,0.0,0.0,36.0,1,-1.1,4,0
0,15,9,1,0,0,0.0,5.000000000000001,59.0,2,-1.1,5,1
1,15,57,5,8,0,0.0,29.000000000000004,773.0,0,-1.0,16,13
2,15,21,0,2,0,0.0,0.0,84.0,1,-1.1,8,2
3,15,39,0,5,0,0.0,0.0,219.0,3,-1.1,17,5
