day,baseline,egalitarian,maximin,utilitarian,all_principles
1.0,28.996996996996998,28.46246246246246,29.135135135135137,28.93093093093093,29.00900900900901
2.0,28.474000000000004,26.926000000000005,28.51,27.844000000000005,28.39
3.0,29.532000000000004,27.618000000000006,29.376000000000005,29.04,29.568000000000005
4.0,30.236,28.466,30.188,29.948,30.248
5.0,30.652000000000005,29.338,30.567999999999998,30.370000000000005,30.958
6.0,30.426000000000005,29.076000000000008,30.336000000000006,30.312000000000005,31.050000000000004
7.0,29.702000000000005,28.688000000000002,30.086000000000002,30.122000000000007,31.034000000000006
8.0,28.912000000000003,28.372000000000003,29.506,30.058,30.808000000000003
9.0,28.557000000000002,28.169000000000004,29.14,30.588,30.363
10.0,30.0696248509826,29.893816189722056,30.804978040486468,33.34682922582641,33.101629226119925
11.0,30.946837165984405,30.2680438175234,31.44358469460392,33.41670163229125,33.610296545019
12.0,31.486517054872373,30.672261568467004,32.0742502489966,33.67166796649471,34.498052521031276
13.0,31.586699271966918,30.85269036273904,32.43583797945095,33.53619253013747,34.47719093308542
14.0,31.404131597985135,30.637024092514466,32.123434070518954,33.85351829992168,34.13874430663881
15.0,31.31397154155079,30.88122279810598,32.27705098019753,34.510070331703155,33.85090145444031
16.0,33.67260343606074,33.74573315719028,35.054633964573156,37.52280944975705,36.7637419922967
17.0,34.45883802718391,34.12072881670882,35.49310245248994,37.593268152011404,37.2862251534621
18.0,34.625589631340645,34.272517595374254,35.768679433310794,37.836131245935164,37.59269460100331
19.0,34.553252872757746,34.29423921902722,35.92688080559773,37.78987781312592,37.88159326752295
20.0,34.58725171002487,34.58819931303609,35.66467873220671,38.264627684629055,37.77528668482117
21.0,34.768439356743514,34.92319239395222,35.89592857734809,38.73980010025778,37.9898407825441
22.0,37.465678187069436,37.87433237252997,38.641190054000624,42.12938462868074,40.805683018111466
23.0,37.81835427007551,38.19257337598411,39.2227949425367,42.11540097657805,40.880212853040035
24.0,38.459939876925496,38.68089826748822,39.80705400066929,42.47543541427347,41.13686471441034
