day,baseline,egalitarian,maximin,utilitarian,all_principles
1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.009,0.001,0.004,0.003,0.026
3.0,0.024,0.003,0.043,0.009,0.082
4.0,0.037,0.011,0.097,0.01,0.137
5.0,0.088,0.041,0.143,0.124,0.152
6.0,0.195,0.267,0.257,0.453,0.185
7.0,0.325,0.482,0.448,0.654,0.249
8.0,0.539,0.648,0.778,0.808,0.328
9.0,0.741,0.894,0.918,0.889,0.432
10.0,1.0615384615384615,1.0770128354725788,1.0850340136054422,1.0248306997742664,1.1871657754010696
11.0,1.1316526610644257,1.192532088681447,1.1462585034013606,1.1399548532731376,1.2620320855614973
12.0,1.2591036414565826,1.411901983663944,1.2619047619047619,1.4108352144469527,1.4037433155080214
13.0,1.4075630252100841,1.631271878646441,1.4478458049886622,1.608352144469526,1.5641711229946524
14.0,1.6624649859943978,1.7981330221703618,1.6791383219954648,1.752821670428894,1.7058823529411764
15.0,1.8557422969187676,1.9789964994165694,1.844671201814059,1.8803611738148984,1.8315508021390374
16.0,2.1033274956217163,2.181462140992167,2.1141226818830243,2.0471821756225426,2.2388059701492535
17.0,2.178633975481611,2.327676240208877,2.1914285714285713,2.187418086500655,2.3694029850746268
18.0,2.297723292469352,2.5417754569190603,2.3114285714285714,2.419397116644823,2.5121951219512195
19.0,2.455341506129597,2.7284595300261096,2.49,2.581913499344692,2.667910447761194
20.0,2.6532399299474605,2.881201044386423,2.7014285714285715,2.739187418086501,2.824626865671642
21.0,2.8473684210526318,3.0679738562091505,2.855714285714286,2.875491480996068,2.9431818181818183
22.0,3.1176470588235294,3.275320970042796,3.165745856353591,3.067901234567901,3.2926470588235293
23.0,3.183257918552036,3.4379457917261056,3.248618784530387,3.175925925925926,3.4073529411764705
24.0,3.3076923076923075,3.6319543509272467,3.3609576427255985,3.390432098765432,3.5455882352941175
25.0,3.4705882352941178,3.833095577746077,3.58195211786372,3.5694444444444446,3.762376237623762
26.0,3.728506787330317,3.9800285306704706,3.758747697974217,3.7253086419753085,3.8955882352941176
27.0,3.8800904977375565,4.131616595135909,3.940959409594096,3.8503086419753085,4.047407407407407
28.0,4.16056338028169,4.346564885496183,4.212814645308924,4.090566037735849,4.3568904593639575
29.0,4.247887323943662,4.519083969465649,4.274599542334096,4.222641509433962,4.508833922261484
30.0,4.371830985915493,4.702290076335878,4.4302059496567505,4.445283018867925,4.648409893992933
31.0,4.554929577464788,4.885496183206107,4.606407322654462,4.59811320754717,4.841463414634147
32.0,4.735211267605634,5.019847328244275,4.775743707093821,4.7679245283018865,4.9817073170731705
33.0,4.909090909090909,5.175115207373272,4.935632183908046,4.911153119092628,5.130434782608695
34.0,5.1689655172413795,5.411570247933884,5.272455089820359,5.11453744493392,5.475247524752476
35.0,5.272413793103448,5.580165289256199,5.410179640718563,5.26431718061674,5.6099009900990096
36.0,5.413793103448276,5.768595041322314,5.583832335329341,5.460352422907489,5.742574257425742
37.0,5.589655172413793,5.917355371900826,5.751497005988024,5.621145374449339,5.938613861386139
38.0,5.76551724137931,6.067768595041322,5.913173652694611,5.790748898678414,6.089108910891089
39.0,5.930313588850174,6.233830845771144,6.096096096096096,5.922907488986784,6.248015873015873
40.0,6.163179916317992,6.481012658227848,6.413919413919414,6.1395348837209305,6.551569506726457
41.0,6.2510460251046025,6.641952983725136,6.553113553113553,6.260981912144703,6.680203045685279
42.0,6.435146443514644,6.808318264014466,6.681318681318682,6.452196382428941,6.852791878172589
43.0,6.606694560669456,6.998191681735985,6.8791208791208796,6.609819121447028,6.991525423728813
44.0,6.845188284518828,7.142857142857143,7.0256410256410255,6.757105943152455,7.186440677966102
45.0,7.029535864978903,7.3248638838475495,7.198529411764706,6.9147286821705425,7.333333333333333
46.0,7.252427184466019,7.597222222222222,7.579185520361991,7.1713395638629285,7.642086330935252
47.0,7.398058252427185,7.775793650793651,7.678733031674208,7.275,7.7428057553956835
48.0,7.538834951456311,7.930555555555555,7.868778280542986,7.49375,7.931654676258993
49.0,7.718446601941747,8.079365079365079,8.013574660633484,7.690625,8.138489208633093
50.0,7.87378640776699,8.212301587301587,8.16289592760181,7.84375,8.361510791366907
51.0,8.039408866995075,8.414342629482071,8.293577981651376,7.981191222570533,8.498188405797102
52.0,8.281609195402298,8.753880266075388,8.661375661375661,8.173285198555957,8.681297709923664
53.0,8.385057471264368,8.962305986696231,8.804232804232804,8.339350180505415,8.822519083969466
54.0,8.568965517241379,9.12860310421286,8.952380952380953,8.487364620938628,9.01526717557252
55.0,8.71264367816092,9.279379157427938,9.100529100529101,8.664259927797834,9.198473282442748
56.0,8.862068965517242,9.416851441241684,9.275132275132275,8.851985559566787,9.35632183908046
57.0,9.017441860465116,9.608501118568233,9.422459893048128,8.953068592057761,9.541176470588235
58.0,9.319148936170214,9.878859857482185,9.68235294117647,9.206140350877194,9.787449392712551
59.0,9.404255319148936,10.061757719714965,9.8,9.324561403508772,9.918864097363084
60.0,9.581560283687944,10.20190023752969,9.994117647058824,9.491228070175438,10.0973630831643
61.0,9.75177304964539,10.382422802850357,10.176470588235293,9.706140350877194,10.281947261663285
62.0,9.921985815602836,10.53206650831354,10.294117647058824,9.855263157894736,10.494929006085192
63.0,10.08695652173913,10.759615384615385,10.512048192771084,9.995594713656388,10.607802874743326
64.0,10.398230088495575,11.025773195876289,10.806451612903226,10.23157894736842,10.824786324786325
65.0,10.504424778761061,11.185567010309278,10.929032258064517,10.384210526315789,10.946581196581196
66.0,10.690265486725664,11.352727272727273,11.109677419354838,10.573684210526316,11.162393162393162
67.0,10.761061946902656,11.516363636363636,11.296774193548387,10.742105263157894,11.38888888888889
68.0,10.991150442477876,11.724226804123711,11.44516129032258,10.91578947368421,11.55982905982906
69.0,11.150442477876107,11.911688311688312,11.623376623376624,10.989417989417989,11.675324675324676
70.0,11.402061855670103,12.082397003745319,11.909722222222221,11.259493670886076,11.864864864864865
71.0,11.484536082474227,12.250936329588015,12.006944444444445,11.424050632911392,12.013513513513514
72.0,11.65979381443299,12.367041198501873,12.152777777777779,11.651898734177216,12.182432432432432
73.0,11.845360824742269,12.576779026217228,12.284722222222221,11.854430379746836,12.38063063063063
74.0,12.041237113402062,12.745318352059925,12.472222222222221,12.012658227848101,12.587837837837839
75.0,12.195876288659793,12.920754716981133,12.633093525179856,12.095541401273886,12.734553775743708
76.0,12.518072289156626,13.145098039215686,12.873134328358208,12.323741007194245,12.906759906759907
77.0,12.63855421686747,13.325490196078432,12.992537313432836,12.46043165467626,13.055944055944057
78.0,12.855421686746988,13.501960784313725,13.156716417910447,12.654676258992806,13.235431235431236
79.0,13.0,13.670588235294117,13.298507462686567,12.79136690647482,13.438228438228439
80.0,13.120481927710843,13.87843137254902,13.5,12.956834532374101,13.617715617715618
81.0,13.228915662650602,14.077551020408164,13.669230769230769,13.043478260869565,13.737089201877934
82.0,13.594202898550725,14.267782426778243,13.926229508196721,13.327586206896552,13.930288461538462
83.0,13.681159420289855,14.405857740585773,14.081967213114755,13.439655172413794,14.086538461538462
84.0,13.927536231884059,14.594142259414227,14.245901639344263,13.620689655172415,14.25
85.0,14.043478260869565,14.782426778242678,14.401639344262295,13.827586206896552,14.451923076923077
86.0,14.18840579710145,14.94560669456067,14.557377049180328,14.025862068965518,14.653846153846153
87.0,14.402985074626866,15.094017094017094,14.71311475409836,14.12280701754386,14.78780487804878
88.0,14.688524590163935,15.340807174887892,15.017391304347827,14.412371134020619,14.977386934673367
89.0,14.78688524590164,15.515695067264573,15.130434782608695,14.536082474226804,15.128140703517587
90.0,14.901639344262295,15.699551569506726,15.243478260869566,14.68041237113402,15.306532663316583
91.0,15.098360655737705,15.883408071748878,15.460869565217392,14.907216494845361,15.517587939698492
92.0,15.245901639344263,16.022421524663677,15.617391304347827,15.103092783505154,15.675879396984925
93.0,15.5,16.213636363636365,15.858407079646017,15.22680412371134,15.815856777493606
94.0,15.74074074074074,16.40740740740741,16.03669724770642,15.4,16.01832460732984
95.0,15.814814814814815,16.59259259259259,16.174311926605505,15.522222222222222,16.17801047120419
96.0,16.055555555555557,16.74537037037037,16.275229357798164,15.7,16.384816753926703
97.0,16.203703703703702,16.953703703703702,16.422018348623855,15.922222222222222,16.56806282722513
98.0,16.37037037037037,17.12962962962963,16.541284403669724,16.011111111111113,16.74607329842932
99.0,16.444444444444443,17.287735849056602,16.79245283018868,16.113636363636363,16.89095744680851
100.0,16.576923076923077,17.514423076923077,17.10891089108911,16.450704225352112,17.070460704607047
101.0,16.71153846153846,17.6875,17.257425742574256,16.577464788732396,17.21680216802168
102.0,16.923076923076923,17.826923076923077,17.396039603960396,16.746478873239436,17.37669376693767
103.0,17.0,18.004807692307693,17.554455445544555,16.971830985915492,17.588075880758808
104.0,17.173076923076923,18.221153846153847,17.673267326732674,17.140845070422536,17.769647696476966
105.0,17.392156862745097,18.4,17.858585858585858,17.225352112676056,17.94490358126722
106.0,17.666666666666668,18.610837438423644,18.074468085106382,17.523809523809526,18.137254901960784
107.0,17.733333333333334,18.74384236453202,18.26595744680851,17.634920634920636,18.282913165266105
108.0,17.866666666666667,18.896551724137932,18.351063829787233,17.841269841269842,18.478991596638654
109.0,18.044444444444444,19.06896551724138,18.5,17.984126984126984,18.672268907563026
110.0,18.244444444444444,19.2807881773399,18.617021276595743,18.158730158730158,18.859943977591037
111.0,18.428571428571427,19.45,18.83695652173913,18.317460317460316,18.994334277620396
112.0,18.615384615384617,19.59,19.078651685393258,18.610169491525422,19.19020172910663
113.0,18.692307692307693,19.74,19.314606741573034,18.64406779661017,19.354466858789625
114.0,18.846153846153847,19.935,19.426966292134832,18.83050847457627,19.56772334293948
115.0,19.05128205128205,20.11,19.50561797752809,18.915254237288135,19.734870317002883
116.0,19.23076923076923,20.29,19.685393258426966,19.1864406779661,19.904899135446687
117.0,19.526315789473685,20.523560209424083,19.894117647058824,19.32758620689655,20.058139534883722
118.0,19.735294117647058,20.691099476439792,20.11904761904762,19.547169811320753,20.253687315634217
119.0,19.823529411764707,20.842931937172775,20.261904761904763,19.69811320754717,20.392330383480825
120.0,19.941176470588236,21.0,20.404761904761905,19.943396226415093,20.578171091445427
121.0,20.0,21.20418848167539,20.523809523809526,20.09433962264151,20.73170731707317
122.0,20.205882352941178,21.392670157068064,20.678571428571427,20.32075471698113,20.949852507374633
123.0,20.655172413793103,21.56989247311828,20.974683544303797,20.471698113207548,21.104790419161677
124.0,20.85185185185185,21.8,21.11392405063291,20.729166666666668,21.30886850152905
125.0,21.037037037037038,21.967567567567567,21.20253164556962,20.833333333333332,21.46788990825688
126.0,21.14814814814815,22.0972972972973,21.329113924050635,21.020833333333332,21.65749235474006
127.0,21.25925925925926,22.25945945945946,21.481012658227847,21.041666666666668,21.862385321100916
128.0,21.48148148148148,22.427027027027027,21.670886075949365,21.229166666666668,22.04892966360856
129.0,21.59259259259259,22.624309392265193,21.866666666666667,21.340425531914892,22.18769230769231
130.0,21.84,22.773480662983424,22.094594594594593,21.743589743589745,22.36532507739938
131.0,21.96,22.91160220994475,22.256756756756758,21.871794871794872,22.523219814241486
132.0,22.08,23.07734806629834,22.405405405405407,21.923076923076923,22.712074303405572
133.0,22.24,23.243093922651934,22.554054054054053,22.102564102564102,22.907120743034056
134.0,22.4,23.43646408839779,22.66216216216216,22.333333333333332,23.061919504643964
135.0,22.625,23.623595505617978,22.863013698630137,22.54054054054054,23.215625
136.0,22.863636363636363,23.835227272727273,23.070422535211268,22.771428571428572,23.361635220125788
137.0,22.90909090909091,24.011363636363637,23.211267605633804,22.914285714285715,23.5188679245283
138.0,23.227272727272727,24.170454545454547,23.35211267605634,23.057142857142857,23.70754716981132
139.0,23.318181818181817,24.306818181818183,23.47887323943662,23.257142857142856,23.90566037735849
140.0,23.363636363636363,24.477272727272727,23.690140845070424,23.37142857142857,24.047169811320753
141.0,23.666666666666668,24.703488372093023,24.0625,23.696969696969695,24.234726688102892
142.0,24.055555555555557,24.923076923076923,24.265625,23.967741935483872,24.416666666666668
143.0,24.166666666666668,25.11242603550296,24.40625,24.032258064516128,24.592105263157894
144.0,24.333333333333332,25.284023668639055,24.5,24.129032258064516,24.72222222222222
145.0,24.444444444444443,25.443786982248522,24.6875,24.193548387096776,24.88888888888889
146.0,24.5,25.662721893491124,24.84375,24.419354838709676,25.055555555555557
147.0,24.61111111111111,25.833333333333332,25.015873015873016,24.766666666666666,25.294117647058822
148.0,24.9375,26.072289156626507,25.241935483870968,25.06896551724138,25.526490066225165
149.0,25.375,26.204819277108435,25.306451612903224,25.137931034482758,25.655629139072847
150.0,25.4375,26.367469879518072,25.451612903225808,25.275862068965516,25.874172185430464
151.0,25.5,26.542168674698797,25.661290322580644,25.448275862068964,26.060606060606062
152.0,25.75,26.69277108433735,25.919354838709676,25.551724137931036,26.181818181818183
153.0,26.0,26.9079754601227,26.183333333333334,25.85185185185185,26.43728813559322
154.0,26.0625,27.067484662576685,26.338983050847457,26.28,26.604095563139932
155.0,26.1875,27.220858895705522,26.440677966101696,26.4,26.7098976109215
156.0,26.25,27.404907975460123,26.559322033898304,26.6,26.903225806451612
157.0,26.4375,27.533742331288344,26.694915254237287,26.76,27.032258064516128
158.0,26.75,27.7239263803681,26.83050847457627,27.04,27.225806451612904
159.0,27.0,28.037974683544302,27.181818181818183,27.166666666666668,27.433333333333334
160.0,27.066666666666666,28.20253164556962,27.381818181818183,27.291666666666668,27.466666666666665
161.0,27.133333333333333,28.341772151898734,27.545454545454547,27.5,27.733333333333334
162.0,27.133333333333333,28.518987341772153,27.727272727272727,27.625,27.933333333333334
163.0,27.466666666666665,28.670886075949365,27.90909090909091,27.708333333333332,28.0
164.0,27.6,28.841772151898734,28.12727272727273,27.875,28.166666666666668
165.0,27.714285714285715,29.051612903225806,28.27777777777778,28.083333333333332,28.379310344827587
166.0,28.5,29.214285714285715,28.425925925925927,28.208333333333332,28.448275862068964
167.0,28.5,29.38961038961039,28.555555555555557,28.416666666666668,28.551724137931036
168.0,29.0,29.564935064935064,28.685185185185187,28.5,28.896551724137932
169.0,29.1,29.727272727272727,28.88888888888889,28.791666666666668,29.275862068965516
170.0,29.2,29.928571428571427,29.074074074074073,28.875,29.379310344827587
171.0,29.2,30.104575163398692,29.431372549019606,29.217391304347824,29.535714285714285
172.0,29.3,30.25657894736842,29.49019607843137,29.40909090909091,29.642857142857142
173.0,29.4,30.44078947368421,29.529411764705884,29.636363636363637,29.892857142857142
174.0,29.6,30.57894736842105,29.705882352941178,29.954545454545453,30.0
175.0,29.8,30.736842105263158,29.901960784313726,30.09090909090909,30.142857142857142
176.0,30.0,30.92763157894737,30.03921568627451,30.181818181818183,30.25
177.0,30.1,31.222972972972972,30.3125,30.272727272727273,30.576923076923077
178.0,30.2,31.41216216216216,30.5531914893617,30.363636363636363,30.692307692307693
179.0,30.4,31.554054054054053,30.617021276595743,30.727272727272727,30.923076923076923
180.0,30.5,31.68243243243243,30.872340425531913,30.818181818181817,31.03846153846154
181.0,30.6,31.87837837837838,30.97872340425532,31.045454545454547,31.153846153846153
182.0,30.8,32.067567567567565,31.127659574468087,31.227272727272727,31.26923076923077
183.0,30.8,32.275862068965516,31.434782608695652,31.318181818181817,31.583333333333332
184.0,31.5,32.51748251748252,31.543478260869566,31.40909090909091,31.625
185.0,31.5,32.68531468531469,31.67391304347826,31.681818181818183,31.958333333333332
186.0,31.5,32.81818181818182,31.91304347826087,31.727272727272727,32.291666666666664
187.0,31.875,32.99300699300699,32.0,31.90909090909091,32.416666666666664
188.0,32.0,33.13286713286713,32.17391304347826,32.04545454545455,32.458333333333336
189.0,32.125,33.30281690140845,32.37777777777778,32.13636363636363,32.458333333333336
190.0,32.125,33.50704225352113,32.6,32.45454545454545,32.708333333333336
191.0,32.25,33.605633802816904,32.71111111111111,32.68181818181818,32.916666666666664
192.0,32.5,33.816901408450704,32.84444444444444,32.81818181818182,33.041666666666664
193.0,32.625,33.95774647887324,32.977777777777774,32.95454545454545,33.166666666666664
194.0,32.625,34.105633802816904,33.13333333333333,33.04545454545455,33.291666666666664
195.0,32.857142857142854,34.330935251798564,33.38095238095238,33.18181818181818,33.333333333333336
196.0,33.333333333333336,34.56115107913669,33.65853658536585,33.38095238095238,33.416666666666664
197.0,33.333333333333336,34.73381294964029,33.73170731707317,33.57142857142857,33.458333333333336
198.0,33.5,34.89928057553957,33.853658536585364,33.714285714285715,33.666666666666664
199.0,33.666666666666664,35.03597122302158,34.02439024390244,33.857142857142854,33.75
200.0,33.833333333333336,35.273381294964025,34.170731707317074,34.0,34.0
