day,baseline,egalitarian,maximin,utilitarian,deon_egalitarian
1,1.0174297966523724,1.0125379939209727,1.0124487757842902,1.0138420218993183,1.0130804899993078
2,1.0709362231302184,1.0535279375948607,1.0517387019569195,1.0581280440460223,1.0597110754414125
3,1.1297509144748301,1.1028286018330988,1.098327074086719,1.1133535034036992,1.1064418983003912
4,1.1555680770412868,1.1230277611344117,1.1156701444622794,1.1299133239266277,1.1274526358447874
5,1.1550716851895375,1.1298025134649907,1.1141007384839554,1.1312556038920067,1.134891331711001
6,1.1605409732181569,1.1426585633930302,1.1142622412093328,1.1462709385801648,1.1343184529309969
7,1.1710342068413682,1.1626098715348208,1.1310984588200648,1.16929526851667,1.148215149140504
8,1.2021460081594744,1.1765639529291052,1.1436024520673014,1.1959470691890814,1.1614675528539462
9,1.2232878696474891,1.1864371513348335,1.1525994758635583,1.2281613555827477,1.1815421589771715
10,1.230815818304242,1.188259109311741,1.1413286489939316,1.1883913291500283,1.152116079544195
11,1.239472466450717,1.1973530808756854,1.1520848919163682,1.2018223019544896,1.163176265270506
12,1.2458092045108198,1.2101089976490702,1.1560112821718178,1.2089809213587714,1.1717359050445104
13,1.2689037351958699,1.21994917407878,1.172275393640012,1.2306145096407266,1.1815568524504805
14,1.2879247572815533,1.2249621912283648,1.1807263754482014,1.2485579807115499,1.1833770228991096
15,1.3001395050188957,1.2359971210720184,1.1907176058070588,1.2807436475193121,1.2014160826293283
16,1.2859266600594645,1.2298927613941018,1.165791050241733,1.2378115634822016,1.1616296118974236
17,1.3000978712992413,1.2452966714905933,1.174179397973075,1.2455651292448047,1.1688716184148078
18,1.3055623322761647,1.2547450893842418,1.1819293953163228,1.2625135427952328,1.184631453297523
19,1.3279648609077597,1.2529795918367346,1.1867583069620251,1.2905894148821884,1.1973384928957551
20,1.3347386172006743,1.261112611396165,1.1895415927778932,1.3008304821322048,1.20929386335481
21,1.3489688245594336,1.2740084234412787,1.196185510728164,1.3416145966275241,1.2314732317936017
22,1.3375288980220907,1.2584589383644327,1.1658688367640018,1.2904808041661617,1.1784084837025772
23,1.3492675404780259,1.2657528641571194,1.1744702320887992,1.3089670965409181,1.192789458701045
24,1.3709348297411041,1.2770453927697742,1.1713310123192286,1.315533980582524,1.1963566049257073
25,1.3921966050164678,1.2878828677213057,1.1685415563790365,1.3350612629594718,1.2077010238355388
26,1.3959898529627341,1.2923151265278667,1.1714072855301452,1.3425071090389071,1.2250574103092504
27,1.4086662380523312,1.3045198618787388,1.1852557026843014,1.3725573680124437,1.2396763817621008
28,1.371431345892406,1.2836794233739486,1.1619864794591783,1.320833725416392,1.1926153025859771
29,1.392523364485981,1.2901015228426393,1.1559834582579476,1.3270209157716222,1.1972664432341853
30,1.4103581800580829,1.2925120978011715,1.1733850129198966,1.3452935694315002,1.2075738529226903
31,1.4298780487804874,1.2964282719879263,1.1690871369294604,1.353202517586079,1.2274722977210955
32,1.4513394457818978,1.2982967210928418,1.1746056389462665,1.3664418131670661,1.243553665291592
33,1.4572398264509523,1.3063191917498593,1.1895279357975284,1.3987384351982022,1.2445544945873013
34,1.430585025765383,1.2797894736842101,1.1353915143152808,1.362335432169433,1.218121266222619
35,1.432065217391304,1.2752206809583857,1.1454388984509465,1.366258741258741,1.2307798481711525
36,1.4463590050943957,1.286960610176575,1.148205128205128,1.366359447004608,1.2427258805513017
37,1.45275353596148,1.305752396832013,1.1500682128240107,1.3889520022720816,1.25155451153793
38,1.4840608619593874,1.3165592290576185,1.1485328094689682,1.4077368814123103,1.2647177371513156
39,1.487894019594606,1.3264131055090618,1.157132279303398,1.391085298486524,1.2475836345131752
40,1.4918151179585937,1.2733502538071064,1.133136094674556,1.3286590709903592,1.2269490922036312
41,1.4856938483547921,1.2813211845102503,1.1330967169476485,1.3210116731517507,1.2407605784681306
42,1.4840075258701781,1.2870670321455266,1.137331755657447,1.3421276595744678,1.2519850120438933
43,1.5061699098243941,1.2905641537693457,1.1454774988860832,1.3646193771626296,1.2592181252776544
44,1.5328267674392198,1.2887535010431614,1.1479442845126204,1.3517638769081926,1.2753092839929743
45,1.584074649954069,1.294109013095571,1.1445522067795117,1.3654746766113885,1.2690678571401521
46,1.5517241379310338,1.2791907514450864,1.0918007061592778,1.3187633262260126,1.2607502287282708
47,1.54535637149028,1.2765363128491618,1.0883047844063791,1.3266384778012683,1.2658426966292136
48,1.5519480519480513,1.2857952934505241,1.0843433339956285,1.331196581196581,1.274932310469314
49,1.5814977973568274,1.2872430900070868,1.081248768958046,1.3382352941176467,1.2621944350568886
50,1.6167400881057263,1.2892006527463065,1.1064649107240163,1.3144697314709972,1.2782980493940197
