,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
57,1,1,16,0,2,0,0.4999999999999998,4.999999999999997,0,0.0,7,2
58,2,1,16,1,1,0,0.0,5.000000000000001,0,-0.1999999999999999,5,2
93,2,2,9,0,1,0,0.5000000000000002,5.000000000000002,0,0.0,6,1
94,3,2,9,0,0,0,0.0,0.0,1,-1.1,7,0
247,0,3,39,0,6,0,0.5000000000000004,5.000000000000004,0,0.0,23,6
248,1,3,39,1,5,1,0.0,5.000000000000003,0,-0.1999999999999999,19,6
331,2,4,21,1,3,0,0.5000000000000003,11.000000000000002,0,0.8,9,4
332,3,4,21,0,2,0,0.0,0.0,0,-1.0,9,2
528,3,5,49,0,10,2,1.8999999999999968,18.999999999999968,0,0.0,22,10
529,0,5,50,0,7,4,0.0,0.0,0,0.0,22,7
562,0,6,9,0,2,0,1.1,11.0,1,0.8,7,2
563,1,6,9,1,0,1,0.0,5.000000000000001,0,-0.1999999999999999,5,1
596,0,7,9,1,1,0,0.5000000000000001,11.0,0,0.8,5,2
597,1,7,9,0,0,0,0.0,0.0,1,-1.1,5,0
752,2,8,39,0,8,0,1.6999999999999993,16.999999999999993,0,0.0,16,8
753,3,8,39,0,5,1,0.0,0.0,4,-1.1,18,5
788,2,9,9,0,2,0,1.1,11.0,1,0.8,5,2
789,3,9,9,0,0,0,0.0,0.0,0,-1.0,7,0
943,1,10,39,0,6,0,0.5000000000000003,5.000000000000003,0,0.0,13,6
944,2,10,39,1,5,0,0.0,5.000000000000003,0,-1.0,15,6
977,0,11,9,1,1,0,0.5000000000000001,11.0,0,0.8,3,2
978,1,11,9,1,0,0,0.0,5.000000000000001,0,-0.1999999999999999,3,1
1013,2,12,9,0,1,0,0.5000000000000002,5.000000000000002,0,0.0,7,1
1014,3,12,9,1,0,0,0.0,5.000000000000001,0,-0.1999999999999999,5,1
1119,0,13,27,0,4,0,0.5000000000000001,5.000000000000001,0,0.0,11,4
1120,1,13,27,1,3,0,0.0,5.000000000000002,0,-0.1999999999999999,9,4
1273,0,14,39,0,6,2,0.5000000000000007,5.000000000000006,0,0.0,12,6
1274,1,14,39,0,5,0,0.0,0.0,1,-1.1,12,5
1332,1,15,15,1,2,0,0.4999999999999998,10.999999999999996,0,0.8,7,3
1333,2,15,15,0,1,0,0.0,0.0,0,-1.0,5,1
1390,0,16,15,1,2,0,0.5000000000000003,11.000000000000002,0,0.8,7,3
1391,1,16,15,0,1,0,0.0,0.0,2,-1.1,8,1
1472,0,17,21,0,3,0,0.5000000000000004,5.000000000000004,0,0.0,9,3
1473,1,17,21,1,2,0,0.0,5.000000000000002,0,-0.1999999999999999,9,3
1550,0,18,20,0,4,0,1.1999999999999995,11.999999999999996,0,0.0,9,4
1551,1,18,20,0,2,0,0.0,0.0,0,-1.0,14,2
1704,0,19,39,1,6,2,0.4999999999999995,10.999999999999996,3,-0.1,16,7
1705,1,19,39,0,5,0,0.0,0.0,3,-1.1,17,5
