day,baseline,egalitarian,maximin,utilitarian,deon_egalitarian
1,7.111055527763882,7.147073536768384,7.1830915457728866,7.180090045022511,7.141070535267634
2,6.558500000000001,6.717500000000001,6.810500000000001,6.717500000000001,6.5775
3,6.4045000000000005,6.557500000000001,6.623500000000001,6.701500000000001,6.4895
4,6.292500000000001,6.616500000000001,6.6165,6.7665,6.4855
5,6.381500000000001,6.699500000000001,6.735500000000001,6.813500000000001,6.464
6,6.440500000000001,6.611500000000001,6.752500000000001,6.665500000000001,6.467
7,6.4125000000000005,6.502500000000001,6.679500000000001,6.421500000000001,6.3625
8,6.225500000000002,6.492500000000001,6.615500000000001,6.2555000000000005,6.2955
9,5.996965098634296,6.428643981716609,6.514906518443659,5.924744130042145,6.136441159749858
10,6.088649544324774,6.808963997060986,6.835677749360615,6.529151291512917,6.847552447552448
11,6.074626865671643,6.778839088905218,6.798593350383633,6.383763837638377,6.909727081875437
12,6.10945273631841,6.775165319617929,6.746163682864451,6.4686346863468644,6.862141357592722
13,5.915422885572141,6.740631888317415,6.69373401534527,6.29667896678967,6.799860041987404
14,5.810945273631843,6.7766348273328445,6.625959079283889,6.191143911439116,6.784464660601819
15,5.773457311918852,6.6870799103808825,6.509446254071661,5.836601307189543,6.578684429641965
16,6.000000000000003,7.099260823653644,7.077396657871593,6.615667074663404,7.43298969072165
17,5.905172413793106,7.005279831045408,7.140845070422536,6.614443084455325,7.44639175257732
18,5.862068965517244,7.025343189017953,7.096830985915494,6.517747858017137,7.250515463917526
19,5.620689655172416,7.178458289334743,7.126760563380283,6.296205630354958,7.178350515463918
20,5.698275862068968,7.198521647307288,6.936507936507938,6.266257668711657,7.140350877192983
21,5.471615720524019,7.100427350427351,6.89620938628159,5.9248,6.97323600973236
22,5.872235872235875,7.613409415121256,7.390644753476613,6.903719912472648,7.751131221719457
23,5.786240786240789,7.594285714285715,7.4070796460177,6.743982494529543,7.669683257918552
24,5.523341523341527,7.5114285714285725,7.4538558786346405,6.597374179431073,7.619909502262443
25,5.422604422604426,7.462857142857144,7.614412136536031,6.542669584245078,7.5610859728506785
26,5.261083743842368,7.585714285714287,7.545685279187818,6.5296703296703305,7.572507552870091
27,5.298994974874375,7.607503607503609,7.332896461336828,6.192411924119242,7.5026833631484795
28,6.0806451612903265,7.866156787762908,7.804123711340206,7.029411764705883,8.13655462184874
29,5.9274193548387135,8.013384321223711,7.969072164948454,6.985239852398525,8.195378151260504
30,5.822580645161294,8.022944550669218,7.793814432989691,6.848708487084871,8.159663865546218
31,5.620967741935488,8.021032504780116,7.855670103092783,6.778597785977861,8.014705882352942
32,5.298387096774198,8.149425287356323,7.674176776429809,6.6044776119402995,7.855042016806722
33,5.235537190082648,8.104448742746616,7.495511669658887,6.276190476190476,7.95575221238938
34,6.068965517241384,8.726342710997443,8.608695652173912,7.0184049079754605,8.72106824925816
35,6.0206896551724185,8.892583120204604,8.492753623188406,6.901840490797546,8.382789317507418
36,6.055172413793108,8.828644501278772,8.405797101449274,7.153374233128834,8.29673590504451
37,5.8827586206896605,8.549872122762148,8.304347826086955,7.03680981595092,8.216617210682493
38,5.544827586206901,8.461538461538462,8.394160583941606,6.666666666666667,8.083333333333334
39,5.673758865248232,8.408268733850129,8.309278350515463,6.765624999999999,8.457317073170731
40,5.6179775280898925,9.5700325732899,9.134426229508195,7.839999999999999,9.01639344262295
41,5.831460674157309,9.371335504885993,9.118032786885244,7.8599999999999985,8.87704918032787
42,5.977528089887645,9.426710097719868,9.121311475409835,7.579999999999999,8.881147540983607
43,5.786516853932591,9.364820846905536,8.84918032786885,7.299999999999999,8.725409836065573
44,5.460674157303377,9.65472312703583,8.819999999999999,7.404255319148935,8.48559670781893
45,5.367816091954028,9.771523178807945,8.989208633093522,7.386666666666665,8.595555555555556
46,6.1052631578947425,10.070312499999998,10.330275229357795,8.315789473684207,8.594594594594595
47,6.368421052631586,10.242187499999998,10.211009174311924,8.789473684210524,8.762162162162163
48,6.105263157894743,10.249999999999998,10.229357798165136,8.631578947368418,8.518918918918919
49,5.947368421052639,10.093749999999998,10.275229357798164,8.57894736842105,8.686486486486487
50,5.473684210526323,10.289062499999996,9.805555555555554,8.444444444444441,8.597826086956522
