agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,1,200,0,40,7,4.900000000000017,49.00000000000017,6732.0,1,1.8,31,40
1,1,200,0,42,7,6.100000000000026,61.00000000000026,10116.0,0,1.0,29,42
2,1,200,0,45,0,7.900000000000029,79.00000000000028,8862.0,1,1.8,21,45
3,1,34,0,4,1,0.0,0.0,192.0,3,-1.1,15,4
0,2,200,0,36,6,2.399999999999988,23.99999999999988,4710.0,0,1.0,18,36
1,2,200,3,34,8,1.1999999999999864,29.99999999999986,4518.0,0,1.0,35,37
2,2,200,0,42,4,6.000000000000036,60.00000000000036,8046.0,0,1.0,22,42
3,2,15,0,1,0,0.0,0.0,63.0,1,-1.1,12,1
0,3,200,0,48,0,9.600000000000032,96.00000000000033,10218.0,1,1.8,19,48
1,3,9,2,0,0,0.0,11.0,83.0,0,-0.1999999999999999,5,2
2,3,200,5,38,0,3.599999999999992,65.99999999999991,6264.0,0,1.0,22,43
3,3,27,2,3,0,0.0,11.000000000000002,230.0,2,-1.1,13,5
0,4,200,0,37,4,2.999999999999988,29.99999999999988,4302.0,0,1.0,28,37
1,4,200,1,35,11,1.7999999999999892,23.99999999999989,5328.0,0,1.0,33,36
2,4,200,1,42,6,6.000000000000025,66.00000000000024,8274.0,0,1.8,20,43
3,4,27,0,3,2,0.0,0.0,135.0,2,-1.1,12,3
0,5,200,1,40,6,4.800000000000012,54.000000000000114,6384.0,0,1.8,24,41
1,5,200,0,40,8,4.800000000000025,48.00000000000024,6858.0,0,1.0,25,40
2,5,200,1,43,4,6.600000000000045,72.00000000000044,9336.0,0,1.8,19,44
3,5,45,0,6,0,0.0,0.0,258.0,3,-1.1,20,6
0,6,200,2,36,7,2.3999999999999897,35.99999999999989,4344.0,0,1.8,25,38
1,6,200,0,45,3,7.800000000000026,78.00000000000026,9684.0,0,1.0,20,45
2,6,200,0,41,0,5.400000000000007,54.000000000000064,6366.0,0,1.0,20,41
3,6,15,0,1,0,0.0,0.0,57.0,0,-1.0,9,1
0,7,200,0,37,9,2.9999999999999893,29.999999999999893,3972.0,1,1.8,36,37
1,7,200,0,39,18,4.200000000000001,42.00000000000001,7356.0,0,1.0,31,39
2,7,9,0,0,1,0.0,0.0,42.0,0,-1.0,6,0
3,7,200,0,37,16,2.999999999999988,29.99999999999988,5592.0,3,1.5,28,37
0,8,9,1,0,0,0.0,5.000000000000001,71.0,2,-1.1,5,1
1,8,21,3,2,0,0.0,17.0,215.0,0,-0.1999999999999999,11,5
2,8,200,9,32,0,4.718447854656915e-16,54.0,7044.0,4,0.9,19,41
3,8,15,0,1,0,0.0,0.0,87.0,0,-1.0,8,1
0,9,200,1,40,8,4.80000000000002,54.0000000000002,7560.0,0,1.0,23,41
1,9,200,0,45,9,7.800000000000029,78.00000000000028,8466.0,0,1.0,28,45
2,9,200,0,44,1,7.200000000000036,72.00000000000036,10002.0,0,1.0,20,44
3,9,15,0,1,0,0.0,0.0,57.0,3,-1.1,8,1
0,10,9,1,0,0,0.0,5.000000000000001,53.0,2,-1.1,6,1
1,10,200,0,40,1,4.80000000000002,48.0000000000002,7506.0,1,1.8,21,40
2,10,27,0,3,0,0.0,0.0,123.0,1,-1.1,11,3
3,10,200,0,39,0,4.200000000000016,42.00000000000016,5298.0,0,1.0,22,39
0,11,33,0,4,2,0.0,0.0,234.0,1,-1.1,15,4
1,11,200,0,40,2,4.800000000000006,48.00000000000006,7170.0,1,1.8,26,40
2,11,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
3,11,200,0,39,2,4.199999999999995,41.99999999999994,4230.0,0,1.0,31,39
0,12,50,1,7,2,0.0,5.999999999999975,681.0,0,-0.1999999999999999,14,8
1,12,200,2,42,12,6.000000000000016,72.00000000000016,7584.0,4,0.9,32,44
2,12,200,1,46,7,8.400000000000023,90.00000000000023,8838.0,0,1.8,24,47
3,12,15,0,1,2,0.0,0.0,87.0,0,-1.0,6,1
0,13,200,1,45,1,7.800000000000026,84.00000000000024,8382.0,0,1.8,21,46
1,13,57,0,8,1,0.0,0.0,360.0,2,-1.1,23,8
2,13,200,1,42,0,6.00000000000003,66.0000000000003,9690.0,0,1.0,21,43
3,13,39,0,5,1,0.0,0.0,213.0,3,-1.1,15,5
0,14,200,0,44,2,7.200000000000015,72.00000000000014,6426.0,0,1.0,26,44
1,14,80,0,12,2,0.0,0.0,888.0,2,-1.1,23,12
2,14,200,1,43,0,6.60000000000003,72.00000000000028,7896.0,0,1.0,26,44
3,14,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,2,1
0,15,15,1,1,0,0.0,5.000000000000002,116.0,2,-1.1,7,2
1,15,38,4,5,0,0.0,24.0,453.0,0,-1.0,16,9
2,15,21,0,2,0,0.0,0.0,126.0,1,-1.1,10,2
3,15,33,0,4,0,0.0,0.0,192.0,3,-1.1,18,4
0,16,200,0,44,4,7.200000000000006,72.00000000000006,6204.0,0,1.0,26,44
1,16,200,0,43,6,6.599999999999998,65.99999999999997,5286.0,1,1.8,36,43
2,16,200,0,46,2,8.40000000000003,84.0000000000003,10866.0,1,1.8,29,46
3,16,21,0,2,1,0.0,0.0,120.0,3,-1.1,15,2
0,17,39,1,5,0,0.0,5.000000000000006,260.0,0,-0.1999999999999999,13,6
1,17,200,2,40,12,4.800000000000017,60.00000000000016,7200.0,0,1.0,32,42
2,17,200,0,44,6,7.2000000000000215,72.00000000000021,7920.0,0,1.0,19,44
3,17,39,0,5,0,0.0,0.0,207.0,2,-1.1,16,5
0,18,200,0,40,10,4.799999999999996,47.99999999999996,5610.0,1,1.8,24,40
1,18,200,1,42,9,6.000000000000046,66.00000000000045,9294.0,0,1.8,27,43
2,18,200,0,42,0,6.000000000000019,60.000000000000185,7572.0,0,1.0,26,42
3,18,39,1,5,5,0.0,5.000000000000003,290.0,0,-1.0,19,6
0,19,9,1,0,0,0.0,5.000000000000001,77.0,2,-1.1,4,1
1,19,15,2,1,0,0.0,11.0,116.0,0,-0.1999999999999999,8,3
2,19,200,9,32,0,4.718447854656915e-16,54.0,5118.0,0,1.8,16,41
3,19,15,0,1,0,0.0,0.0,87.0,2,-1.1,9,1
0,20,200,0,42,5,6.00000000000002,60.0000000000002,7326.0,2,1.1,23,42
1,20,200,0,48,6,9.60000000000003,96.0000000000003,9204.0,0,1.0,26,48
2,20,200,0,45,2,7.800000000000036,78.00000000000036,10230.0,0,1.0,25,45
3,20,21,0,2,1,0.0,0.0,132.0,3,-1.1,12,2
0,21,33,0,4,1,0.0,0.0,228.0,3,-1.1,15,4
1,21,200,1,43,9,6.600000000000011,72.0000000000001,6072.0,0,1.0,43,44
2,21,200,0,45,4,7.800000000000028,78.00000000000028,8988.0,0,1.0,25,45
3,21,75,0,11,0,0.0,0.0,411.0,3,-1.1,22,11
0,22,200,0,48,1,9.600000000000035,96.00000000000036,11106.0,1,1.8,25,48
1,22,26,0,3,1,0.0,0.0,297.0,0,-1.0,13,3
2,22,200,4,37,0,2.999999999999987,53.999999999999865,7284.0,0,1.0,27,41
3,22,45,1,6,0,0.0,5.000000000000004,293.0,0,-1.0,24,7
0,23,200,0,47,0,9.00000000000003,90.0000000000003,9810.0,1,1.8,14,47
1,23,15,0,1,1,0.0,0.0,75.0,2,-1.1,9,1
2,23,200,1,44,0,7.200000000000038,78.00000000000037,11412.0,0,1.0,15,45
