,day,agent_id,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,reward,num_norms,count
0,1.0,0.0,0.08054027013506754,0.0,0.0,0.7000000000000001,7.483241620810405,15.483241620810405,0.06443221610805404,0.0,1999
1,1.0,1.0,0.030515257628814407,0.0,0.0,0.7000000000000001,7.1830915457728866,15.183091545772886,0.024412206103051528,0.0,1999
2,1.0,2.0,0.04552276138069034,0.0,0.0,0.7000000000000001,7.2731365682841425,15.273136568284142,0.03641820910455228,0.0,1999
3,1.0,3.0,0.02501250625312656,0.0,0.0,0.7000000000000001,7.150075037518759,15.150075037518759,0.02001000500250125,0.0,1999
4,2.0,0.0,0.2335,0.124,0.002,0.67445,8.1455,23.496,0.24980000000000002,0.0,2000
5,2.0,1.0,0.1035,0.025,0.0065,0.6150500000000001,6.7715000000000005,21.945,0.101,0.0,2000
6,2.0,2.0,0.153,0.0105,0.0425,0.6063500000000002,6.9815000000000005,22.233,0.15025,0.0,2000
7,2.0,3.0,0.099,0.0215,0.0055,0.61295,6.7235000000000005,21.861,0.09675,0.0,2000
8,3.0,0.0,0.3005,0.452,0.0055,0.7712500000000001,9.5155,32.7745,0.4203,0.0,2000
9,3.0,1.0,0.1675,0.115,0.031,0.5690500000000001,6.695500000000001,28.6075,0.20115,0.0,2000
10,3.0,2.0,0.225,0.1085,0.1345,0.56515,7.001500000000001,29.1025,0.2626,0.0,2000
11,3.0,3.0,0.165,0.091,0.0415,0.5546500000000001,6.536500000000001,28.3735,0.1906,0.0,2000
12,4.0,0.0,0.2415,0.733,0.0055,0.83985,9.8475,42.619,0.40040000000000003,0.0,2000
13,4.0,1.0,0.249,0.228,0.0315,0.53685,6.8625,35.464,0.23850000000000002,0.0,2000
14,4.0,2.0,0.3405,0.206,0.1365,0.5236500000000001,7.2795,36.379,0.23820000000000002,0.0,2000
15,4.0,3.0,0.2575,0.183,0.0415,0.50985,6.6435,35.017,0.2134,0.0,2000
16,5.0,0.0,0.216,0.956,0.006,0.8736499999999999,10.0325,52.6515,0.33340000000000003,0.0,2000
17,5.0,1.0,0.304,0.3455,0.0315,0.5073500000000001,6.897500000000001,42.3525,0.21220000000000003,0.0,2000
18,5.0,2.0,0.4265,0.3125,0.1405,0.4875500000000001,7.434500000000001,43.8105,0.2209,0.0,2000
19,5.0,3.0,0.3345,0.2975,0.042,0.4785500000000001,6.792500000000001,41.8095,0.22850000000000004,0.0,2000
20,6.0,0.0,0.2265,1.1665,0.0065,0.89995,10.3585,62.98,0.33405,0.0,2000
21,6.0,1.0,0.3345,0.479,0.0325,0.4874500000000001,6.881500000000001,49.231,0.21775,0.0,2000
22,6.0,2.0,0.4505,0.4455,0.1465,0.4673500000000001,7.376500000000001,51.187,0.21120000000000003,0.0,2000
23,6.0,3.0,0.3725,0.4265,0.0435,0.4559500000000001,6.794500000000001,48.601,0.21830000000000002,0.0,2000
24,7.0,0.0,0.228,1.396,0.007,0.93765,10.7445,73.6645,0.34045000000000003,0.0,2000
25,7.0,1.0,0.247,0.711,0.038,0.5266500000000001,6.748500000000001,55.9795,0.29390000000000005,0.0,2000
26,7.0,2.0,0.1705,0.8505,0.1595,0.6103500000000002,7.126500000000001,58.3105,0.4363,0.0,2000
27,7.0,3.0,0.2995,0.6375,0.045,0.48255000000000015,6.6225000000000005,55.2205,0.26494999999999996,0.0,2000
28,8.0,0.0,0.2355,1.642,0.008,0.9852499999999998,11.265499999999998,84.834,0.33925,0.0,2000
29,8.0,1.0,0.1435,0.9435,0.052,0.56615,6.522500000000001,62.496,0.29735,0.0,2000
30,8.0,2.0,0.1605,0.9815,0.186,0.5889500000000002,6.852500000000001,65.148,0.22165,0.0,2000
31,8.0,3.0,0.185,0.8865,0.051,0.5319500000000001,6.429500000000001,61.644,0.30675,0.0,2000
32,9.0,0.0,0.2435,1.927,0.0095,1.0568499999999998,12.023999999999997,96.663,0.34245000000000003,0.0,2000
33,9.0,1.0,0.148,1.066,0.072,0.5463000000000002,6.314500000000001,68.8075,0.1476,0.0,2000
34,9.0,2.0,0.1755,1.0825,0.2335,0.5555000000000001,6.574500000000001,71.6895,0.14734999999999998,0.0,2000
35,9.0,3.0,0.184,1.026,0.067,0.5269000000000001,6.3115000000000006,67.943,0.11795000000000001,0.0,2000
36,10.0,0.0,0.2535211267605634,2.141851106639839,0.01006036217303823,1.0851609657947685,12.372736418511064,109.34708249496983,0.33521126760563386,0.0,1988
37,10.0,1.0,0.1821103374397429,1.2394215318693091,0.06480985538296732,0.5437600428494912,6.53026245313337,77.37975361542581,0.2023567220139261,0.0,1867
38,10.0,2.0,0.266347687400319,1.2344497607655502,0.2131844763423711,0.5407761828814461,7.005316321105796,80.33758639021796,0.2220627325890484,0.0,1881
39,10.0,3.0,0.18647887323943663,1.2445070422535212,0.05352112676056338,0.5467605633802818,6.586478873239438,77.71887323943662,0.18061971830985918,0.0,1775
40,11.0,0.0,0.2721327967806841,2.3490945674044266,0.011066398390342052,1.109507042253521,12.727867203219313,122.07193158953723,0.34471830985915497,0.0,1988
41,11.0,1.0,0.24062165058949625,1.3531618435155413,0.06591639871382636,0.5118971061093248,6.562700964630226,83.96463022508038,0.2202572347266881,0.0,1866
42,11.0,2.0,0.33297872340425533,1.3702127659574468,0.21436170212765956,0.5221276595744683,7.219148936170214,87.55212765957447,0.25861702127659575,0.0,1880
