day,baseline,egalitarian,maximin,utilitarian
1.0,7.16208104052026,7.150075037518759,7.159079539769885,7.030015007503752
2.0,6.642500000000001,6.7235000000000005,6.705500000000001,6.369500000000001
3.0,6.143500000000001,6.536500000000001,6.572500000000001,6.224500000000001
4.0,6.127500000000001,6.6435,6.7095,6.265500000000001
5.0,6.252500000000001,6.792500000000001,6.843500000000001,6.336500000000001
6.0,6.230500000000002,6.794500000000001,6.821500000000001,6.425500000000001
7.0,5.929500000000002,6.6225000000000005,6.754500000000001,6.346500000000001
8.0,5.382500000000002,6.429500000000001,6.576500000000001,6.105500000000001
9.0,5.182000000000001,6.3115000000000006,6.376000000000001,5.675000000000001
10.0,5.487463556851313,6.53026245313337,6.71605603448276,6.555555555555556
11.0,5.495043731778428,6.562700964630226,6.779633620689657,6.4942222222222235
12.0,5.579591836734696,6.508038585209004,6.762392241379311,6.46488888888889
13.0,5.576676384839653,6.508038585209004,6.751616379310346,6.52088888888889
14.0,5.402332361516037,6.366559485530548,6.682650862068966,6.406222222222223
15.0,5.388338192419826,6.17309753483387,6.55980603448276,6.132444444444444
16.0,6.082437275985666,6.615664845173043,7.0984299516908225,7.254830917874397
17.0,5.977060931899644,6.661202185792351,7.02596618357488,7.254830917874397
18.0,6.039426523297494,6.612021857923498,7.004227053140098,7.13888888888889
19.0,5.878136200716848,6.653916211293262,6.935386473429952,7.022946859903382
20.0,5.759856630824375,6.50273224043716,6.873792270531402,7.0519323671497585
21.0,5.775305096913139,6.363746958637471,6.78125,6.811965811965812
22.0,6.580616740088108,6.993621545003545,7.324398625429555,7.851063829787234
23.0,6.507936507936511,7.005669737774629,7.347079037800689,7.7853881278538815
24.0,6.391534391534394,6.95393338058115,7.378006872852235,7.680365296803653
25.0,6.354497354497357,6.961729270021263,7.210996563573884,7.675799086757991
26.0,6.158730158730162,6.807937632884481,7.13470790378007,7.579908675799087
27.0,6.109540636042405,6.651030561478323,7.235131396957123,7.335375191424195
28.0,6.832807570977921,7.465,7.735658914728682,8.469273743016759
29.0,6.842271293375397,7.320000000000001,7.721705426356591,8.351955307262568
30.0,6.782334384858047,7.285,7.703100775193798,8.324022346368713
31.0,6.564668769716091,7.265,7.624031007751939,8.229050279329607
32.0,6.391167192429025,7.265,7.61937984496124,8.268156424581004
33.0,6.368809272918864,7.116806722689075,7.55308219178082,8.169523809523808
34.0,7.208436724565759,7.937682570593963,8.229349736379614,9.210526315789473
35.0,7.109181141439208,8.012658227848101,8.19420035149385,9.026315789473681
36.0,7.009925558312657,7.935735150925025,8.195957820738137,9.157894736842103
37.0,6.9106699751861065,7.8412852969815,8.076449912126538,9.223684210526313
38.0,6.61042183622829,7.735150925024342,7.993848857644991,9.052631578947366
39.0,6.636591478696744,7.644466209598432,7.941592920353982,8.822471910112357
40.0,7.422287390029328,8.501687289088864,8.65247524752475,9.548872180451124
41.0,7.363636363636366,8.52755905511811,8.626732673267325,9.511278195488718
42.0,7.225806451612906,8.553430821147355,8.523762376237622,9.563909774436087
43.0,7.09677419354839,8.498312710911135,8.474257425742572,9.661654135338342
44.0,6.826979472140765,8.625421822272214,8.525742574257423,9.72886937431394
45.0,6.710059171597634,8.409039548022596,8.458100558659215,9.654731457800507
46.0,7.6530612244897975,8.868486352357317,8.9647577092511,10.637931034482753
47.0,7.673469387755105,8.866004962779154,8.966923925027562,10.499999999999995
48.0,7.3571428571428585,8.86352357320099,8.98566703417861,10.344827586206891
49.0,7.234693877551024,8.764267990074439,8.855670103092779,10.362068965517237
50.0,6.897959183673471,8.78411910669975,8.701030927835047,10.327586206896546
