i,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
98043,0,201,15,0,1,1,0.0,0.0,87.0,1,-1.1,8,1
98599,1,201,200,2,37,5,2.999999999999987,41.999999999999865,4962.0,0,1.8,37,39
98600,2,201,200,1,40,0,4.8,53.99999999999999,7704.0,0,1.0,21,41
98601,3,201,200,1,39,4,4.200000000000006,48.00000000000006,6204.0,0,1.0,20,40
99208,0,202,200,1,37,34,2.999999999999992,35.999999999999915,3492.0,0,1.0,31,38
98635,1,202,9,0,0,1,0.0,0.0,42.0,2,-1.1,5,0
99209,2,202,200,1,38,4,3.599999999999989,41.99999999999989,6480.0,0,1.0,33,39
99210,3,202,200,0,42,28,6.000000000000036,60.00000000000036,9534.0,2,1.7666666666666666,29,42
99883,0,203,200,0,37,27,2.999999999999996,29.999999999999957,2358.0,4,1.2333333333333334,31,37
99508,1,203,75,2,11,2,0.0,11.000000000000014,542.0,0,-0.1999999999999999,18,13
99884,2,203,200,0,37,6,2.999999999999986,29.999999999999854,5712.0,0,1.0,37,37
99885,3,203,200,0,41,22,5.399999999999997,53.999999999999964,6726.0,0,1.0,30,41
100516,0,204,200,0,33,38,0.5999999999999913,5.999999999999913,3558.0,0,1.0,34,33
100015,1,204,33,1,4,2,0.0,5.000000000000005,203.0,0,-0.1999999999999999,15,5
100517,2,204,200,1,37,1,2.9999999999999853,35.99999999999985,6240.0,0,1.0,34,38
100518,3,204,200,0,46,27,8.400000000000016,84.00000000000016,7596.0,0,1.0,29,46
100575,0,205,15,0,1,2,0.0,0.0,99.0,1,-1.1,11,1
100982,1,205,200,0,36,1,2.40000000000001,24.0000000000001,6288.0,0,1.0,29,36
100983,2,205,200,0,42,0,6.00000000000001,60.00000000000009,7866.0,1,1.8,23,42
100683,3,205,50,0,7,2,0.0,0.0,447.0,0,-1.0,11,7
101095,0,206,33,0,4,1,0.0,0.0,192.0,3,-1.1,15,4
101430,1,206,200,0,37,0,2.999999999999988,29.99999999999988,4986.0,4,0.9,22,37
101431,2,206,200,0,46,0,8.400000000000029,84.00000000000028,10458.0,0,1.0,17,46
101043,3,206,15,0,1,2,0.0,0.0,99.0,0,-1.0,7,1
101488,0,207,15,0,1,1,0.0,0.0,75.0,0,-1.0,8,1
101693,1,207,200,0,36,0,2.3999999999999875,23.999999999999872,3420.0,2,0.9,21,36
101519,2,207,26,0,3,0,0.0,0.0,267.0,0,-1.0,12,3
101509,3,207,21,0,2,2,0.0,0.0,138.0,0,-1.0,9,2
101865,0,208,69,3,10,1,0.0,17.000000000000004,569.0,0,-1.0,29,13
101727,1,208,9,0,0,1,0.0,0.0,42.0,2,-1.1,6,0
101815,2,208,38,0,5,0,0.0,0.0,399.0,0,-1.0,13,5
101852,3,208,56,0,8,0,0.0,0.0,516.0,4,-1.1,20,8
102018,0,209,39,1,5,1,0.0,5.000000000000005,242.0,0,-0.1999999999999999,18,6
102188,1,209,200,0,36,1,2.39999999999999,23.9999999999999,3132.0,2,0.9,24,36
102033,2,209,45,0,6,0,0.0,0.0,318.0,0,-1.0,15,6
102021,3,209,39,0,5,2,0.0,0.0,255.0,0,-1.0,17,5
102807,0,210,200,0,34,31,1.1999999999999948,11.999999999999948,2328.0,1,1.8,36,34
102270,1,210,21,0,2,2,0.0,0.0,120.0,2,-1.1,14,2
102808,2,210,200,1,37,2,2.999999999999988,35.99999999999988,6168.0,0,1.0,34,38
102809,3,210,200,0,41,24,5.400000000000011,54.00000000000011,6492.0,0,1.0,29,41
103488,0,211,200,1,33,25,0.5999999999999949,11.999999999999948,3006.0,0,1.8,71,34
103131,1,211,81,0,12,3,0.0,0.0,630.0,2,-1.1,38,12
103489,2,211,200,2,37,2,2.9999999999999862,41.99999999999986,6012.0,0,1.8,44,39
103490,3,211,200,0,45,15,7.800000000000006,78.00000000000006,5628.0,0,1.0,45,45
103596,0,212,33,0,4,2,0.0,0.0,300.0,1,-1.1,13,4
103931,1,212,200,0,36,0,2.400000000000002,24.00000000000002,6552.0,4,0.9,18,36
103932,2,212,200,0,43,0,6.600000000000009,66.00000000000009,7944.0,1,1.8,20,43
103526,3,212,9,0,0,1,0.0,0.0,42.0,0,-1.0,5,0
104164,0,213,63,3,9,3,0.0,17.000000000000004,596.0,0,-1.0,29,12
104110,1,213,45,0,6,2,0.0,0.0,276.0,2,-1.1,20,6
104350,2,213,200,0,44,0,7.200000000000042,72.00000000000041,10062.0,0,1.0,26,44
104260,3,213,110,0,17,3,0.0,0.0,1239.0,0,-1.0,27,17
104969,0,214,200,0,33,37,0.5999999999999945,5.999999999999945,2904.0,0,1.0,38,33
104432,1,214,21,0,2,0,0.0,0.0,114.0,2,-1.1,11,2
104970,2,214,200,2,39,2,4.19999999999999,53.9999999999999,6666.0,0,1.0,38,41
104971,3,214,200,1,44,27,7.200000000000021,78.0000000000002,8910.0,0,1.8,32,45
105465,0,215,200,4,41,1,5.400000000000002,78.00000000000001,5784.0,1,1.8,47,45
105125,1,215,39,0,5,2,0.0,0.0,285.0,2,-1.1,24,5
105466,2,215,200,3,39,1,4.199999999999997,59.999999999999964,6660.0,0,1.8,37,42
105178,3,215,56,0,8,2,0.0,0.0,552.0,4,-1.1,18,8
106127,0,216,200,1,42,27,6.000000000000015,66.00000000000014,6918.0,4,1.6333333333333333,45,43
105716,1,216,63,0,9,2,0.0,0.0,471.0,2,-1.1,31,9
106128,2,216,200,1,48,0,9.600000000000032,102.00000000000033,12036.0,0,1.8,33,49
106129,3,216,200,1,40,28,4.799999999999993,53.99999999999992,6738.0,3,0.9,38,41
106306,0,217,45,1,6,5,0.0,5.000000000000003,317.0,0,-0.1999999999999999,13,7
106718,1,217,182,0,29,6,0.0,0.0,3597.0,2,-1.1,39,29
106755,2,217,200,0,46,1,8.400000000000032,84.00000000000031,10386.0,0,1.0,26,46
106756,3,217,200,0,37,11,2.999999999999996,29.999999999999957,6228.0,0,1.0,37,37
107393,0,218,200,2,35,34,1.799999999999995,29.999999999999947,2886.0,0,1.8,43,37
106910,1,218,39,0,5,1,0.0,0.0,243.0,2,-1.1,21,5
107394,2,218,200,0,37,3,2.999999999999988,29.99999999999988,6588.0,0,1.0,33,37
107395,3,218,200,0,41,27,5.400000000000027,54.00000000000027,7704.0,0,1.0,31,41
108020,0,219,200,1,35,34,1.799999999999995,23.99999999999995,2400.0,0,1.0,33,36
107501,1,219,27,0,3,1,0.0,0.0,183.0,2,-1.1,16,3
108021,2,219,200,1,37,3,2.999999999999986,35.99999999999986,5484.0,0,1.0,37,38
108022,3,219,200,0,40,29,4.800000000000017,48.00000000000016,7158.0,0,1.0,29,40
108079,0,220,15,0,1,0,0.0,0.0,87.0,0,-1.0,8,1
108570,1,220,200,0,38,0,3.60000000000002,36.0000000000002,6690.0,1,0.9,34,38
108571,2,220,200,2,38,1,3.599999999999988,47.99999999999987,6276.0,0,1.8,23,40
108439,3,220,134,0,21,1,0.0,0.0,1419.0,1,-1.1,24,21
109209,0,221,200,5,42,17,6.000000000000005,90.00000000000004,5886.0,0,1.8,49,47
108773,1,221,51,0,7,1,0.0,0.0,321.0,2,-1.1,25,7
109210,2,221,200,3,40,2,4.800000000000043,66.00000000000043,9516.0,1,1.8,41,43
109186,3,221,188,0,30,14,0.0,0.0,4770.0,4,-1.1,37,30
109817,0,222,200,0,34,37,1.1999999999999926,11.999999999999924,2922.0,1,1.8,31,34
109244,1,222,9,0,0,1,0.0,0.0,42.0,2,-1.1,7,0
109818,2,222,200,2,38,3,3.5999999999999863,47.999999999999865,5718.0,0,1.0,36,40
109819,3,222,200,0,44,27,7.200000000000015,72.00000000000014,8634.0,0,1.0,28,44
110444,0,223,200,0,33,35,0.5999999999999931,5.999999999999931,2754.0,0,1.0,25,33
109925,1,223,27,0,3,0,0.0,0.0,177.0,0,-1.0,13,3
110445,2,223,200,2,38,2,3.599999999999989,47.999999999999886,7152.0,0,1.0,31,40
110446,3,223,200,0,43,27,6.6000000000000245,66.00000000000024,8766.0,4,1.5,28,43
110479,0,224,9,0,0,1,0.0,0.0,42.0,0,-1.0,4,0
110881,1,224,200,0,40,0,4.800000000000015,48.00000000000015,6558.0,0,1.0,26,40
110535,2,224,27,0,3,0,0.0,0.0,159.0,0,-1.0,15,3
110882,3,224,200,2,36,5,2.39999999999999,35.99999999999989,5022.0,0,1.0,30,38
111061,0,225,110,15,17,0,0.0,89.99999999999994,5325.0,0,-1.0,24,32
110984,1,225,33,0,4,3,0.0,0.0,264.0,3,-1.1,20,4
110917,2,225,9,2,0,0,0.0,11.0,59.0,0,-0.1999999999999999,7,2
110972,3,225,27,0,3,1,0.0,0.0,165.0,4,-1.1,16,3
111597,0,226,200,4,38,8,3.599999999999996,59.999999999999964,4458.0,0,1.8,37,42
111167,1,226,27,1,3,1,0.0,5.000000000000004,158.0,0,-0.1999999999999999,12,4
111598,2,226,200,1,37,0,2.9999999999999862,35.99999999999986,4218.0,0,1.0,26,38
111418,3,226,110,1,17,4,0.0,5.999999999999966,1179.0,0,-0.1999999999999999,21,18
112045,0,227,200,4,42,2,6.000000000000015,84.00000000000014,7638.0,0,1.8,29,46
111680,1,227,21,0,2,0,0.0,0.0,108.0,0,-1.0,8,2
112046,2,227,200,2,41,1,5.400000000000008,66.00000000000009,6834.0,0,1.0,24,43
111700,3,227,27,0,3,1,0.0,0.0,177.0,2,-1.1,11,3
112127,0,228,21,0,2,0,0.0,0.0,96.0,3,-1.1,7,2
112487,1,228,200,0,37,0,2.999999999999988,29.99999999999988,4548.0,4,0.9,18,37
112488,2,228,200,0,46,0,8.400000000000027,84.00000000000027,9774.0,0,1.0,16,46
112130,3,228,21,1,2,1,0.0,5.000000000000002,101.0,0,-0.1999999999999999,6,3
112623,0,229,44,7,6,2,0.0,41.99999999999999,810.0,0,-1.0,19,13
112613,1,229,39,0,5,1,0.0,0.0,273.0,2,-1.1,17,5
112523,2,229,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,4,1
112625,3,229,45,0,6,3,0.0,0.0,354.0,3,-1.1,21,6
112754,0,230,33,0,4,2,0.0,0.0,222.0,3,-1.1,22,4
112842,1,230,62,0,9,1,0.0,0.0,495.0,2,-1.1,30,9
113030,2,230,200,0,45,0,7.800000000000043,78.00000000000043,9720.0,0,1.0,26,45
112940,3,230,110,0,17,3,0.0,0.0,1299.0,0,-1.0,24,17
113087,0,231,15,1,1,1,0.0,5.000000000000002,74.0,0,-0.1999999999999999,7,2
113124,1,231,27,1,3,0,0.0,5.000000000000004,176.0,0,-0.1999999999999999,15,4
113411,2,231,170,0,27,0,0.0,0.0,3243.0,0,-1.0,20,27
113442,3,231,200,0,36,3,2.3999999999999875,23.999999999999872,3582.0,0,1.0,23,36
113872,0,232,135,0,21,18,0.0,0.0,1119.0,4,-1.1,30,21
113548,1,232,27,0,3,3,0.0,0.0,207.0,2,-1.1,17,3
114003,2,232,200,0,45,0,7.80000000000001,78.00000000000009,7818.0,1,1.8,38,45
114004,3,232,200,0,39,14,4.199999999999987,41.999999999999865,5412.0,1,1.8,28,39
114092,0,233,27,0,3,0,0.0,0.0,141.0,3,-1.1,11,3
114439,1,233,200,0,37,0,2.9999999999999885,29.999999999999883,4506.0,4,0.9,22,37
114440,2,233,200,0,46,0,8.400000000000029,84.00000000000028,10350.0,0,1.0,24,46
114040,3,233,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,5,1
115083,0,234,200,2,35,30,1.799999999999994,29.999999999999936,2904.0,0,1.0,45,37
114618,1,234,45,0,6,3,0.0,0.0,306.0,2,-1.1,17,6
115084,2,234,200,1,37,4,2.999999999999986,35.99999999999986,6162.0,0,1.0,35,38
115085,3,234,200,1,41,22,5.400000000000025,60.00000000000025,7620.0,0,1.8,39,42
115190,0,235,27,0,3,2,0.0,0.0,183.0,3,-1.1,14,3
115544,1,235,200,0,36,1,2.399999999999989,23.999999999999886,4248.0,4,0.9,24,36
115545,2,235,200,1,43,0,6.6000000000000085,72.00000000000007,8154.0,0,1.8,18,44
115211,3,235,33,0,4,4,0.0,0.0,264.0,4,-1.1,9,4
115626,0,236,21,0,2,0,0.0,0.0,102.0,3,-1.1,10,2
115986,1,236,200,1,36,1,2.399999999999988,29.99999999999988,4518.0,0,1.8,18,37
115987,2,236,200,0,44,0,7.200000000000024,72.00000000000024,10098.0,0,1.0,19,44
115629,3,236,21,0,2,2,0.0,0.0,138.0,4,-1.1,9,2
116470,0,237,200,3,41,4,5.400000000000005,72.00000000000004,6702.0,0,1.0,35,44
116208,1,237,69,0,10,2,0.0,0.0,540.0,2,-1.1,24,10
116471,2,237,200,1,42,1,6.000000000000013,66.00000000000013,8226.0,0,1.0,27,43
116047,3,237,15,0,1,2,0.0,0.0,99.0,0,-1.0,7,1
116600,0,238,33,0,4,2,0.0,0.0,210.0,3,-1.1,19,4
116619,1,238,39,0,5,1,0.0,0.0,231.0,2,-1.1,22,5
116942,2,238,200,0,39,0,4.199999999999989,41.999999999999886,5472.0,0,1.0,24,39
116943,3,238,200,1,38,2,3.5999999999999863,41.99999999999986,4698.0,0,1.8,24,39
117134,0,239,63,0,9,5,0.0,0.0,495.0,1,-1.1,22,9
117122,1,239,57,1,8,0,0.0,5.000000000000009,395.0,0,-0.1999999999999999,20,9
116978,2,239,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
117272,3,239,200,1,47,3,9.00000000000003,96.0000000000003,10428.0,0,1.0,23,48
117329,0,240,15,0,1,1,0.0,0.0,63.0,0,-1.0,7,1
117330,1,240,15,1,1,0,0.0,5.000000000000001,86.0,0,-0.1999999999999999,8,2
117701,2,240,200,0,39,0,4.199999999999996,41.99999999999996,6798.0,0,1.0,15,39
117702,3,240,200,0,35,1,1.7999999999999865,17.999999999999865,4242.0,0,1.0,13,35
118321,0,241,200,0,36,16,2.3999999999999995,23.999999999999996,1740.0,0,1.0,37,36
117784,1,241,21,0,2,1,0.0,0.0,144.0,2,-1.1,10,2
118322,2,241,200,1,37,0,2.9999999999999867,35.999999999999865,3642.0,0,1.8,28,38
118323,3,241,200,0,37,13,2.9999999999999867,29.999999999999865,4068.0,0,1.0,34,37
118930,0,242,200,4,36,32,2.399999999999992,47.99999999999992,3516.0,0,1.0,37,40
118357,1,242,9,0,0,1,0.0,0.0,42.0,2,-1.1,7,0
118931,2,242,200,2,38,2,3.599999999999988,47.99999999999987,5088.0,0,1.8,36,40
118932,3,242,200,0,45,26,7.800000000000015,78.00000000000014,7506.0,1,1.8,29,45
119551,0,243,200,2,40,38,4.799999999999998,59.99999999999998,5136.0,0,1.0,37,42
119014,1,243,21,0,2,1,0.0,0.0,114.0,2,-1.1,13,2
119552,2,243,200,0,45,4,7.800000000000008,78.00000000000007,8046.0,0,1.0,36,45
119553,3,243,200,0,39,30,4.20000000000004,42.0000000000004,10068.0,0,1.0,27,39
120190,0,244,200,0,44,30,7.200000000000006,72.00000000000006,6162.0,0,1.0,34,44
119707,1,244,39,1,5,2,0.0,5.000000000000006,278.0,0,-1.0,19,6
120191,2,244,200,0,42,8,6.000000000000012,60.000000000000114,8100.0,2,0.9,33,42
120192,3,244,200,0,38,25,3.6000000000000227,36.00000000000023,8772.0,0,1.0,25,38
120817,0,245,200,1,42,32,6.000000000000002,66.00000000000001,3960.0,0,1.0,41,43
120298,1,245,27,0,3,2,0.0,0.0,177.0,2,-1.1,17,3
120818,2,245,200,0,44,3,7.1999999999999975,71.99999999999997,7698.0,0,1.0,32,44
120819,3,245,200,0,38,29,3.6000000000000103,36.0000000000001,7374.0,3,0.9,31,38
120972,0,246,39,0,5,3,0.0,0.0,261.0,0,-1.0,11,5
121325,1,246,200,0,37,0,2.9999999999999902,29.9999999999999,3810.0,1,1.8,35,37
121326,2,246,200,1,41,0,5.400000000000012,60.000000000000114,6222.0,0,1.8,24,42
121062,3,246,68,0,10,3,0.0,0.0,1050.0,0,-1.0,21,10
121981,0,247,200,0,35,26,1.799999999999999,17.99999999999999,1800.0,4,1.2333333333333334,35,35
121552,1,247,57,0,8,1,0.0,0.0,348.0,2,-1.1,22,8
121982,2,247,200,1,36,1,2.399999999999987,29.99999999999987,3990.0,0,1.8,38,37
121983,3,247,200,0,38,19,3.5999999999999885,35.999999999999886,4002.0,0,1.0,31,38
122064,0,248,21,1,2,2,0.0,5.000000000000001,155.0,0,-0.1999999999999999,9,3
122442,1,248,200,0,39,1,4.199999999999992,41.99999999999992,4392.0,0,1.0,32,39
122443,2,248,200,2,41,0,5.399999999999998,65.99999999999997,6588.0,0,1.8,25,43
122121,3,248,39,0,5,3,0.0,0.0,279.0,0,-1.0,14,5
122586,0,249,75,4,11,1,0.0,23.00000000000001,644.0,0,-0.1999999999999999,26,15
122477,1,249,9,0,0,1,0.0,0.0,42.0,0,-1.0,5,0
122543,2,249,32,0,4,0,0.0,0.0,264.0,0,-1.0,14,4
122533,3,249,27,0,3,0,0.0,0.0,171.0,1,-1.1,12,3
122619,0,250,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,4,1
123193,1,250,200,0,37,1,2.999999999999988,29.99999999999988,4500.0,0,1.0,32,37
123194,2,250,200,1,35,0,1.7999999999999878,23.99999999999988,3612.0,0,1.0,21,36
123195,3,250,200,0,33,3,0.5999999999999918,5.999999999999917,2646.0,0,1.0,21,33
123252,0,251,15,0,1,1,0.0,0.0,105.0,1,-1.1,8,1
123253,1,251,15,0,1,0,0.0,0.0,57.0,0,-1.0,6,1
123254,2,251,15,1,1,0,0.0,5.000000000000002,68.0,0,-0.1999999999999999,7,2
123440,3,251,200,1,45,0,7.800000000000008,84.00000000000007,7614.0,0,1.0,12,46
123473,0,252,9,0,0,1,0.0,0.0,42.0,1,-1.1,7,0
124047,1,252,200,2,35,4,1.799999999999987,29.999999999999865,4740.0,0,1.0,40,37
124048,2,252,200,0,38,0,3.5999999999999863,35.99999999999986,6324.0,0,1.0,24,38
124049,3,252,200,0,39,5,4.19999999999999,41.9999999999999,5688.0,0,1.0,24,39
124359,0,253,99,1,15,10,0.0,5.000000000000003,710.0,0,-0.1999999999999999,17,16
124107,1,253,15,0,1,1,0.0,0.0,75.0,0,-1.0,9,1
124562,2,253,200,0,36,0,2.399999999999987,23.99999999999987,3942.0,0,1.0,26,36
124563,3,253,200,0,37,12,2.9999999999999862,29.99999999999986,4650.0,0,1.0,29,37
125260,0,254,200,2,39,21,4.199999999999997,53.999999999999964,3144.0,0,1.0,51,41
124957,1,254,99,0,15,3,0.0,0.0,603.0,2,-1.1,42,15
125261,2,254,200,0,43,3,6.600000000000008,66.00000000000007,6864.0,0,1.0,41,43
125262,3,254,200,0,38,22,3.599999999999992,35.99999999999992,6234.0,0,1.0,40,38
125453,0,255,110,14,17,0,0.0,83.99999999999993,4929.0,0,-1.0,22,31
125375,1,255,33,0,4,3,0.0,0.0,264.0,4,-1.1,20,4
125321,2,255,15,0,1,0,0.0,0.0,87.0,2,-1.1,11,1
125376,3,255,33,0,4,1,0.0,0.0,192.0,4,-1.1,16,4
125924,0,256,200,2,44,4,7.200000000000018,84.00000000000017,10620.0,1,1.8,36,46
125638,1,256,57,0,8,4,0.0,0.0,420.0,3,-1.1,24,8
125925,2,256,200,3,42,0,6.000000000000012,78.00000000000011,7374.0,0,1.8,28,45
125513,3,256,15,0,1,0,0.0,0.0,81.0,0,-1.0,9,1
126054,0,257,33,1,4,2,0.0,5.000000000000005,233.0,0,-1.0,18,5
126055,1,257,33,0,4,1,0.0,0.0,222.0,2,-1.1,21,4
126390,2,257,200,0,35,0,1.8000000000000074,18.00000000000007,6918.0,0,1.0,25,35
126391,3,257,200,0,35,3,1.7999999999999874,17.999999999999872,4314.0,0,1.0,23,35
126544,0,258,39,0,5,3,0.0,0.0,297.0,3,-1.1,13,5
126903,1,258,200,0,36,2,2.3999999999999897,23.999999999999897,3960.0,4,0.9,34,36
126904,2,258,200,0,43,0,6.600000000000021,66.0000000000002,8412.0,0,1.0,25,43
126652,3,258,74,0,11,4,0.0,0.0,969.0,0,-1.0,19,11
127529,0,259,200,2,37,33,2.9999999999999933,41.99999999999993,3666.0,0,1.8,47,39
127010,1,259,27,0,3,0,0.0,0.0,171.0,2,-1.1,17,3
127530,2,259,200,2,38,3,3.599999999999993,47.99999999999992,6978.0,0,1.8,39,40
127531,3,259,200,1,41,25,5.40000000000002,60.00000000000019,8172.0,0,1.8,35,42
127721,0,260,51,3,7,3,0.0,17.000000000000004,404.0,0,-1.0,23,10
127685,1,260,39,0,5,1,0.0,0.0,201.0,2,-1.1,21,5
128020,2,260,200,0,44,0,7.200000000000049,72.00000000000048,11094.0,0,1.0,21,44
128021,3,260,200,0,39,2,4.199999999999997,41.999999999999964,5430.0,0,1.0,17,39
128181,0,261,62,12,9,1,0.0,71.99999999999997,1923.0,0,-0.1999999999999999,24,21
128146,1,261,39,0,5,1,0.0,0.0,297.0,4,-1.1,21,5
128056,2,261,9,1,0,0,0.0,5.000000000000001,65.0,0,-1.0,4,1
128169,3,261,50,0,7,3,0.0,0.0,459.0,4,-1.1,26,7
128262,0,262,21,0,2,1,0.0,0.0,150.0,4,-1.1,13,2
128275,1,262,27,1,3,1,0.0,5.000000000000005,176.0,0,-0.1999999999999999,17,4
128281,2,262,32,0,4,0,0.0,0.0,300.0,0,-1.0,16,4
128261,3,262,20,1,2,0,0.0,5.999999999999997,156.0,0,-0.1999999999999999,11,3
128740,0,263,200,3,46,1,8.40000000000002,102.0000000000002,10272.0,0,1.8,20,49
128387,1,263,27,0,3,0,0.0,0.0,165.0,2,-1.1,10,3
128741,2,263,200,4,43,1,6.600000000000031,90.0000000000003,10116.0,0,1.8,23,47
128407,3,263,33,0,4,2,0.0,0.0,192.0,3,-1.1,12,4
129366,0,264,200,3,37,35,2.999999999999991,47.99999999999991,3684.0,0,1.0,37,40
128847,1,264,27,0,3,1,0.0,0.0,165.0,0,-1.0,16,3
129367,2,264,200,1,39,4,4.199999999999996,47.99999999999995,7242.0,0,1.0,31,40
129368,3,264,200,0,44,30,7.20000000000004,72.0000000000004,11394.0,0,1.0,31,44
129821,0,265,200,4,44,7,7.200000000000019,96.00000000000018,11400.0,0,1.8,36,48
129487,1,265,33,0,4,2,0.0,0.0,228.0,3,-1.1,16,4
129822,2,265,200,3,43,3,6.6000000000000245,84.00000000000023,9066.0,0,1.8,27,46
129452,3,265,21,0,2,0,0.0,0.0,108.0,0,-1.0,9,2
129975,0,266,39,0,5,2,0.0,0.0,285.0,3,-1.1,19,5
130412,1,266,200,0,38,0,3.599999999999989,35.999999999999886,4602.0,1,1.8,48,38
130316,2,266,152,0,24,0,0.0,0.0,2592.0,3,-1.1,32,24
130413,3,266,200,3,34,3,1.199999999999993,29.99999999999993,3054.0,0,1.8,43,37
130854,0,267,200,1,35,18,1.799999999999999,23.99999999999999,2250.0,0,1.0,30,36
130471,1,267,15,1,1,1,0.0,5.000000000000002,86.0,0,-0.1999999999999999,7,2
130508,2,267,27,0,3,0,0.0,0.0,171.0,1,-1.1,11,3
130855,3,267,200,0,47,11,9.000000000000034,90.00000000000033,10554.0,0,1.0,28,47
131296,0,268,111,1,17,15,0.0,5.000000000000004,890.0,3,-1.1,36,18
131384,1,268,140,1,22,4,0.0,5.999999999999984,1392.0,4,-1.1,47,23
131505,2,268,200,0,38,7,3.5999999999999903,35.9999999999999,4140.0,1,1.8,50,38
131506,3,268,200,0,39,11,4.200000000000028,42.00000000000028,8136.0,0,1.0,38,39
131600,0,269,27,0,3,3,0.0,0.0,165.0,4,-1.1,14,3
131947,1,269,200,0,40,2,4.800000000000032,48.00000000000031,7566.0,4,0.9,25,40
131565,2,269,15,0,1,0,0.0,0.0,63.0,0,-1.0,7,1
131948,3,269,200,3,36,8,2.3999999999999977,41.99999999999997,7848.0,0,1.8,26,39
132167,0,270,74,9,11,4,0.0,53.99999999999997,1581.0,0,-1.0,29,20
132136,1,270,56,0,8,6,0.0,0.0,654.0,4,-1.1,30,8
132031,2,270,21,0,2,0,0.0,0.0,102.0,0,-1.0,10,2
132161,3,270,68,0,10,6,0.0,0.0,1182.0,4,-1.1,30,10
132638,0,271,200,2,47,2,9.000000000000027,102.00000000000026,11460.0,0,1.0,29,49
132249,1,271,21,0,2,0,0.0,0.0,120.0,0,-1.0,11,2
132639,2,271,200,4,44,2,7.200000000000033,96.00000000000033,10806.0,0,1.8,24,48
132341,3,271,51,0,7,2,0.0,0.0,369.0,4,-1.1,21,7
132859,0,272,63,0,9,6,0.0,0.0,579.0,4,-1.1,28,9
132769,1,272,33,0,4,2,0.0,0.0,216.0,2,-1.1,20,4
133134,2,272,200,0,37,0,3.000000000000034,30.000000000000345,8688.0,0,1.0,25,37
133135,3,272,200,0,37,5,3.0000000000000067,30.000000000000064,6468.0,1,1.8,28,37
133695,0,273,200,3,45,17,7.800000000000022,96.00000000000024,9954.0,0,1.0,32,48
133241,1,273,27,0,3,1,0.0,0.0,171.0,2,-1.1,12,3
133696,2,273,200,4,42,5,6.000000000000039,84.00000000000038,10872.0,0,1.8,31,46
133564,3,273,134,0,21,18,0.0,0.0,3135.0,4,-1.1,24,21
133873,0,274,45,0,6,1,0.0,0.0,312.0,3,-1.1,12,6
134339,1,274,200,1,35,5,1.7999999999999892,23.99999999999989,3714.0,2,0.9,41,36
134340,2,274,200,1,36,0,2.3999999999999853,29.99999999999985,5958.0,0,1.0,25,37
134341,3,274,200,0,36,3,2.39999999999999,23.9999999999999,3594.0,0,1.0,25,36
134542,0,275,51,0,7,2,0.0,0.0,363.0,0,-1.0,20,7
134543,1,275,51,0,7,1,0.0,0.0,309.0,0,-1.0,17,7
134842,2,275,200,0,37,0,2.999999999999988,29.99999999999988,3996.0,0,1.0,20,37
134843,3,275,200,0,39,2,4.199999999999991,41.99999999999991,4038.0,0,1.0,26,39
135027,0,276,57,0,8,1,0.0,0.0,432.0,3,-1.1,24,8
135314,1,276,200,0,37,0,2.999999999999989,29.999999999999886,4398.0,1,1.8,27,37
135315,2,276,200,0,46,0,8.40000000000002,84.0000000000002,10002.0,0,1.0,23,46
134903,3,276,15,0,1,1,0.0,0.0,63.0,0,-1.0,7,1
135768,0,277,200,2,45,4,7.800000000000026,90.00000000000024,11592.0,0,1.0,30,47
135434,1,277,33,0,4,2,0.0,0.0,252.0,3,-1.1,21,4
135769,2,277,200,2,45,0,7.800000000000019,90.00000000000018,9504.0,1,1.8,26,47
135399,3,277,21,0,2,1,0.0,0.0,144.0,0,-1.0,13,2
135826,0,278,15,1,1,2,0.0,5.000000000000001,98.0,0,-0.1999999999999999,7,2
136382,1,278,200,1,36,5,2.399999999999988,29.99999999999988,3978.0,1,1.8,38,37
136383,2,278,200,2,38,0,3.5999999999999863,47.999999999999865,6180.0,0,1.8,24,40
136384,3,278,200,1,39,3,4.199999999999988,47.99999999999987,5040.0,0,1.8,24,40
136997,0,279,200,2,36,32,2.399999999999993,35.99999999999993,3138.0,0,1.8,31,38
136442,1,279,15,0,1,1,0.0,0.0,69.0,2,-1.1,11,1
136998,2,279,200,1,38,1,3.599999999999994,41.999999999999936,6702.0,0,1.0,31,39
136999,3,279,200,1,41,23,5.400000000000024,60.00000000000023,8430.0,0,1.8,30,42
137606,0,280,200,0,34,37,1.1999999999999924,11.999999999999924,3294.0,0,1.0,33,34
137033,1,280,9,0,0,1,0.0,0.0,42.0,2,-1.1,6,0
137607,2,280,200,2,40,2,4.800000000000002,60.000000000000014,7626.0,0,1.0,26,42
137608,3,280,200,0,47,27,9.000000000000027,90.00000000000026,10770.0,0,1.0,29,47
138127,0,281,200,3,44,2,7.20000000000002,90.00000000000018,8352.0,1,1.8,29,47
137901,1,281,87,0,13,2,0.0,0.0,585.0,3,-1.1,32,13
