,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
79,3,1,21,0,3,0,0.6000000000000004,6.000000000000004,1,1.0,13,3
80,0,1,22,1,2,1,0.0,5.000000000000003,0,0.0,13,3
137,0,2,15,0,2,0,0.5000000000000003,5.000000000000003,0,0.0,8,2
138,1,2,15,1,1,1,0.0,5.000000000000001,0,0.0,8,2
197,2,3,15,0,2,1,0.5000000000000001,5.000000000000001,0,0.0,8,2
198,3,3,15,0,1,0,0.0,0.0,0,-1.0,8,1
397,2,4,50,0,8,0,0.600000000000001,6.00000000000001,0,1.0,15,8
398,3,4,50,0,7,2,3.6082248300317592e-16,3.608224830031759e-15,0,1.0,18,7
433,2,5,9,0,1,0,0.5000000000000002,5.000000000000002,0,0.0,7,1
434,3,5,9,0,0,1,0.0,0.0,4,-1.2,4,0
514,3,6,20,0,3,0,0.6000000000000003,6.000000000000003,0,0.0,16,3
515,0,6,21,1,2,1,0.0,5.000000000000003,0,0.0,13,3
620,0,7,27,0,4,3,0.5000000000000006,5.000000000000005,2,0.5,18,4
621,1,7,27,0,4,0,0.6,5.999999999999999,3,-1.2,18,4
751,1,8,33,0,6,0,1.0999999999999996,10.999999999999996,1,-0.2,12,6
752,2,8,33,0,4,1,0.0,0.0,0,-1.0,14,4
808,3,9,14,0,2,0,0.6000000000000002,6.000000000000002,0,0.0,8,2
809,0,9,15,0,1,1,0.0,0.0,3,-1.2,9,1
844,2,10,9,1,2,0,1.0999999999999992,16.999999999999993,0,1.0,5,3
845,3,10,9,1,0,1,0.0,5.000000000000001,0,0.0,5,1
1043,1,11,50,0,11,0,2.3999999999999977,23.99999999999997,1,0.8,21,11
1044,2,11,50,1,7,3,0.0,5.999999999999993,0,1.0,20,8
1243,2,12,50,0,9,1,1.2,11.999999999999998,0,1.0,22,9
1244,3,12,50,0,7,1,4.718447854656915e-16,4.718447854656915e-15,0,1.0,25,7
1301,0,13,15,0,2,1,0.5000000000000003,5.000000000000003,0,0.0,9,2
1302,1,13,15,0,1,0,0.0,0.0,2,-1.2,8,1
1383,0,14,21,0,4,1,1.1,11.0,1,1.0,10,4
1384,1,14,21,0,2,0,0.0,0.0,2,-1.2,9,2
1466,1,15,21,0,3,1,0.5000000000000001,5.000000000000001,1,1.0,9,3
1467,2,15,21,0,2,0,0.0,0.0,0,-1.0,8,2
1525,1,16,15,0,2,0,0.5000000000000002,5.000000000000002,0,0.0,4,2
1526,2,16,15,0,1,0,0.0,0.0,0,-1.0,4,1
1630,3,17,26,1,3,0,4.718447854656915e-16,6.000000000000004,0,1.0,11,4
1631,0,17,27,1,3,1,0.0,5.000000000000004,0,0.0,15,4
1664,0,18,9,0,1,0,0.5000000000000002,5.000000000000002,0,0.0,6,1
1665,1,18,9,1,0,0,0.0,5.000000000000001,0,0.0,8,1
1722,0,19,15,0,2,1,0.5000000000000003,5.000000000000003,2,0.5,9,2
1723,1,19,15,0,2,0,0.6,5.999999999999999,3,-1.2,8,2
1800,0,20,20,0,4,1,1.2000000000000002,12.000000000000002,0,0.0,13,4
1801,1,20,20,1,2,0,0.0,5.999999999999997,0,0.0,13,3
1834,0,21,9,1,1,0,0.5000000000000002,11.0,0,1.0,5,2
1835,1,21,9,0,0,0,0.0,0.0,0,-1.0,6,0
1893,1,22,15,0,4,1,1.6999999999999993,16.999999999999993,2,-0.2,10,4
1894,2,22,15,1,1,0,0.0,5.000000000000001,0,0.0,9,2
1976,1,23,21,1,3,0,0.5000000000000001,11.0,0,1.0,11,4
1977,2,23,21,0,2,0,0.0,0.0,0,-1.0,12,2
2176,2,24,50,0,8,0,0.5999999999999999,5.999999999999998,0,1.0,18,8
2177,3,24,50,0,8,2,0.6000000000000011,6.000000000000011,0,1.0,19,8
2376,2,25,50,1,7,2,5.828670879282072e-16,6.000000000000005,0,2.0,13,8
2377,3,25,50,0,8,1,0.6000000000000004,6.000000000000004,1,2.0,13,8
2411,1,26,9,0,1,0,0.5000000000000001,5.000000000000001,0,0.0,4,1
2412,2,26,9,0,0,0,0.0,0.0,0,-1.0,4,0
2444,3,27,8,1,0,0,1.3877787807814454e-16,6.000000000000001,3,-0.2,4,1
2445,0,27,9,2,0,0,0.0,11.0,0,-1.0,7,2
2576,2,28,33,0,6,0,1.0999999999999992,10.999999999999991,0,0.0,15,6
2577,3,28,33,1,4,1,0.0,5.000000000000001,0,0.0,19,5
2612,2,29,9,1,1,0,0.5000000000000001,11.0,0,1.0,3,2
2613,3,29,9,1,0,0,0.0,5.000000000000001,0,-1.0,6,1
2646,0,30,9,0,2,0,1.1,11.0,0,0.0,7,2
2647,1,30,9,0,0,0,0.0,0.0,3,-1.2,6,0
2728,0,31,21,0,3,1,0.5000000000000004,5.000000000000004,3,-0.2,12,3
2729,1,31,21,0,2,0,0.0,0.0,3,-1.2,13,2
2928,2,32,50,0,10,2,1.8000000000000005,18.0,0,1.0,23,10
2929,3,32,50,0,8,3,0.6000000000000002,6.000000000000002,1,2.0,23,8
2964,2,33,9,0,1,0,0.5000000000000002,5.000000000000002,0,0.0,6,1
2965,3,33,9,1,0,0,0.0,5.000000000000001,0,0.0,4,1
3048,2,34,21,0,4,0,1.0999999999999996,10.999999999999996,0,0.0,15,4
3049,3,34,21,0,2,2,0.0,0.0,2,-1.2,13,2
3130,0,35,21,1,3,1,0.5000000000000004,11.000000000000004,0,1.0,12,4
3131,1,35,21,0,2,0,0.0,0.0,0,-1.0,10,2
3164,0,36,9,0,1,0,0.5000000000000002,5.000000000000002,0,0.0,5,1
3165,1,36,9,0,0,0,0.0,0.0,2,-1.2,5,0
3222,0,37,15,0,2,0,0.5000000000000003,5.000000000000003,0,0.0,11,2
3223,1,37,15,0,1,0,0.0,0.0,0,-1.0,7,1
3282,2,38,15,0,3,1,1.0999999999999996,10.999999999999996,0,0.0,6,3
3283,3,38,15,0,2,0,0.6,5.999999999999999,0,-1.0,7,2
3461,1,39,45,1,8,1,1.0999999999999983,16.999999999999982,0,1.0,20,9
3462,2,39,45,0,6,1,0.0,0.0,2,-1.2,17,6
3519,0,40,15,0,2,1,0.5000000000000003,5.000000000000003,2,0.5,9,2
3520,1,40,15,1,2,0,0.6,11.999999999999998,0,0.0,10,3
3625,0,41,27,0,4,2,0.5000000000000004,5.000000000000004,1,-0.2,15,4
3626,1,41,27,0,4,0,0.6,5.999999999999999,3,-1.2,13,4
3659,0,42,9,0,1,0,0.5000000000000001,5.000000000000001,0,0.0,5,1
3660,1,42,9,0,0,0,0.0,0.0,0,-1.0,6,0
3740,3,43,20,0,4,1,1.1999999999999995,11.999999999999996,4,-0.2,13,4
3741,0,43,21,1,2,2,0.0,5.000000000000003,0,-1.0,13,3
3776,2,44,9,1,1,0,0.5000000000000001,11.0,0,0.0,5,2
3777,3,44,9,1,0,0,0.0,5.000000000000001,0,-1.0,6,1
3908,2,45,33,1,6,1,1.1,17.0,0,1.0,15,7
3909,3,45,33,0,4,1,0.0,0.0,0,-1.0,17,4
3966,0,46,15,0,2,0,0.5000000000000003,5.000000000000003,0,0.0,11,2
3967,1,46,15,1,1,0,0.0,5.000000000000001,4,-1.2,9,2
4050,2,47,21,1,4,0,1.1,17.0,0,1.0,12,5
4051,3,47,21,1,2,0,0.0,5.000000000000002,3,-1.2,12,3
4110,2,48,15,0,2,0,0.5000000000000001,5.000000000000001,1,1.0,7,2
4111,3,48,15,1,1,0,0.0,5.000000000000002,0,0.0,8,2
4191,3,49,20,1,2,0,2.498001805406602e-16,6.000000000000002,0,1.0,9,3
4192,0,49,21,0,2,1,0.0,0.0,0,-1.0,10,2
4275,2,50,21,0,3,0,0.5000000000000001,5.000000000000001,1,1.0,12,3
4276,3,50,21,1,2,0,0.0,5.000000000000002,0,0.0,10,3
4382,1,51,27,0,5,0,1.1,11.0,0,0.0,11,5
4383,2,51,27,1,3,0,0.0,5.000000000000004,4,-1.2,9,4
4415,3,52,8,1,0,0,1.3877787807814454e-16,6.000000000000001,2,-0.2,4,1
4416,0,52,9,1,0,0,0.0,5.000000000000001,0,0.0,7,1
4496,3,53,20,0,3,0,0.6000000000000004,6.000000000000004,0,0.0,11,3
4497,0,53,21,0,2,1,0.0,0.0,0,-1.0,14,2
4532,2,54,9,0,1,0,0.5000000000000001,5.000000000000001,1,1.0,4,1
