episode,min_days,max_days,average_days,total_days,gini_days,min_berries,max_berries,average_berries,total_berries,gini_berries,min_days_survived,max_days_survived,average_days_survived,total_days_survived,gini_days_survived
1,71.0,7806.0,2146.0,8584.0,0.6852283317800559,1,44,14.5,58,0.5775862068965517,10,200,75.5,302,0.4917218543046358
2,114.0,7338.0,1979.25,7917.0,0.6893709738537325,2,42,13.25,53,0.5801886792452831,21,200,73.25,293,0.4735494880546075
3,125.0,5796.0,1616.25,6465.0,0.6683294663573086,2,43,13.75,55,0.5772727272727273,9,200,68.75,275,0.5427272727272727
4,69.0,2934.0,800.5,3202.0,0.674578388507183,1,34,9.75,39,0.6474358974358975,9,200,59.75,239,0.5993723849372385
5,65.0,7218.0,1926.25,7705.0,0.7050940947436729,1,42,12.75,51,0.6323529411764706,9,200,64.25,257,0.5749027237354085
6,83.0,7614.0,2051.25,8205.0,0.693327239488117,2,41,13.5,54,0.5555555555555556,9,200,68.75,275,0.5427272727272727
7,36.0,14550.0,3774.25,15097.0,0.7231734781744718,0,52,15.5,62,0.6370967741935484,9,200,67.25,269,0.5492565055762082
8,47.0,6516.0,1693.25,6773.0,0.7165583936217333,1,42,11.75,47,0.6542553191489362,9,200,62.75,251,0.5707171314741036
9,53.0,7200.0,2539.75,10159.0,0.5949158381730485,1,44,20.75,83,0.49096385542168675,9,200,106.0,424,0.44693396226415094
10,36.0,12060.0,3182.5,12730.0,0.7163000785545954,0,49,14.75,59,0.6483050847457628,9,200,68.75,275,0.5536363636363636
11,36.0,10398.0,2731.75,10927.0,0.7125240230621397,0,46,14.25,57,0.6096491228070176,9,200,67.25,269,0.5381040892193308
12,36.0,9186.0,2610.5,10442.0,0.6640011492051331,0,48,16.75,67,0.5485074626865671,9,200,82.25,329,0.4399696048632219
13,63.0,9420.0,2504.0,10016.0,0.7018769968051118,1,46,14.25,57,0.5921052631578947,15,200,70.25,281,0.5044483985765125
14,47.0,13422.0,3439.5,13758.0,0.7308111644134322,1,50,14.0,56,0.6607142857142857,9,200,61.25,245,0.5908163265306122
15,41.0,2034.0,620.25,2481.0,0.6206166868198307,1,23,8.5,34,0.5147058823529411,9,140,53.75,215,0.4848837209302326
16,156.0,9516.0,2564.25,10257.0,0.685068733547821,2,46,14.75,59,0.5635593220338984,21,200,73.0,292,0.476027397260274
17,36.0,8328.0,2451.75,9807.0,0.6635821352095442,0,45,15.0,60,0.6083333333333333,9,200,76.0,304,0.5148026315789473
18,183.0,11052.0,2948.0,11792.0,0.6951322930800543,3,49,16.0,64,0.546875,27,200,76.25,305,0.44508196721311477
19,42.0,6276.0,1696.0,6784.0,0.6936173349056604,0,41,12.75,51,0.6225490196078431,9,200,68.75,275,0.5427272727272727
20,65.0,10812.0,2811.25,11245.0,0.7184748777234327,1,49,14.25,57,0.6359649122807017,9,200,64.25,257,0.5749027237354085
21,93.0,11454.0,3137.25,12549.0,0.6879631843174755,1,50,16.5,66,0.5681818181818182,15,200,79.0,316,0.44778481012658233
22,69.0,9354.0,2427.5,9710.0,0.7205973223480947,1,48,13.5,54,0.6666666666666666,9,200,64.25,257,0.5749027237354085
23,36.0,11538.0,2930.75,11723.0,0.7358824532969377,0,49,13.0,52,0.7115384615384616,9,200,59.75,239,0.5993723849372385
24,102.0,9036.0,2483.75,9935.0,0.6773276295923503,2,46,16.5,66,0.5,21,200,83.5,334,0.40269461077844315
25,47.0,13248.0,3407.25,13629.0,0.7285384107418006,1,51,14.75,59,0.6483050847457628,9,200,62.75,251,0.5826693227091634
26,42.0,8124.0,2093.0,8372.0,0.7262900143334926,0,43,11.75,47,0.6968085106382979,9,200,61.25,245,0.6030612244897959
27,197.0,12966.0,3534.5,14138.0,0.6855990946385627,5,52,18.5,74,0.5,33,200,88.25,353,0.3845609065155807
28,186.0,9102.0,3144.5,12578.0,0.5816902528223883,4,47,23.75,95,0.41315789473684206,33,200,121.0,484,0.3357438016528925
29,63.0,4986.0,1325.5,5302.0,0.7004903809883063,1,32,9.75,39,0.6217948717948718,9,152,50.75,203,0.5431034482758621
30,126.0,6876.0,2178.75,8715.0,0.5825301204819278,2,43,16.25,65,0.47307692307692306,21,200,87.75,351,0.3867521367521367
31,110.0,5970.0,1622.0,6488.0,0.6808723797780518,2,43,13.25,53,0.589622641509434,15,200,70.25,281,0.5044483985765125
32,86.0,7164.0,1882.0,7528.0,0.7060972369819342,2,46,13.5,54,0.6111111111111112,15,200,65.75,263,0.5332699619771863
33,119.0,10596.0,2854.5,11418.0,0.6981082501313716,3,47,15.75,63,0.5515873015873016,21,200,76.25,305,0.4745901639344262
34,42.0,2211.0,607.0,2428.0,0.6721581548599671,0,19,5.5,22,0.6590909090909091,9,86,29.75,119,0.49789915966386555
35,93.0,9804.0,2623.75,10495.0,0.7029776083849452,1,46,14.25,57,0.618421052631579,15,200,70.25,281,0.5258007117437722
36,158.0,9342.0,2512.75,10051.0,0.6893592677345538,4,44,14.75,59,0.5211864406779662,27,200,76.25,305,0.44508196721311477
