      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -0.8065    0.0 -0.9983 -0.6147   True
     average  egalitarian  -0.4952    0.0 -0.6871 -0.3034   True
     average majoritarian   0.0842 0.8872 -0.1076  0.2761  False
     average      maximin     0.02    1.0 -0.1718  0.2118  False
     average     optimist  -0.2563 0.0013 -0.4481 -0.0644   True
     average  utilitarian   1.0882    0.0  0.8964  1.2801   True
     average         veto  -0.4978    0.0 -0.6896 -0.3059   True
    baseline  egalitarian   0.3113    0.0  0.1194  0.5031   True
    baseline majoritarian   0.8908    0.0  0.6989  1.0826   True
    baseline      maximin   0.8265    0.0  0.6347  1.0183   True
    baseline     optimist   0.5502    0.0  0.3584  0.7421   True
    baseline  utilitarian   1.8948    0.0  1.7029  2.0866   True
    baseline         veto   0.3087    0.0  0.1169  0.5006   True
 egalitarian majoritarian   0.5795    0.0  0.3877  0.7713   True
 egalitarian      maximin   0.5152    0.0  0.3234  0.7071   True
 egalitarian     optimist    0.239  0.004  0.0472  0.4308   True
 egalitarian  utilitarian   1.5835    0.0  1.3917  1.7753   True
 egalitarian         veto  -0.0025    1.0 -0.1943  0.1893  False
majoritarian      maximin  -0.0642 0.9723 -0.2561  0.1276  False
majoritarian     optimist  -0.3405    0.0 -0.5323 -0.1487   True
majoritarian  utilitarian    1.004    0.0  0.8122  1.1958   True
majoritarian         veto   -0.582    0.0 -0.7738 -0.3902   True
     maximin     optimist  -0.2763 0.0003 -0.4681 -0.0844   True
     maximin  utilitarian   1.0682    0.0  0.8764  1.2601   True
     maximin         veto  -0.5178    0.0 -0.7096 -0.3259   True
    optimist  utilitarian   1.3445    0.0  1.1527  1.5363   True
    optimist         veto  -0.2415 0.0034 -0.4333 -0.0497   True
 utilitarian         veto   -1.586    0.0 -1.7778 -1.3942   True
----------------------------------------------------------------
