      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -0.0468    0.0 -0.0642 -0.0293   True
     average  egalitarian   0.0207 0.0075  0.0033  0.0381   True
     average majoritarian   0.0329    0.0  0.0155  0.0503   True
     average      maximin   0.0168 0.0683 -0.0006  0.0342  False
     average     optimist  -0.0088 0.7941 -0.0262  0.0087  False
     average  utilitarian   0.0952    0.0  0.0778  0.1126   True
     average         veto  -0.0131 0.3058 -0.0305  0.0043  False
    baseline  egalitarian   0.0675    0.0  0.0501  0.0849   True
    baseline majoritarian   0.0796    0.0  0.0622   0.097   True
    baseline      maximin   0.0635    0.0  0.0461   0.081   True
    baseline     optimist    0.038    0.0  0.0206  0.0554   True
    baseline  utilitarian    0.142    0.0  0.1245  0.1594   True
    baseline         veto   0.0337    0.0  0.0163  0.0511   True
 egalitarian majoritarian   0.0121 0.4053 -0.0053  0.0296  False
 egalitarian      maximin  -0.0039 0.9974 -0.0213  0.0135  False
 egalitarian     optimist  -0.0295    0.0 -0.0469 -0.0121   True
 egalitarian  utilitarian   0.0745    0.0  0.0571  0.0919   True
 egalitarian         veto  -0.0338    0.0 -0.0512 -0.0164   True
majoritarian      maximin  -0.0161 0.0954 -0.0335  0.0013  False
majoritarian     optimist  -0.0416    0.0  -0.059 -0.0242   True
majoritarian  utilitarian   0.0623    0.0  0.0449  0.0798   True
majoritarian         veto   -0.046    0.0 -0.0634 -0.0285   True
     maximin     optimist  -0.0256 0.0002  -0.043 -0.0081   True
     maximin  utilitarian   0.0784    0.0   0.061  0.0958   True
     maximin         veto  -0.0299    0.0 -0.0473 -0.0125   True
    optimist  utilitarian    0.104    0.0  0.0866  0.1214   True
    optimist         veto  -0.0043 0.9953 -0.0217  0.0131  False
 utilitarian         veto  -0.1083    0.0 -0.1257 -0.0909   True
----------------------------------------------------------------
