agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,optimist,1,200,1,39,2,4.300000000000007,49.000000000000064,6336.0,0,1.0,30,40
1,optimist,1,16,0,1,0,0.0,0.0,81.0,0,-1.0,9,1
2,baseline,1,200,0,39,1,4.300000000000024,43.00000000000024,7674.0,0,1.0,23,39
3,baseline,1,33,1,4,1,0.0,5.999999999999994,312.0,4,-1.2,16,5
0,optimist,2,98,0,15,0,0.0,0.0,1101.0,0,-1.0,23,15
1,optimist,2,15,2,1,0,0.0,11.0,104.0,0,-0.1999999999999999,9,3
2,baseline,2,200,10,35,0,1.799999999999987,77.99999999999986,7074.0,0,2.0,24,45
3,baseline,2,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
0,optimist,3,50,0,7,2,0.0,0.0,411.0,0,-1.0,18,7
1,optimist,3,9,0,0,0,0.0,0.0,36.0,3,-1.1,5,0
2,baseline,3,200,11,36,0,2.3999999999999875,89.99999999999987,9342.0,0,1.0,24,47
3,baseline,3,44,2,6,2,0.0,11.999999999999998,636.0,0,0.0,17,8
0,optimist,4,33,0,4,0,0.0,0.0,216.0,0,-1.0,13,4
1,optimist,4,9,0,0,0,0.0,0.0,36.0,3,-1.1,4,0
2,baseline,4,39,0,5,0,0.0,0.0,237.0,1,-1.2,14,5
3,baseline,4,15,1,1,0,0.0,5.000000000000002,86.0,0,-1.0,11,2
0,optimist,5,200,1,39,0,4.200000000000017,48.00000000000016,6306.0,0,1.8,18,40
1,optimist,5,21,0,2,0,0.0,0.0,84.0,0,-1.0,7,2
2,baseline,5,200,0,36,0,2.399999999999987,23.99999999999987,4230.0,0,1.0,16,36
3,baseline,5,39,0,5,0,0.0,0.0,195.0,0,-1.0,14,5
0,optimist,6,44,0,6,0,0.0,0.0,468.0,0,-1.0,10,6
1,optimist,6,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
2,baseline,6,200,10,35,0,1.7999999999999856,77.99999999999986,7026.0,0,2.0,16,45
3,baseline,6,9,1,0,1,0.0,5.000000000000001,59.0,0,-1.0,5,1
0,optimist,7,200,0,42,0,6.000000000000011,60.00000000000011,7182.0,0,1.0,12,42
1,optimist,7,9,0,0,0,0.0,0.0,36.0,3,-1.1,7,0
2,baseline,7,9,0,0,1,0.0,0.0,42.0,0,-1.0,6,0
3,baseline,7,15,2,1,0,0.0,11.0,122.0,0,0.0,8,3
0,optimist,8,158,0,25,0,0.0,0.0,1779.0,0,-1.0,15,25
1,optimist,8,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
