      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   3.4062    0.0  2.2995   4.513   True
     average  egalitarian   2.6237    0.0   1.517  3.7305   True
     average majoritarian    0.757 0.4325 -0.3498  1.8638  False
     average      maximin   2.2875    0.0  1.1807  3.3943   True
     average     optimist   2.8775    0.0  1.7707  3.9843   True
     average  utilitarian  -2.3628    0.0 -3.4695  -1.256   True
     average         veto    2.224    0.0  1.1172  3.3308   True
    baseline  egalitarian  -0.7825 0.3871 -1.8893  0.3243  False
    baseline majoritarian  -2.6492    0.0  -3.756 -1.5425   True
    baseline      maximin  -1.1187 0.0454 -2.2255  -0.012   True
    baseline     optimist  -0.5287 0.8347 -1.6355   0.578  False
    baseline  utilitarian   -5.769    0.0 -6.8758 -4.6622   True
    baseline         veto  -1.1822 0.0265  -2.289 -0.0755   True
 egalitarian majoritarian  -1.8667    0.0 -2.9735   -0.76   True
 egalitarian      maximin  -0.3362 0.9842  -1.443  0.7705  False
 egalitarian     optimist   0.2538 0.9972  -0.853  1.3605  False
 egalitarian  utilitarian  -4.9865    0.0 -6.0933 -3.8797   True
 egalitarian         veto  -0.3997 0.9581 -1.5065   0.707  False
majoritarian      maximin   1.5305 0.0007  0.4237  2.6373   True
majoritarian     optimist   2.1205    0.0  1.0137  3.2273   True
majoritarian  utilitarian  -3.1197    0.0 -4.2265  -2.013   True
majoritarian         veto    1.467 0.0015  0.3602  2.5738   True
     maximin     optimist     0.59 0.7409 -0.5168  1.6968  False
     maximin  utilitarian  -4.6502    0.0  -5.757 -3.5435   True
     maximin         veto  -0.0635    1.0 -1.1703  1.0433  False
    optimist  utilitarian  -5.2402    0.0  -6.347 -4.1335   True
    optimist         veto  -0.6535 0.6271 -1.7603  0.4533  False
 utilitarian         veto   4.5868    0.0    3.48  5.6935   True
----------------------------------------------------------------
