agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,veto,1,200,0,47,0,9.100000000000032,91.00000000000033,11586.0,0,1.0,18,47
1,veto,1,40,0,5,2,0.0,0.0,357.0,4,-1.1,23,5
2,baseline,1,22,0,2,2,0.0,0.0,114.0,0,-1.0,13,2
3,baseline,1,52,2,7,1,0.0,11.000000000000004,464.0,0,-1.0,26,9
0,veto,2,200,0,42,0,6.000000000000015,60.00000000000015,7746.0,0,1.0,16,42
1,veto,2,45,0,6,0,0.0,0.0,306.0,2,-1.1,17,6
2,baseline,2,15,0,1,1,0.0,0.0,93.0,0,-1.0,8,1
3,baseline,2,15,0,1,0,0.0,0.0,75.0,0,-1.0,10,1
0,veto,3,15,1,1,0,0.0,5.000000000000001,86.0,0,-0.1999999999999999,7,2
1,veto,3,21,0,2,0,0.0,0.0,120.0,1,-1.1,12,2
2,baseline,3,200,10,36,0,2.3999999999999866,83.99999999999986,9618.0,1,2.0,14,46
3,baseline,3,21,2,2,0,0.0,11.0,137.0,0,0.0,15,4
0,veto,4,200,0,43,0,6.600000000000015,66.00000000000014,7368.0,0,1.0,15,43
1,veto,4,200,1,36,0,2.3999999999999906,29.999999999999904,4008.0,0,1.0,25,37
2,baseline,4,15,0,1,0,0.0,0.0,69.0,0,-1.0,7,1
3,baseline,4,9,1,0,0,0.0,5.000000000000001,41.0,0,0.0,3,1
0,veto,5,50,3,7,0,0.0,17.99999999999999,651.0,0,-1.0,22,10
1,veto,5,9,0,0,0,0.0,0.0,36.0,1,-1.1,6,0
2,baseline,5,200,10,36,0,2.399999999999986,83.99999999999986,10188.0,1,2.0,18,46
3,baseline,5,39,2,5,0,0.0,11.0,326.0,0,0.0,16,7
0,veto,6,9,0,0,0,0.0,0.0,36.0,0,-1.0,3,0
1,veto,6,200,0,38,0,3.5999999999999885,35.999999999999886,4740.0,1,1.8,11,38
2,baseline,6,9,0,0,1,0.0,0.0,42.0,4,-1.2,5,0
3,baseline,6,9,1,0,0,0.0,5.000000000000001,59.0,0,-1.0,5,1
0,veto,7,15,0,1,0,0.0,0.0,63.0,4,-1.1,8,1
1,veto,7,200,0,39,0,4.199999999999994,41.999999999999936,5508.0,0,1.0,18,39
2,baseline,7,21,1,2,0,0.0,5.000000000000001,149.0,0,-1.0,9,3
3,baseline,7,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
0,veto,8,80,0,12,0,0.0,0.0,1104.0,1,-1.1,21,12
1,veto,8,80,0,12,0,0.0,0.0,666.0,1,-1.1,21,12
2,baseline,8,200,6,35,0,1.7999999999999885,53.99999999999988,5268.0,0,1.0,27,41
3,baseline,8,21,0,2,0,0.0,0.0,102.0,0,-1.0,9,2
0,veto,9,200,1,40,0,4.800000000000007,54.000000000000064,4968.0,0,1.8,24,41
1,veto,9,200,1,33,1,0.5999999999999933,11.999999999999932,2694.0,0,1.0,31,34
2,baseline,9,57,0,8,0,0.0,0.0,390.0,2,-1.2,16,8
3,baseline,9,9,0,0,0,0.0,0.0,36.0,0,-1.0,3,0
