df_label,gini_days_mean,gini_days_median,gini_days_stdev,gini_berries_mean,gini_berries_median,gini_berries_stdev,min_days_mean,min_days_median,min_days_stdev,min_berries_mean,min_berries_median,min_berries_stdev,max_days_mean,max_days_median,max_days_stdev,max_berries_mean,max_berries_median,max_berries_stdev,total_days_mean,total_days_median,total_days_stdev,total_berries_mean,total_berries_median,total_berries_stdev,episode_length_mean,episode_length_median,episode_length_stdev
baseline,0.38394496623636626,0.38624111737319283,0.13165049856666644,0.4333911916755475,0.4375,0.1376213259460036,16.928,9.0,13.780228978892575,2.064,1.0,2.2434208113809,179.182,200.0,49.06983518134868,35.475,39.0,11.663679368724795,380.335,370.5,166.57974542718748,69.121,64.5,34.08237032494904,95.08375,51.0,83.91104517173501
utilitarian,0.5043327850977943,0.5292642140468228,0.09598371264267212,0.583790545602422,0.6083333333333333,0.1031365072031859,12.811,9.0,6.153954025677325,1.145,1.0,1.1239387164068326,185.823,200.0,40.88130320760276,41.687,45.0,11.264809227276196,270.001,268.0,72.44514682363683,53.624,55.0,16.01315225197853,67.50025,27.0,76.07550769239181
maximin,0.431515447984245,0.4372093023255814,0.11431800073164711,0.504999566737969,0.4969507660270712,0.12233793600289702,12.835,9.0,6.746353703170942,1.163,1.0,1.1435640509996539,184.984,200.0,45.118149246078254,40.446,44.0,10.998729747387017,353.537,359.0,129.46758082811883,67.952,70.0,25.289390052930283,88.38425,39.0,84.2777063337851
egalitarian,0.4466592735380077,0.44693396226415094,0.10988772740946644,0.516037770699404,0.5063382541720154,0.12530252656231253,14.245,9.0,8.187063148834447,1.176,1.0,1.4481440263734546,192.832,200.0,31.638153371344995,40.795,42.0,8.297941361014239,356.787,340.0,117.08648459952957,67.236,64.0,22.13671923159207,89.19675,39.0,83.87820293538374
average,0.40424813107429985,0.41052884615384616,0.11009533429705216,0.48889449558746606,0.48750000000000004,0.10674343336930499,14.687,9.0,8.180461536548593,1.341,1.0,1.4172959210156952,168.427,200.0,58.05720722107041,35.47,41.0,13.618978543803372,318.875,317.0,125.1486458518771,58.722,59.0,25.432332168315188,79.71875,39.0,76.29344546481515
majoritarian,0.4540772660539588,0.45731707317073167,0.10562319889532444,0.5279018897471426,0.5394736842105263,0.11703490625705398,13.96,9.0,7.1030171654623535,1.277,1.0,1.2711753957998428,187.048,200.0,40.09585232132338,40.223,43.0,10.857585282103852,326.808,305.0,113.35512569143276,62.087,62.0,22.307600948108696,81.702,33.0,80.74475292414483
veto,0.4203006834655507,0.43157205347087335,0.12541384583588822,0.48998772220747866,0.5,0.14377953021796966,14.785,9.0,8.55593238513366,1.295,1.0,1.498739877771063,183.967,200.0,44.82478301310751,38.495,42.0,11.386115167985023,353.691,325.0,139.78014883741184,65.627,61.0,26.818409686222974,88.42275,39.0,82.709502161931
optimist,0.4276908733293515,0.4380240424315569,0.1149302614401711,0.49368673173386407,0.5,0.13303283197625093,14.325,9.0,7.147059217290385,1.236,1.0,1.2891725896736892,191.075,200.0,32.745406344045215,39.888,42.0,8.974073210643537,368.023,343.0,131.26652037122935,69.207,67.0,25.662632790142982,92.00575,44.0,83.68901468969769
