agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,egalitarian,1,10,1,0,0,0.0,5.000000000000001,71.0,0,-1.0,5,1
1,egalitarian,1,58,1,8,0,0.0,5.000000000000007,515.0,0,-1.0,20,9
2,baseline,1,200,9,35,0,1.8999999999999884,72.99999999999987,7806.0,0,1.0,25,44
3,baseline,1,34,0,4,0,0.0,0.0,192.0,4,-1.2,19,4
0,egalitarian,2,45,0,6,0,0.0,0.0,312.0,2,-1.1,17,6
1,egalitarian,2,21,0,2,1,0.0,0.0,114.0,1,-1.1,10,2
2,baseline,2,200,7,35,0,1.799999999999986,59.99999999999986,7338.0,0,1.0,27,42
3,baseline,2,27,0,3,0,0.0,0.0,153.0,2,-1.2,12,3
0,egalitarian,3,45,1,6,1,0.0,5.000000000000007,407.0,0,-1.0,20,7
1,egalitarian,3,9,2,0,0,0.0,11.0,125.0,3,-1.1,4,2
2,baseline,3,200,8,35,0,1.7999999999999865,65.99999999999986,5796.0,0,1.0,23,43
3,baseline,3,21,1,2,0,0.0,5.000000000000002,137.0,0,-1.0,16,3
0,egalitarian,4,15,0,1,0,0.0,0.0,69.0,0,-1.0,12,1
1,egalitarian,4,200,1,33,0,0.5999999999999998,11.999999999999996,2934.0,0,1.0,15,34
2,baseline,4,15,2,1,0,0.0,11.0,122.0,0,-1.0,9,3
3,baseline,4,9,1,0,0,0.0,5.000000000000001,77.0,0,-1.0,6,1
0,egalitarian,5,200,0,42,1,6.000000000000019,60.000000000000185,7218.0,0,1.0,25,42
1,egalitarian,5,33,3,4,0,0.0,17.000000000000004,347.0,0,-1.0,12,7
2,baseline,5,15,0,1,0,0.0,0.0,75.0,0,-1.0,9,1
3,baseline,5,9,1,0,0,0.0,5.000000000000001,65.0,0,-1.0,5,1
0,egalitarian,6,45,1,6,1,0.0,5.000000000000001,335.0,0,-1.0,16,7
1,egalitarian,6,21,2,2,0,0.0,11.000000000000002,173.0,3,-1.1,12,4
2,baseline,6,200,6,35,0,1.7999999999999865,53.99999999999986,7614.0,0,1.0,23,41
3,baseline,6,9,2,0,0,0.0,11.0,83.0,0,0.0,3,2
0,egalitarian,7,39,1,5,2,0.0,5.000000000000005,320.0,4,-1.1,21,6
1,egalitarian,7,21,2,2,0,0.0,11.000000000000002,191.0,0,-1.0,10,4
2,baseline,7,200,15,37,0,2.9999999999999862,119.99999999999986,14550.0,0,1.0,23,52
3,baseline,7,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
0,egalitarian,8,9,1,0,0,0.0,5.000000000000001,47.0,0,-1.0,5,1
1,egalitarian,8,21,0,2,0,0.0,0.0,102.0,3,-1.1,10,2
2,baseline,8,200,7,35,0,1.799999999999987,59.99999999999987,6516.0,0,1.0,16,42
3,baseline,8,21,0,2,0,0.0,0.0,108.0,2,-1.2,11,2
0,egalitarian,9,15,1,1,1,0.0,5.000000000000001,86.0,0,-0.1999999999999999,10,2
1,egalitarian,9,200,2,34,3,1.2000000000000015,24.00000000000001,2820.0,0,1.0,27,36
2,baseline,9,200,0,44,0,7.200000000000012,72.00000000000011,7200.0,0,1.0,26,44
3,baseline,9,9,1,0,0,0.0,5.000000000000001,53.0,0,-1.0,6,1
0,egalitarian,10,51,1,7,1,0.0,5.000000000000001,518.0,4,-1.1,18,8
1,egalitarian,10,15,1,1,1,0.0,5.000000000000002,116.0,0,-1.0,9,2
2,baseline,10,200,13,36,0,2.3999999999999875,101.99999999999986,12060.0,0,2.0,18,49
3,baseline,10,9,0,0,0,0.0,0.0,36.0,2,-1.2,4,0
0,egalitarian,11,33,1,4,1,0.0,5.000000000000003,275.0,2,-1.1,19,5
1,egalitarian,11,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
2,baseline,11,200,10,36,0,2.3999999999999866,83.99999999999986,10398.0,1,2.0,22,46
3,baseline,11,27,3,3,0,0.0,17.0,218.0,0,0.0,15,6
0,egalitarian,12,57,0,8,1,0.0,0.0,468.0,2,-1.1,18,8
1,egalitarian,12,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
2,baseline,12,200,12,36,1,2.3999999999999866,95.99999999999984,9186.0,0,1.0,26,48
3,baseline,12,63,2,9,2,0.0,11.0,752.0,0,0.0,21,11
0,egalitarian,13,39,0,5,3,0.0,0.0,291.0,2,-1.1,20,5
1,egalitarian,13,27,2,3,1,0.0,11.0,242.0,0,-0.1999999999999999,15,5
2,baseline,13,200,10,36,1,2.399999999999986,83.99999999999986,9420.0,1,2.0,25,46
3,baseline,13,15,0,1,0,0.0,0.0,63.0,3,-1.2,10,1
0,egalitarian,14,21,1,2,1,0.0,5.000000000000001,191.0,4,-1.1,10,3
1,egalitarian,14,15,1,1,1,0.0,5.000000000000001,98.0,0,-1.0,10,2
2,baseline,14,200,14,36,0,2.3999999999999853,107.99999999999986,13422.0,0,1.0,18,50
3,baseline,14,9,1,0,0,0.0,5.000000000000001,47.0,0,-1.0,6,1
0,egalitarian,15,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,5,1
1,egalitarian,15,140,1,22,0,0.0,5.999999999999985,2034.0,0,-1.0,16,23
2,baseline,15,21,1,2,0,0.0,5.000000000000001,113.0,0,0.0,9,3
3,baseline,15,45,1,6,0,0.0,5.000000000000004,293.0,0,-1.0,16,7
0,egalitarian,16,45,0,6,2,0.0,0.0,306.0,2,-1.1,24,6
1,egalitarian,16,21,0,2,2,0.0,0.0,156.0,0,-1.0,10,2
2,baseline,16,200,11,35,1,1.7999999999999865,83.99999999999986,9516.0,0,2.0,28,46
3,baseline,16,26,2,3,0,0.0,11.999999999999996,279.0,0,0.0,10,5
0,egalitarian,17,21,0,2,1,0.0,0.0,144.0,0,-1.0,13,2
1,egalitarian,17,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
2,baseline,17,200,10,35,0,1.799999999999986,77.99999999999986,8328.0,0,1.0,20,45
3,baseline,17,74,2,11,2,0.0,11.99999999999997,1299.0,0,-1.0,17,13
0,egalitarian,18,51,0,7,3,0.0,0.0,369.0,2,-1.1,21,7
1,egalitarian,18,27,0,3,2,0.0,0.0,183.0,1,-1.1,9,3
2,baseline,18,200,13,36,1,2.3999999999999866,101.99999999999986,11052.0,0,1.0,23,49
3,baseline,18,27,2,3,0,0.0,11.000000000000004,188.0,0,0.0,15,5
0,egalitarian,19,45,1,6,2,0.0,5.000000000000003,293.0,0,-1.0,18,7
1,egalitarian,19,21,1,2,2,0.0,5.000000000000001,173.0,0,-1.0,10,3
2,baseline,19,200,6,35,0,1.7999999999999865,53.99999999999986,6276.0,0,1.0,21,41
3,baseline,19,9,0,0,1,0.0,0.0,42.0,1,-1.2,6,0
0,egalitarian,20,33,0,4,1,0.0,0.0,222.0,2,-1.1,17,4
1,egalitarian,20,15,2,1,1,0.0,11.0,146.0,3,-1.1,10,3
2,baseline,20,200,13,36,0,2.3999999999999857,101.99999999999984,10812.0,0,2.0,17,49
3,baseline,20,9,1,0,0,0.0,5.000000000000001,65.0,0,-1.0,6,1
0,egalitarian,21,45,0,6,1,0.0,0.0,276.0,0,-1.0,15,6
1,egalitarian,21,15,0,1,1,0.0,0.0,93.0,1,-1.1,7,1
2,baseline,21,200,14,36,0,2.399999999999986,107.99999999999986,11454.0,0,1.0,21,50
3,baseline,21,56,1,8,2,0.0,5.999999999999998,726.0,0,-1.0,22,9
0,egalitarian,22,9,1,0,0,0.0,5.000000000000001,77.0,0,-1.0,6,1
1,egalitarian,22,33,0,4,0,0.0,0.0,210.0,3,-1.1,17,4
2,baseline,22,200,12,36,0,2.3999999999999875,95.99999999999989,9354.0,0,2.0,22,48
3,baseline,22,15,0,1,0,0.0,0.0,69.0,0,-1.0,8,1
0,egalitarian,23,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
1,egalitarian,23,15,0,1,1,0.0,0.0,75.0,0,-1.0,7,1
2,baseline,23,200,13,36,0,2.3999999999999857,101.99999999999984,11538.0,0,1.0,11,49
3,baseline,23,15,1,1,0,0.0,5.000000000000002,74.0,0,-1.0,7,2
0,egalitarian,24,21,0,2,0,0.0,0.0,102.0,0,-1.0,7,2
1,egalitarian,24,56,1,8,0,0.0,5.999999999999997,456.0,0,-1.0,15,9
2,baseline,24,200,10,36,0,2.3999999999999875,83.99999999999987,9036.0,1,2.0,22,46
3,baseline,24,57,1,8,0,0.0,5.000000000000006,341.0,0,-1.0,17,9
0,egalitarian,25,27,2,3,2,0.0,11.0,224.0,0,-0.1999999999999999,14,5
1,egalitarian,25,15,1,1,0,0.0,5.000000000000002,110.0,0,-1.0,11,2
2,baseline,25,200,15,36,1,2.399999999999986,113.99999999999986,13248.0,0,2.0,19,51
3,baseline,25,9,1,0,0,0.0,5.000000000000001,47.0,0,-1.0,6,1
0,egalitarian,26,27,0,3,1,0.0,0.0,141.0,2,-1.1,15,3
1,egalitarian,26,9,0,0,1,0.0,0.0,42.0,0,-1.0,6,0
2,baseline,26,200,8,35,0,1.7999999999999878,65.99999999999987,8124.0,0,1.0,14,43
3,baseline,26,9,1,0,0,0.0,5.000000000000001,65.0,0,-1.0,5,1
0,egalitarian,27,33,1,4,1,0.0,5.000000000000004,197.0,4,-1.1,15,5
1,egalitarian,27,81,0,12,1,0.0,0.0,720.0,3,-1.1,22,12
2,baseline,27,200,16,36,0,2.399999999999997,119.99999999999996,12966.0,0,2.0,24,52
3,baseline,27,39,0,5,2,0.0,0.0,255.0,2,-1.2,15,5
0,egalitarian,28,33,0,4,2,0.0,0.0,186.0,2,-1.1,13,4
1,egalitarian,28,200,3,33,2,0.6000000000000019,24.00000000000001,2904.0,0,1.8,35,36
2,baseline,28,200,9,38,2,3.6000000000000254,90.00000000000024,9102.0,0,1.0,29,47
3,baseline,28,51,1,7,0,0.0,5.000000000000005,386.0,0,-1.0,24,8
0,egalitarian,29,15,0,1,0,0.0,0.0,63.0,0,-1.0,9,1
1,egalitarian,29,152,8,24,0,0.0,47.99999999999995,4986.0,2,-1.1,22,32
2,baseline,29,27,2,3,0,0.0,11.0,170.0,0,0.0,13,5
3,baseline,29,9,1,0,0,0.0,5.000000000000001,83.0,0,-1.0,5,1
0,egalitarian,30,68,0,10,5,0.0,0.0,828.0,0,-1.0,24,10
1,egalitarian,30,62,1,9,4,0.0,5.99999999999998,885.0,0,-1.0,29,10
2,baseline,30,200,8,35,3,1.7999999999999874,65.99999999999987,6876.0,0,2.0,30,43
3,baseline,30,21,0,2,2,0.0,0.0,126.0,0,-1.0,9,2
0,egalitarian,31,27,0,3,0,0.0,0.0,159.0,0,-1.0,16,3
1,egalitarian,31,39,0,5,2,0.0,0.0,249.0,3,-1.1,17,5
2,baseline,31,200,8,35,1,1.7999999999999892,65.99999999999989,5970.0,0,1.0,24,43
3,baseline,31,15,1,1,0,0.0,5.000000000000002,110.0,0,-1.0,9,2
0,egalitarian,32,27,0,3,1,0.0,0.0,153.0,2,-1.1,14,3
1,egalitarian,32,21,1,2,1,0.0,5.000000000000003,125.0,0,-1.0,12,3
