,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
32,0,1,10,1,0,0,0.0,5.000000000000001,65.0,2,-1.1,3,1
256,1,1,118,0,18,1,0.0,0.0,786.0,2,-1.1,18,18
339,2,1,200,0,38,0,3.69999999999999,36.9999999999999,4356.0,1,1.8,22,38
53,3,1,16,0,1,0,0.0,0.0,87.0,2,-1.1,7,1
768,0,2,200,0,42,0,6.00000000000001,60.00000000000009,6246.0,0,1.0,17,42
373,1,2,9,0,0,0,0.0,0.0,36.0,0,-1.0,3,0
769,2,2,200,2,36,0,2.3999999999999897,35.99999999999989,3594.0,0,1.8,19,38
411,3,2,21,0,2,0,0.0,0.0,120.0,3,-1.1,11,2
1246,0,3,200,1,37,7,2.9999999999999893,35.99999999999989,4242.0,0,1.8,32,38
1247,1,3,200,0,39,2,4.199999999999991,41.99999999999991,5796.0,0,1.0,28,39
804,2,3,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,5,1
985,3,3,69,0,10,3,0.0,0.0,534.0,3,-1.1,18,10
1694,0,4,200,1,44,0,7.200000000000024,78.00000000000023,7884.0,0,1.8,21,45
1305,1,4,15,1,1,0,0.0,5.000000000000002,80.0,0,-0.1999999999999999,7,2
1695,2,4,200,1,40,0,4.800000000000012,54.000000000000114,6564.0,0,1.0,20,41
1361,3,4,33,0,4,1,0.0,0.0,234.0,3,-1.1,15,4
2142,0,5,200,0,45,0,7.800000000000024,78.00000000000023,8382.0,0,1.0,16,45
1777,1,5,21,0,2,0,0.0,0.0,120.0,2,-1.1,10,2
2143,2,5,200,1,43,0,6.600000000000024,72.00000000000023,8556.0,0,1.0,18,44
1797,3,5,27,1,3,1,0.0,5.000000000000001,194.0,0,-1.0,11,4
2412,0,6,200,1,41,0,5.400000000000017,60.00000000000016,7908.0,0,1.0,14,42
2177,1,6,9,0,0,0,0.0,0.0,36.0,1,-1.1,5,0
2178,2,6,9,1,0,1,0.0,5.000000000000001,47.0,0,-0.1999999999999999,6,1
2263,3,6,51,0,7,1,0.0,0.0,333.0,3,-1.1,9,7
2469,0,7,15,1,1,2,0.0,5.000000000000002,92.0,0,-1.0,8,2
2547,1,7,50,1,7,3,0.0,5.999999999999986,609.0,2,-1.1,17,8
2698,2,7,200,0,40,0,4.8,47.99999999999999,5496.0,0,1.0,18,40
2490,3,7,21,0,2,1,0.0,0.0,120.0,1,-1.1,12,2
3311,0,8,200,0,36,6,2.39999999999999,23.9999999999999,3084.0,1,1.8,33,36
3312,1,8,200,1,34,5,1.1999999999999909,17.999999999999908,3828.0,0,1.0,28,35
3313,2,8,200,0,39,2,4.199999999999992,41.99999999999992,4962.0,0,1.0,23,39
2758,3,8,15,0,1,0,0.0,0.0,63.0,3,-1.1,8,1
3346,0,9,9,1,0,0,0.0,5.000000000000001,47.0,2,-1.1,6,1
3408,1,9,33,1,4,0,0.0,5.000000000000002,239.0,0,-1.0,16,5
3384,2,9,21,0,2,0,0.0,0.0,102.0,1,-1.1,13,2
3516,3,9,140,2,22,0,0.0,11.999999999999975,1596.0,0,-0.1999999999999999,14,24
4129,0,10,200,0,36,8,2.3999999999999875,23.999999999999872,4248.0,0,1.0,31,36
4130,1,10,200,1,37,2,2.9999999999999885,35.999999999999886,4650.0,0,1.8,26,38
4131,2,10,200,0,37,0,2.9999999999999862,29.99999999999986,5970.0,0,1.0,25,37
3576,3,10,15,0,1,1,0.0,0.0,75.0,0,-1.0,7,1
4595,0,11,200,0,39,5,4.200000000000009,42.000000000000085,5484.0,0,1.0,23,39
4283,1,11,44,0,6,4,0.0,0.0,426.0,2,-1.1,18,6
4596,2,11,200,0,40,0,4.800000000000003,48.00000000000003,6444.0,0,1.0,17,40
4215,3,11,21,0,2,2,0.0,0.0,114.0,2,-1.1,13,2
5037,0,12,200,1,45,0,7.800000000000018,84.00000000000017,8478.0,0,1.8,17,46
4654,1,12,15,1,1,0,0.0,5.000000000000002,92.0,0,-0.1999999999999999,8,2
5038,2,12,200,4,37,0,3.0000000000000084,54.00000000000008,7446.0,1,1.8,19,41
