      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   -0.741 0.0002 -1.2398 -0.2422   True
     average  egalitarian   -0.842    0.0 -1.3408 -0.3432   True
     average majoritarian    -0.53  0.028 -1.0288 -0.0312   True
     average      maximin   -0.718 0.0003 -1.2168 -0.2192   True
     average     optimist   -1.335    0.0 -1.8338 -0.8362   True
     average  utilitarian    0.429 0.1531 -0.0698  0.9278  False
     average         veto    0.692 0.0007  0.1932  1.1908   True
    baseline  egalitarian   -0.101 0.9987 -0.5998  0.3978  False
    baseline majoritarian    0.211 0.9056 -0.2878  0.7098  False
    baseline      maximin    0.023    1.0 -0.4758  0.5218  False
    baseline     optimist   -0.594 0.0074 -1.0928 -0.0952   True
    baseline  utilitarian     1.17    0.0  0.6712  1.6688   True
    baseline         veto    1.433    0.0  0.9342  1.9318   True
 egalitarian majoritarian    0.312 0.5534 -0.1868  0.8108  False
 egalitarian      maximin    0.124 0.9953 -0.3748  0.6228  False
 egalitarian     optimist   -0.493 0.0554 -0.9918  0.0058  False
 egalitarian  utilitarian    1.271    0.0  0.7722  1.7698   True
 egalitarian         veto    1.534    0.0  1.0352  2.0328   True
majoritarian      maximin   -0.188 0.9473 -0.6868  0.3108  False
majoritarian     optimist   -0.805    0.0 -1.3038 -0.3062   True
majoritarian  utilitarian    0.959    0.0  0.4602  1.4578   True
majoritarian         veto    1.222    0.0  0.7232  1.7208   True
     maximin     optimist   -0.617 0.0044 -1.1158 -0.1182   True
     maximin  utilitarian    1.147    0.0  0.6482  1.6458   True
     maximin         veto     1.41    0.0  0.9112  1.9088   True
    optimist  utilitarian    1.764    0.0  1.2652  2.2628   True
    optimist         veto    2.027    0.0  1.5282  2.5258   True
 utilitarian         veto    0.263 0.7514 -0.2358  0.7618  False
----------------------------------------------------------------
