episode,min_total_days,max_total_days,average_total_days
88,83.0,7800.0,3994.25
89,59.0,5034.0,2923.25
90,311.0,11334.0,4730.0
91,135.0,6048.0,1823.5
92,69.0,4746.0,2628.75
93,36.0,5784.0,2867.25
94,68.0,8220.0,2176.25
95,92.0,3702.0,1213.0
96,77.0,8778.0,3259.25
97,108.0,7368.0,2708.25
98,113.0,2124.0,727.25
99,41.0,6522.0,2927.75
100,542.0,6372.0,3236.0
101,86.0,3360.0,936.25
102,68.0,8412.0,3160.25
103,110.0,4662.0,2900.0
104,36.0,9582.0,3414.5
105,53.0,5358.0,2986.25
106,141.0,4176.0,1911.75
107,242.0,7866.0,3728.75
108,119.0,4632.0,1603.75
109,42.0,6198.0,1602.5
110,71.0,5394.0,2975.75
111,47.0,8262.0,3031.0
112,71.0,6204.0,2591.75
113,36.0,1764.0,501.75
114,203.0,5298.0,1793.0
115,65.0,3078.0,894.5
116,47.0,10188.0,3855.5
117,206.0,7104.0,3754.25
118,47.0,4788.0,3160.25
119,110.0,1650.0,734.0
120,975.0,7020.0,3878.25
121,245.0,6462.0,3604.25
122,65.0,5826.0,2807.75
123,71.0,9720.0,3682.25
124,110.0,4422.0,1466.75
125,71.0,4962.0,3128.75
126,41.0,3924.0,1596.5
127,41.0,1140.0,417.5
128,137.0,6570.0,1847.0
129,71.0,4830.0,2735.75
130,47.0,3720.0,1384.75
131,47.0,5382.0,2419.25
132,65.0,5280.0,2903.75
133,75.0,4872.0,1352.0
134,134.0,3354.0,1049.75
135,53.0,4716.0,2755.25
136,185.0,3078.0,1126.25
137,47.0,4224.0,2437.25
138,164.0,4998.0,2414.0
139,245.0,4110.0,2804.75
140,36.0,7398.0,2853.75
141,102.0,5520.0,3123.0
142,209.0,6588.0,3097.25
143,98.0,9510.0,4001.0
144,110.0,5934.0,3318.5
145,195.0,4416.0,1293.75
146,75.0,9630.0,3596.0
147,87.0,2598.0,1428.75
148,170.0,2031.0,813.5
149,75.0,1329.0,439.5
150,47.0,279.0,144.5
151,131.0,2442.0,789.5
152,36.0,6030.0,1607.25
153,36.0,9378.0,3319.5
154,137.0,5070.0,1508.0
155,80.0,6384.0,2351.75
156,36.0,8082.0,2058.75
157,95.0,1140.0,412.25
158,71.0,6708.0,2989.25
159,188.0,4404.0,1657.25
160,108.0,7176.0,3199.5
161,327.0,4206.0,2439.75
162,47.0,8544.0,3761.75
163,59.0,10344.0,4079.0
164,116.0,5430.0,3015.5
165,65.0,8118.0,3111.5
166,93.0,3264.0,1478.75
167,122.0,4986.0,3231.5
168,80.0,2706.0,893.0
169,147.0,5460.0,2321.0
170,59.0,8532.0,2247.5
171,53.0,4242.0,1181.75
172,41.0,6474.0,2486.0
173,41.0,3006.0,804.25
174,309.0,3642.0,1551.75
175,107.0,7902.0,3518.0
176,41.0,9924.0,2557.25
177,65.0,4140.0,1100.0
178,47.0,462.0,205.75
179,122.0,8382.0,3320.75
180,36.0,4206.0,1587.0
181,65.0,4206.0,1256.0
182,278.0,2814.0,938.0
183,345.0,6336.0,2609.25
184,62.0,10458.0,2696.0
185,99.0,4968.0,1721.25
186,41.0,6840.0,3294.5
187,263.0,6924.0,2906.75
188,59.0,4770.0,1778.0
189,137.0,6516.0,2987.0
190,41.0,1956.0,658.75
191,36.0,6510.0,2731.5
192,47.0,5136.0,2074.25
193,75.0,8058.0,2997.75
194,120.0,5166.0,2061.0
195,237.0,5820.0,1673.0
196,36.0,8520.0,2186.0
197,59.0,8088.0,3622.25
198,65.0,6102.0,3121.25
199,86.0,3768.0,1327.0
200,36.0,7506.0,3268.5
201,63.0,8118.0,2118.0
202,140.0,5268.0,1554.5
203,230.0,5694.0,3405.5
204,42.0,6984.0,3835.5
205,47.0,3096.0,1533.25
206,47.0,5772.0,1618.75
207,84.0,3576.0,988.25
208,75.0,9246.0,2495.75
209,41.0,10050.0,3901.25
210,179.0,6588.0,2853.5
211,174.0,7542.0,3016.25
212,53.0,3168.0,1563.5
213,81.0,5064.0,1764.5
214,65.0,4542.0,1373.75
215,98.0,4062.0,2552.0
216,75.0,7566.0,1970.25
217,63.0,3588.0,1091.75
218,81.0,1935.0,585.75
219,36.0,3204.0,1159.25
220,122.0,4296.0,2484.5
221,177.0,5568.0,2873.25
222,57.0,6714.0,1854.5
223,41.0,10002.0,2587.25
224,479.0,9504.0,3216.5
225,65.0,5196.0,2312.0
226,71.0,8082.0,3174.5
227,57.0,7632.0,2048.0
228,47.0,255.0,116.0
229,75.0,6348.0,1736.25
230,65.0,8094.0,2989.25
231,36.0,3546.0,2200.5
232,57.0,4836.0,1468.5
233,98.0,8160.0,3944.75
234,96.0,8052.0,2921.0
235,63.0,5676.0,3062.25
236,59.0,3576.0,1319.75
237,69.0,9552.0,4084.25
238,98.0,3930.0,2349.5
239,65.0,5250.0,3296.75
240,47.0,3450.0,1042.25
241,69.0,7722.0,2504.0
242,36.0,6564.0,1975.5
243,203.0,5334.0,3410.75
244,212.0,4218.0,1727.75
245,65.0,2886.0,917.0
246,63.0,7734.0,3290.0
247,174.0,5436.0,1569.5
248,47.0,3120.0,862.25
249,344.0,4854.0,2917.25
250,71.0,4830.0,2580.5
251,47.0,6000.0,2032.0
252,86.0,5922.0,2812.25
253,120.0,5394.0,2806.5
254,41.0,5190.0,1406.5
255,137.0,2910.0,1467.25
256,101.0,4302.0,1836.5
257,47.0,3516.0,1257.5
258,65.0,3186.0,986.0
259,114.0,6252.0,2286.0
260,77.0,7134.0,2521.25
261,108.0,633.0,299.75
262,77.0,2094.0,677.75
263,110.0,7008.0,3657.5
264,263.0,4332.0,2680.25
265,110.0,972.0,384.5
266,90.0,2502.0,755.0
267,63.0,6288.0,3716.25
268,108.0,7860.0,3225.0
269,36.0,5106.0,1869.0
270,87.0,3708.0,1431.0
271,47.0,9276.0,3329.75
272,87.0,5262.0,3368.25
273,92.0,6078.0,2274.5
274,41.0,5166.0,1399.0
275,53.0,3408.0,1551.5
276,53.0,3120.0,903.5
277,53.0,4110.0,1129.25
278,59.0,7782.0,3333.5
279,92.0,5718.0,3345.5
280,174.0,7116.0,1971.0
281,47.0,6270.0,1924.75
282,95.0,6534.0,2932.25
283,408.0,4932.0,2189.0
284,425.0,6366.0,3293.75
285,53.0,2586.0,734.0
286,105.0,11790.0,4361.25
287,36.0,7134.0,2984.25
288,135.0,3126.0,1520.0
289,242.0,7476.0,3391.25
290,68.0,9570.0,3837.25
291,59.0,5514.0,3406.25
292,36.0,2922.0,949.5
293,47.0,2832.0,913.25
294,87.0,5070.0,1402.5
295,108.0,3642.0,1391.0
296,75.0,7050.0,1845.75
297,36.0,4554.0,1239.5
298,36.0,5874.0,1534.5
299,86.0,5376.0,2380.25
300,98.0,3276.0,1490.0
301,179.0,8028.0,3843.5
302,53.0,6402.0,3197.75
303,75.0,4698.0,2051.25
304,57.0,7938.0,2654.25
305,86.0,10848.0,4115.0
306,116.0,3762.0,2336.0
307,69.0,10476.0,3999.75
308,125.0,7662.0,2101.75
309,63.0,7032.0,2375.0
310,41.0,2334.0,712.75
311,75.0,1260.0,615.75
312,179.0,1797.0,649.75
313,71.0,6306.0,3731.75
314,65.0,6594.0,2987.0
315,59.0,9018.0,3690.5
316,36.0,7170.0,3676.5
317,99.0,4638.0,3039.75
318,36.0,4842.0,2959.5
319,74.0,4530.0,2796.5
320,69.0,3576.0,993.5
321,92.0,5352.0,3312.5
322,75.0,3336.0,1717.25
323,153.0,5706.0,1785.0
324,98.0,6918.0,1900.75
325,59.0,2298.0,703.25
326,74.0,4746.0,1282.25
327,138.0,11100.0,2907.5
328,41.0,7458.0,2052.25
329,36.0,4626.0,1314.5
330,519.0,7506.0,3311.25
331,53.0,2844.0,799.25
332,36.0,3774.0,1549.5
333,144.0,3246.0,957.75
334,92.0,6822.0,3387.5
335,47.0,2358.0,739.25
336,119.0,7944.0,3162.5
337,336.0,6726.0,3387.0
338,53.0,7500.0,2897.0
339,59.0,4590.0,1954.25
340,36.0,918.0,362.75
341,63.0,7764.0,2846.0
342,140.0,4314.0,2558.0
343,110.0,3414.0,1373.75
344,116.0,3282.0,1048.25
345,203.0,4608.0,2866.25
346,36.0,6756.0,3309.0
347,98.0,5844.0,2822.75
348,128.0,6540.0,2747.0
349,369.0,2292.0,943.5
350,47.0,6600.0,3472.25
351,237.0,2916.0,1019.75
352,53.0,5238.0,3139.25
353,59.0,10344.0,3797.75
354,104.0,2766.0,843.25
355,36.0,6048.0,1669.5
356,77.0,5280.0,2174.75
357,68.0,8052.0,3070.75
358,36.0,10116.0,3896.0
359,41.0,5016.0,2116.75
360,86.0,7608.0,3102.5
361,260.0,4770.0,2772.5
362,92.0,3882.0,2471.0
363,311.0,4158.0,1955.0
364,95.0,2352.0,685.75
365,203.0,7914.0,3938.0
366,59.0,11178.0,4703.75
367,41.0,6222.0,1879.0
368,378.0,6786.0,3781.5
369,116.0,6624.0,3515.0
370,110.0,4128.0,1460.0
371,81.0,2604.0,786.0
372,104.0,5550.0,2960.75
373,209.0,5508.0,1861.0
374,86.0,5520.0,3353.0
375,36.0,7170.0,3276.75
376,47.0,5058.0,1640.5
377,36.0,5250.0,2970.0
378,171.0,4446.0,2735.25
379,36.0,6396.0,1659.75
380,75.0,4854.0,1298.75
381,41.0,7710.0,2823.5
382,36.0,5412.0,1395.75
383,41.0,7992.0,3529.25
384,837.0,6420.0,3677.25
385,113.0,3696.0,1288.25
386,59.0,3906.0,2699.75
387,285.0,6480.0,3127.5
388,1218.0,3786.0,2424.0
389,57.0,3072.0,866.75
390,81.0,6696.0,2328.0
391,110.0,7578.0,3449.75
392,36.0,6138.0,3483.0
393,458.0,4278.0,1928.75
394,41.0,648.0,301.75
395,357.0,3210.0,1655.25
396,47.0,2808.0,948.5
397,86.0,7578.0,3245.75
398,71.0,8190.0,2743.25
399,98.0,5412.0,1489.25
400,36.0,477.0,181.5
401,65.0,6396.0,2526.5
402,173.0,4302.0,3068.75
403,47.0,8802.0,3416.75
404,159.0,7386.0,3091.25
405,77.0,7572.0,2561.75
406,36.0,5628.0,2312.75
407,71.0,2892.0,865.25
408,98.0,4638.0,2317.25
409,441.0,7608.0,3164.25
410,36.0,7902.0,3037.5
411,36.0,1128.0,365.25
412,71.0,5376.0,3203.75
413,41.0,7728.0,2536.75
414,36.0,7584.0,2715.0
415,86.0,4344.0,2458.25
416,132.0,3930.0,1126.25
417,36.0,10326.0,4229.0
418,77.0,1482.0,510.5
419,102.0,189.0,132.25
420,65.0,4962.0,2165.0
421,53.0,6948.0,3421.25
422,224.0,1332.0,665.0
423,47.0,3078.0,1462.75
424,42.0,2892.0,902.0
425,624.0,4740.0,2733.0
426,138.0,929.0,534.5
427,104.0,3702.0,1547.0
428,59.0,8622.0,3388.25
429,65.0,7104.0,2758.25
430,116.0,4002.0,1199.75
431,47.0,6804.0,3239.75
432,306.0,7806.0,3176.0
433,74.0,5808.0,3132.5
434,41.0,6348.0,1837.25
435,90.0,2712.0,798.0
436,654.0,7146.0,4122.0
437,74.0,6720.0,1852.75
438,36.0,4128.0,1093.5
439,80.0,4560.0,1210.0
440,75.0,5160.0,1434.0
441,36.0,9006.0,3607.5
442,252.0,8700.0,3462.5
443,41.0,8046.0,3243.5
444,63.0,69.0,67.5
445,116.0,5724.0,3326.0
446,42.0,2745.0,774.5
447,87.0,7746.0,3829.5
448,36.0,7806.0,1992.5
449,92.0,4542.0,1779.5
450,59.0,5682.0,2375.0
451,42.0,6876.0,1777.25
452,65.0,8382.0,3070.25
453,36.0,2022.0,632.25
454,98.0,9504.0,3482.0
455,53.0,4338.0,2453.75
456,59.0,5052.0,2693.75
457,92.0,3270.0,1115.75
458,183.0,915.0,450.75
459,170.0,7704.0,3526.25
460,36.0,2712.0,1209.25
461,36.0,6108.0,3030.75
462,69.0,5934.0,1650.75
463,47.0,7506.0,1986.5
464,36.0,8886.0,2276.25
465,291.0,3690.0,1923.0
466,59.0,3264.0,929.75
467,71.0,2520.0,798.5
468,69.0,3024.0,903.0
469,86.0,4026.0,1111.0
470,87.0,3282.0,1389.5
471,84.0,6258.0,1708.5
472,47.0,8316.0,3788.0
473,104.0,4080.0,1499.75
474,156.0,7302.0,2754.75
475,65.0,2892.0,1241.75
476,36.0,8340.0,3735.5
477,137.0,6468.0,2632.25
478,75.0,8808.0,3312.0
479,47.0,7218.0,3624.5
480,36.0,8100.0,2132.0
481,134.0,6360.0,2858.75
482,113.0,1008.0,587.75
483,176.0,4800.0,1445.5
484,63.0,4350.0,1276.5
485,69.0,8100.0,3646.25
486,153.0,8040.0,2889.0
487,204.0,3216.0,1652.0
488,110.0,3252.0,943.25
489,104.0,9018.0,3034.25
490,83.0,5172.0,3124.25
491,36.0,9426.0,3780.0
492,42.0,3798.0,1415.0
493,47.0,3390.0,1210.0
494,59.0,7620.0,2744.0
495,86.0,3144.0,1129.25
496,104.0,7128.0,1923.5
497,368.0,6438.0,3239.75
498,152.0,3666.0,1124.0
499,36.0,3882.0,1154.0
500,116.0,4302.0,1319.0
501,69.0,2754.0,782.0
502,36.0,4896.0,1272.0
503,36.0,7332.0,1958.75
504,47.0,4524.0,1238.0
505,74.0,4314.0,1199.75
506,84.0,1482.0,492.25
507,173.0,6432.0,3464.75
508,68.0,5448.0,1521.5
509,186.0,6618.0,3215.0
510,110.0,2874.0,1015.25
511,77.0,7830.0,3544.25
512,36.0,9150.0,3352.5
513,104.0,3312.0,2264.0
514,65.0,5604.0,3379.25
515,92.0,7044.0,3833.0
516,380.0,4692.0,2351.0
517,36.0,8268.0,3424.5
518,80.0,9072.0,3623.75
519,83.0,8532.0,3855.5
520,75.0,2688.0,1360.5
521,53.0,5280.0,2953.25
522,273.0,5868.0,2340.75
523,57.0,4608.0,1232.25
524,1326.0,4752.0,2805.0
525,168.0,4050.0,1257.5
526,59.0,342.0,188.75
527,87.0,561.0,287.0
528,218.0,6810.0,3316.25
529,338.0,5214.0,3200.0
530,81.0,3864.0,1174.25
531,53.0,5700.0,3199.25
532,182.0,9744.0,3773.0
533,173.0,2082.0,723.5
534,173.0,8406.0,3899.0
535,96.0,2556.0,844.25
536,71.0,3672.0,1075.25
537,36.0,3360.0,900.75
538,123.0,378.0,250.25
539,75.0,3672.0,2217.75
540,182.0,3744.0,2098.25
541,98.0,10218.0,3593.5
542,102.0,3234.0,903.5
543,71.0,6750.0,2642.0
544,36.0,5778.0,1637.75
545,47.0,2307.0,833.75
546,83.0,6990.0,3016.25
547,279.0,1017.0,600.0
548,63.0,2772.0,1122.0
549,47.0,5988.0,3232.25
550,132.0,8712.0,2987.75
551,36.0,10674.0,3136.5
552,62.0,7404.0,2012.5
553,42.0,3996.0,1648.25
554,42.0,8712.0,3591.0
555,57.0,5208.0,1670.25
556,69.0,726.0,250.25
557,81.0,279.0,167.25
558,152.0,7890.0,3329.0
559,113.0,6270.0,2018.0
560,36.0,6798.0,1752.75
561,69.0,2730.0,822.75
562,42.0,3552.0,957.5
563,116.0,8448.0,4063.25
564,464.0,5772.0,3446.0
565,57.0,3324.0,1681.25
566,65.0,2916.0,797.0
567,57.0,7560.0,3036.5
568,47.0,9438.0,3607.25
569,36.0,6372.0,2422.25
570,141.0,4392.0,1937.0
571,41.0,6852.0,1764.25
572,36.0,5418.0,3201.0
573,53.0,5232.0,1407.5
574,93.0,6216.0,2934.0
575,92.0,9270.0,2533.25
576,236.0,2298.0,794.0
577,230.0,3312.0,1055.5
578,41.0,9786.0,3646.0
579,113.0,6252.0,1807.75
580,42.0,5832.0,1522.25
581,140.0,8016.0,3442.25
582,182.0,3294.0,2180.0
583,83.0,2268.0,644.0
584,47.0,2556.0,708.5
585,98.0,5160.0,2149.25
586,429.0,7176.0,3903.75
587,42.0,4818.0,2911.5
588,41.0,8994.0,3269.0
589,93.0,2628.0,869.75
590,108.0,5256.0,1713.0
591,144.0,2664.0,1331.0
592,42.0,8772.0,2753.75
593,104.0,8640.0,3245.0
594,108.0,5724.0,2724.75
595,69.0,7698.0,2053.5
596,36.0,6918.0,1898.25
597,59.0,8562.0,3215.75
598,36.0,5142.0,2212.5
599,53.0,5514.0,3290.75
600,53.0,3918.0,1185.5
601,108.0,7446.0,2897.25
602,81.0,6180.0,1748.0
603,47.0,3042.0,1576.0
604,62.0,9732.0,2735.75
605,36.0,3180.0,892.5
606,81.0,7260.0,2916.0
607,116.0,5712.0,2341.25
608,65.0,3738.0,1305.5
609,36.0,7440.0,3315.0
610,71.0,1803.0,576.5
611,102.0,5976.0,1607.0
612,131.0,963.0,383.0
613,41.0,7782.0,3023.0
614,71.0,7686.0,2923.25
615,108.0,5346.0,1776.75
616,242.0,2352.0,1063.25
617,110.0,3918.0,1301.0
618,68.0,3462.0,1976.0
619,96.0,5316.0,2802.0
620,120.0,4314.0,1523.0
621,96.0,3534.0,1094.0
622,69.0,1182.0,461.0
623,65.0,5538.0,3514.25
624,89.0,3168.0,1130.75
625,159.0,783.0,320.25
626,149.0,5574.0,1601.0
627,140.0,7032.0,3463.25
628,86.0,4644.0,1241.5
629,36.0,9264.0,3699.5
630,135.0,5556.0,3417.75
631,65.0,3384.0,1562.0
632,47.0,7974.0,2054.0
633,74.0,6102.0,1582.25
634,63.0,4560.0,1264.25
635,131.0,3330.0,947.0
636,36.0,5370.0,2689.5
637,69.0,3588.0,1272.5
638,36.0,8418.0,3203.75
639,272.0,2832.0,1385.5
640,108.0,3114.0,885.75
641,98.0,3432.0,1286.5
642,57.0,7956.0,2089.5
643,63.0,3480.0,1456.25
644,71.0,8076.0,4049.75
645,36.0,5646.0,1641.75
646,191.0,4596.0,1382.0
647,71.0,5052.0,2082.5
648,96.0,6726.0,3535.5
649,53.0,5334.0,3331.25
650,57.0,1872.0,517.25
651,306.0,1611.0,640.5
652,116.0,5424.0,3531.5
653,206.0,7386.0,2738.0
654,99.0,6480.0,3093.0
655,47.0,5256.0,2252.75
656,42.0,198.0,113.75
657,104.0,4860.0,2534.0
658,77.0,7164.0,3862.25
659,195.0,5430.0,1605.0
660,77.0,6144.0,2404.25
661,138.0,6828.0,2025.75
662,47.0,5808.0,2356.75
663,41.0,5736.0,2461.75
664,75.0,4362.0,1177.5
665,83.0,4668.0,2959.25
666,41.0,3720.0,1001.75
667,104.0,4452.0,1261.25
668,254.0,9720.0,3279.5
669,138.0,2724.0,1424.0
670,185.0,486.0,280.25
671,125.0,3846.0,1075.0
672,122.0,1434.0,562.25
673,120.0,7554.0,2081.0
674,36.0,3588.0,983.75
675,36.0,657.0,212.75
676,75.0,5688.0,1510.25
677,98.0,5124.0,1842.5
678,59.0,3690.0,1111.25
679,128.0,6420.0,2857.25
680,41.0,3138.0,1436.75
681,149.0,3282.0,1610.0
682,102.0,4590.0,2655.0
683,71.0,6960.0,3574.25
684,104.0,7974.0,3347.0
685,234.0,8364.0,3261.0
686,83.0,5010.0,1517.75
687,93.0,6222.0,3282.0
688,69.0,2820.0,834.5
689,104.0,6630.0,3009.5
690,65.0,8016.0,3017.75
691,36.0,3336.0,1281.75
692,128.0,5238.0,2515.25
693,86.0,7644.0,3033.25
694,134.0,6252.0,3297.5
695,134.0,2598.0,1184.75
696,36.0,9534.0,3758.25
697,63.0,3624.0,1216.25
698,525.0,5868.0,2667.75
699,63.0,5424.0,3030.75
700,81.0,7248.0,3007.5
701,65.0,3198.0,905.75
702,248.0,2583.0,1096.25
703,281.0,7560.0,3536.75
704,75.0,8106.0,2152.5
705,191.0,6222.0,2894.0
706,180.0,852.0,382.5
707,75.0,5364.0,3234.75
708,41.0,3210.0,862.75
709,71.0,3852.0,2267.75
710,42.0,4428.0,1448.75
711,77.0,6918.0,3689.75
712,36.0,7914.0,2957.75
713,59.0,3276.0,1022.75
714,71.0,408.0,171.5
715,75.0,6858.0,3040.5
716,71.0,6672.0,3419.0
717,98.0,6726.0,3275.75
718,83.0,8190.0,3372.5
719,215.0,5340.0,2546.75
720,102.0,2826.0,1083.5
721,36.0,5052.0,1351.5
722,96.0,7464.0,2950.5
723,116.0,4986.0,2942.0
724,59.0,8514.0,3612.5
725,128.0,2730.0,1225.25
726,36.0,8376.0,2166.75
727,65.0,3720.0,1073.0
728,63.0,7230.0,1955.0
729,65.0,1491.0,482.75
730,179.0,4740.0,1972.25
731,110.0,3168.0,925.25
732,128.0,6132.0,2914.25
733,36.0,8958.0,2312.0
734,41.0,7086.0,1948.75
735,68.0,8352.0,3444.25
736,53.0,4074.0,1211.75
737,92.0,6282.0,2884.75
738,237.0,3174.0,1514.0
739,143.0,5628.0,3184.25
740,65.0,7584.0,3400.25
741,36.0,6012.0,1541.25
742,36.0,5472.0,2548.5
743,57.0,8772.0,4064.25
744,36.0,3840.0,1047.75
745,41.0,9330.0,3382.0
746,69.0,3540.0,991.25
747,36.0,3318.0,1614.0
748,87.0,3588.0,1437.75
749,81.0,4908.0,1703.25
750,81.0,7068.0,2758.5
751,98.0,7638.0,2926.25
752,36.0,486.0,211.5
753,92.0,3888.0,2412.5
754,57.0,8118.0,3088.5
755,164.0,7674.0,2107.25
756,59.0,10092.0,3758.75
757,92.0,5124.0,2886.5
758,110.0,8418.0,2979.5
759,65.0,8748.0,2771.75
760,303.0,3972.0,1762.5
761,36.0,2610.0,870.5
762,71.0,7284.0,3686.75
763,309.0,5358.0,2225.25
764,63.0,243.0,123.5
765,120.0,4464.0,1319.0
766,42.0,3342.0,917.0
767,137.0,3420.0,2248.25
768,65.0,3414.0,1506.5
769,71.0,3156.0,854.0
770,36.0,2964.0,979.5
771,63.0,3720.0,987.5
772,122.0,7488.0,3377.75
773,75.0,4176.0,1144.5
774,65.0,4032.0,1109.0
775,68.0,8826.0,3557.75
776,63.0,7878.0,2124.5
777,93.0,4770.0,1307.0
778,183.0,3240.0,1224.0
779,36.0,1698.0,523.5
780,71.0,5682.0,2395.25
781,74.0,9822.0,3611.0
782,143.0,5892.0,3263.75
783,42.0,11454.0,2955.0
784,185.0,3930.0,1930.25
785,512.0,3720.0,1958.0
786,47.0,6162.0,3149.75
787,159.0,3030.0,908.25
788,147.0,2922.0,983.75
789,36.0,2772.0,734.25
790,561.0,9090.0,3966.0
791,264.0,5166.0,3306.0
792,159.0,8334.0,2321.0
793,303.0,9522.0,4490.25
794,134.0,2658.0,799.0
795,107.0,7200.0,2689.25
796,36.0,7530.0,3589.5
797,116.0,5310.0,3249.5
798,59.0,6036.0,3283.25
799,36.0,6246.0,1643.25
800,119.0,537.0,259.0
801,239.0,6228.0,3439.25
802,71.0,6072.0,3289.25
803,125.0,4518.0,2000.75
804,347.0,4362.0,1520.0
805,132.0,5508.0,1770.75
806,36.0,4128.0,1377.0
807,65.0,4452.0,1237.25
808,87.0,1962.0,596.25
809,131.0,1182.0,444.5
810,62.0,597.0,263.0
811,179.0,6252.0,3172.25
812,81.0,2184.0,633.0
813,92.0,6840.0,1855.75
814,65.0,2688.0,1279.25
815,75.0,2292.0,645.0
816,59.0,6420.0,3409.25
817,36.0,6858.0,2928.75
818,231.0,9516.0,3957.75
819,47.0,4728.0,1284.5
820,77.0,5160.0,3422.75
821,71.0,8454.0,2857.25
822,71.0,6054.0,3131.75
823,87.0,8262.0,3517.5
824,855.0,6780.0,3420.0
825,90.0,9936.0,4188.0
826,194.0,3756.0,1238.75
827,230.0,3726.0,1697.75
828,71.0,8022.0,3252.5
829,68.0,5256.0,1883.75
830,458.0,9942.0,3392.0
831,189.0,5412.0,2173.5
832,59.0,3396.0,2269.25
833,119.0,7620.0,2232.25
834,47.0,4356.0,1495.25
835,104.0,1176.0,443.0
836,468.0,4692.0,1820.25
837,71.0,6798.0,2937.5
838,93.0,6504.0,3419.25
839,170.0,392.0,275.25
840,323.0,4824.0,1997.75
841,63.0,3192.0,883.5
842,53.0,4926.0,1931.75
843,36.0,4266.0,1161.75
844,99.0,6684.0,3459.0
845,105.0,7722.0,3271.5
846,125.0,3078.0,1078.25
847,77.0,5754.0,3353.75
848,57.0,7380.0,1981.5
849,291.0,5832.0,3036.0
850,561.0,5358.0,2594.75
851,71.0,4326.0,2234.0
852,171.0,4578.0,1467.75
853,47.0,3012.0,1334.0
854,77.0,6834.0,3856.25
855,75.0,10092.0,3393.75
856,98.0,4878.0,3180.5
857,36.0,2418.0,1226.75
858,917.0,6888.0,3780.5
859,36.0,5112.0,1545.5
860,141.0,4938.0,2961.75
861,41.0,7788.0,3541.25
862,80.0,7644.0,2056.25
863,68.0,6174.0,2753.0
864,170.0,7422.0,2128.0
865,59.0,6384.0,3592.25
866,141.0,7062.0,1895.75
867,138.0,3768.0,2478.0
868,87.0,5532.0,1582.25
869,98.0,5094.0,3119.0
870,42.0,2796.0,826.5
871,113.0,7110.0,3494.75
872,389.0,3810.0,1308.5
873,77.0,3474.0,1101.5
874,75.0,3054.0,852.5
875,134.0,5820.0,2571.5
876,41.0,3006.0,848.5
877,122.0,7860.0,2969.75
878,42.0,5718.0,3313.5
879,74.0,9318.0,3469.75
880,65.0,6810.0,3149.75
881,93.0,3378.0,1626.5
882,429.0,8946.0,3961.5
