episode,min_total_days,max_total_days,average_total_days
1,257.0,6594.0,1890.25
2,138.0,8412.0,2258.25
3,92.0,10800.0,3860.75
4,138.0,9522.0,3384.75
5,36.0,5328.0,1513.25
6,108.0,354.0,257.0
7,36.0,9276.0,3432.0
8,42.0,6600.0,1878.5
9,137.0,8934.0,3614.0
10,36.0,7338.0,2610.0
11,36.0,6894.0,2725.25
12,195.0,7680.0,2105.0
13,36.0,9174.0,2362.75
14,63.0,7770.0,2109.25
15,68.0,7692.0,2303.75
16,113.0,10512.0,2892.25
17,224.0,6732.0,3756.5
18,246.0,10464.0,2991.5
19,42.0,8028.0,2067.75
20,80.0,5046.0,2137.0
21,120.0,7086.0,2792.0
22,81.0,8976.0,3154.5
23,81.0,9222.0,3227.25
24,41.0,8208.0,2112.75
25,42.0,8772.0,2490.5
26,75.0,8736.0,2568.5
27,41.0,7362.0,3509.0
28,36.0,8238.0,2955.75
29,132.0,8730.0,2316.0
30,47.0,7752.0,3141.25
31,63.0,6690.0,1931.75
32,126.0,10332.0,4079.25
33,114.0,8100.0,3025.5
34,81.0,9606.0,3483.75
35,36.0,6342.0,2370.0
36,92.0,7050.0,2599.75
37,36.0,7740.0,2879.25
38,92.0,7734.0,2033.5
39,155.0,8100.0,3359.5
40,36.0,9888.0,4494.0
41,96.0,7644.0,2410.25
42,41.0,8232.0,3503.0
43,87.0,5796.0,2172.0
44,41.0,8724.0,3402.25
45,68.0,6972.0,2467.25
46,126.0,7896.0,3153.0
47,36.0,10254.0,3593.0
48,107.0,8238.0,2177.0
49,36.0,10542.0,3751.5
50,69.0,10836.0,4050.0
51,75.0,6090.0,1795.25
52,36.0,11808.0,3980.25
53,189.0,9216.0,3252.0
54,36.0,7968.0,2864.0
55,75.0,8664.0,4094.25
56,222.0,11016.0,4719.0
57,41.0,9132.0,2355.0
58,102.0,8460.0,2345.75
59,87.0,5784.0,1628.75
60,36.0,10704.0,4081.5
61,152.0,6258.0,2748.25
62,69.0,6894.0,1814.75
63,81.0,9204.0,4057.5
64,63.0,3882.0,1069.0
65,41.0,6642.0,1789.25
66,36.0,4050.0,1091.5
67,87.0,8220.0,2993.25
68,108.0,9342.0,3035.25
69,201.0,9888.0,4110.75
70,36.0,10302.0,3550.5
71,75.0,7674.0,4416.75
72,639.0,8646.0,3408.0
73,57.0,7188.0,2891.75
74,36.0,10590.0,3756.0
75,41.0,3078.0,838.0
76,36.0,8706.0,3250.5
77,207.0,9954.0,3746.25
78,62.0,7884.0,3141.25
79,159.0,4104.0,2040.5
80,41.0,7740.0,2013.75
81,41.0,6996.0,3129.5
82,74.0,9264.0,3358.25
83,90.0,8208.0,3157.5
84,71.0,6492.0,1736.75
85,36.0,6480.0,2816.0
86,254.0,8418.0,3694.75
87,36.0,7212.0,2950.25
88,68.0,7398.0,3017.0
89,306.0,8718.0,2585.75
90,348.0,6972.0,2674.25
91,36.0,5886.0,2418.75
92,306.0,7248.0,3919.5
93,36.0,6336.0,2271.5
94,47.0,10332.0,2673.0
95,74.0,374.0,179.25
96,98.0,6504.0,1752.25
97,57.0,8808.0,3463.5
98,75.0,347.0,215.5
99,147.0,9228.0,3391.5
100,36.0,7770.0,2133.0
101,258.0,6186.0,2881.5
102,41.0,8490.0,2777.5
103,57.0,7098.0,3226.25
104,147.0,7584.0,2015.75
105,230.0,9282.0,3656.5
106,87.0,7446.0,3141.75
107,36.0,6786.0,3269.75
108,222.0,8220.0,3185.25
109,36.0,9138.0,3361.5
110,42.0,8970.0,3684.0
111,36.0,8508.0,3402.75
112,41.0,8106.0,2109.0
113,36.0,9000.0,2528.0
114,36.0,9138.0,2322.75
115,63.0,7992.0,3482.0
116,105.0,3372.0,964.5
117,69.0,8970.0,3449.0
118,42.0,7386.0,2984.25
119,63.0,6708.0,2829.0
120,131.0,10146.0,3212.5
121,83.0,5730.0,1766.0
122,125.0,7896.0,3163.0
123,225.0,7638.0,3027.0
124,36.0,8400.0,2273.0
125,41.0,6150.0,1667.0
126,36.0,10980.0,2899.25
127,203.0,5994.0,1686.25
128,36.0,8526.0,2275.25
129,36.0,10110.0,3849.0
130,114.0,9414.0,3593.75
131,131.0,3906.0,1136.5
132,41.0,7536.0,3255.5
133,93.0,9714.0,2701.25
134,126.0,6318.0,2789.0
135,36.0,5286.0,2441.0
136,36.0,11484.0,4308.0
137,36.0,6396.0,2672.75
138,36.0,8958.0,2295.0
139,87.0,7224.0,1946.0
140,86.0,9768.0,5124.5
141,69.0,5496.0,2413.5
142,36.0,12234.0,4682.25
143,36.0,8856.0,2927.0
144,41.0,6540.0,2610.5
145,87.0,6318.0,2789.25
146,63.0,6660.0,2797.5
147,36.0,9888.0,2531.0
148,189.0,6786.0,3301.5
149,36.0,125.0,77.5
