episode,min_total_days,max_total_days,average_total_days
550,320.0,7632.0,2325.75
551,69.0,4626.0,1295.75
552,41.0,8418.0,3495.25
553,498.0,6930.0,3180.75
554,287.0,5514.0,2733.5
555,41.0,5976.0,1564.0
556,108.0,6540.0,3334.5
557,69.0,8148.0,3896.25
558,108.0,7302.0,3802.5
559,104.0,2724.0,969.5
560,63.0,9180.0,4059.5
561,924.0,9366.0,5305.5
562,90.0,7296.0,4480.5
563,63.0,165.0,100.0
564,300.0,7464.0,3882.0
565,140.0,1389.0,564.25
566,129.0,8418.0,3725.25
567,87.0,4842.0,2185.25
568,36.0,8916.0,3434.0
569,63.0,6666.0,2765.25
570,36.0,10098.0,3696.0
571,41.0,5778.0,3244.25
572,69.0,5544.0,2426.0
573,86.0,2406.0,798.5
574,258.0,5562.0,2869.5
575,462.0,6966.0,3865.5
576,41.0,7662.0,2720.0
577,92.0,4152.0,2217.5
578,41.0,7308.0,3947.75
579,201.0,7386.0,3068.0
580,462.0,5820.0,3741.0
581,74.0,4050.0,1142.5
582,51.0,5328.0,2281.5
583,41.0,5862.0,3000.5
584,350.0,4848.0,1790.0
585,69.0,5586.0,3416.25
586,179.0,4770.0,2073.25
587,41.0,5922.0,3021.5
588,230.0,6792.0,3629.0
589,36.0,8694.0,3946.25
590,36.0,7338.0,3320.25
591,119.0,2295.0,676.0
592,551.0,4554.0,2618.75
593,47.0,9378.0,4401.5
594,237.0,6624.0,3405.0
595,36.0,5346.0,2568.75
596,216.0,4854.0,2809.5
597,173.0,5820.0,3224.75
598,81.0,8004.0,3914.25
599,315.0,6474.0,4040.25
600,77.0,846.0,508.75
601,53.0,4614.0,1232.5
602,393.0,5754.0,3734.25
603,120.0,5856.0,3597.0
604,129.0,6414.0,1729.75
605,36.0,6990.0,3044.75
606,92.0,3180.0,882.5
607,200.0,11352.0,4649.0
608,42.0,6846.0,3181.5
609,417.0,8286.0,3593.25
610,471.0,5538.0,2449.5
611,53.0,6840.0,3212.75
612,891.0,10344.0,4326.75
613,167.0,4818.0,3091.25
614,267.0,1638.0,672.75
615,216.0,3504.0,1072.0
616,138.0,4272.0,1980.0
617,98.0,4092.0,2384.75
618,131.0,6828.0,3102.25
619,42.0,6774.0,4107.0
620,36.0,7890.0,2640.75
621,108.0,7284.0,4555.5
622,146.0,4704.0,1669.25
623,168.0,4992.0,1897.5
624,108.0,7380.0,3303.75
625,402.0,5688.0,3003.0
626,99.0,8364.0,4389.0
627,71.0,411.0,241.0
628,294.0,4842.0,2416.25
629,287.0,5850.0,3980.75
630,36.0,6108.0,1911.0
631,47.0,6924.0,1852.25
632,36.0,6792.0,2963.25
633,102.0,6414.0,3444.0
634,114.0,7596.0,3372.5
635,80.0,4380.0,1559.5
636,63.0,6510.0,3180.0
637,173.0,7350.0,3448.25
638,47.0,5502.0,2348.0
639,99.0,7596.0,4667.25
640,180.0,6960.0,2969.75
641,144.0,5004.0,2022.5
642,363.0,7932.0,2345.75
643,41.0,12426.0,4367.75
644,41.0,7536.0,3512.75
645,216.0,8220.0,3909.0
646,93.0,7410.0,2100.5
647,98.0,206.0,148.0
648,36.0,6816.0,3039.5
649,41.0,5196.0,2506.75
650,188.0,5184.0,2325.5
651,75.0,7674.0,2151.5
652,96.0,6702.0,2654.75
653,47.0,8172.0,4265.75
654,57.0,6450.0,3208.5
655,198.0,3792.0,2607.0
656,117.0,4476.0,1452.5
657,306.0,7620.0,4347.0
658,134.0,8682.0,4175.75
659,36.0,5634.0,2785.5
660,96.0,5436.0,3228.0
661,374.0,5586.0,2765.0
662,42.0,7560.0,3113.75
663,71.0,4956.0,1815.5
664,102.0,6762.0,4545.0
665,167.0,7614.0,3893.75
666,36.0,10902.0,4684.5
667,294.0,4344.0,2385.5
668,75.0,6090.0,2684.25
669,237.0,5760.0,3070.5
670,63.0,6396.0,3275.25
671,153.0,6942.0,3429.0
672,41.0,5316.0,1451.75
673,93.0,7980.0,2279.5
674,41.0,6666.0,3371.75
675,36.0,7638.0,3427.5
676,41.0,6198.0,3140.75
677,120.0,4716.0,2938.5
678,198.0,4356.0,2241.75
679,198.0,6018.0,3975.0
680,174.0,5418.0,2672.0
681,69.0,5574.0,1486.0
682,138.0,6306.0,2964.0
683,77.0,6276.0,1738.0
684,98.0,4932.0,2506.0
685,77.0,4818.0,2145.25
686,138.0,6258.0,4113.0
687,42.0,10770.0,4634.25
688,356.0,8754.0,4088.0
689,129.0,8226.0,3196.5
690,152.0,5046.0,2225.75
691,47.0,6138.0,2994.5
692,146.0,2964.0,1697.75
693,431.0,8838.0,3848.75
694,69.0,4950.0,1575.0
695,215.0,3966.0,2025.5
696,47.0,3606.0,1453.25
697,354.0,5904.0,3212.25
698,377.0,7818.0,2639.75
699,57.0,6030.0,2661.0
700,243.0,6000.0,4098.75
701,36.0,8826.0,3325.25
702,47.0,4836.0,1412.25
703,92.0,5988.0,3107.0
704,36.0,6876.0,4305.0
705,156.0,6486.0,3259.5
706,284.0,7194.0,3076.75
707,140.0,5250.0,2712.5
708,476.0,6114.0,3169.25
709,257.0,2634.0,910.5
710,168.0,7572.0,3501.5
711,36.0,8094.0,3574.25
712,114.0,6558.0,4416.0
713,183.0,6594.0,2903.25
714,149.0,2178.0,708.25
715,63.0,6408.0,2019.0
716,62.0,5592.0,2004.5
717,207.0,8526.0,4758.75
718,117.0,8646.0,3924.75
719,117.0,3180.0,910.5
720,522.0,7218.0,3831.75
721,180.0,5340.0,2475.0
722,120.0,7068.0,3387.0
723,113.0,5424.0,2814.5
724,147.0,6780.0,3315.0
725,41.0,6714.0,3824.75
726,47.0,6312.0,1797.25
727,173.0,5268.0,2587.25
728,77.0,200.0,120.0
729,132.0,5556.0,3466.5
730,47.0,5280.0,2554.25
731,62.0,7020.0,1833.25
732,138.0,6774.0,3183.75
733,63.0,8208.0,3717.75
734,74.0,5424.0,2759.75
735,41.0,6684.0,3352.25
736,92.0,3396.0,1731.5
737,110.0,3048.0,1525.25
738,473.0,6762.0,3368.75
739,101.0,6882.0,3469.25
740,86.0,2118.0,683.5
741,132.0,5382.0,1658.75
742,179.0,6774.0,4202.75
743,129.0,5100.0,2780.25
744,150.0,6624.0,2879.75
745,59.0,213.0,120.75
746,36.0,6750.0,2119.25
747,63.0,4596.0,2347.5
748,213.0,6426.0,3058.5
749,161.0,5910.0,2713.25
750,764.0,10848.0,3462.25
751,147.0,3426.0,1274.25
752,102.0,3756.0,1864.25
753,96.0,6696.0,1991.25
754,164.0,6810.0,3725.0
755,215.0,5034.0,2427.5
756,138.0,5688.0,2999.25
757,36.0,10398.0,3575.0
758,192.0,4170.0,1785.0
759,125.0,5088.0,2361.5
760,159.0,6918.0,2460.75
761,158.0,5238.0,3272.0
762,95.0,6732.0,2981.75
763,137.0,5610.0,3092.0
764,36.0,6120.0,2459.0
765,80.0,4392.0,2000.0
766,95.0,2022.0,1084.25
767,69.0,5874.0,3903.75
768,69.0,369.0,172.75
769,165.0,7098.0,3174.75
770,440.0,7350.0,3394.25
771,65.0,5448.0,1666.75
772,125.0,6402.0,3267.5
773,98.0,5256.0,2542.25
774,42.0,6432.0,3435.0
775,98.0,2418.0,1115.5
776,53.0,6600.0,2408.5
777,69.0,5778.0,2899.5
778,75.0,4740.0,1291.75
779,119.0,6744.0,1856.5
780,200.0,651.0,372.75
781,174.0,5472.0,2566.5
782,174.0,7692.0,4446.0
783,75.0,3024.0,904.75
784,257.0,8148.0,3647.75
785,41.0,4386.0,2556.5
786,87.0,7470.0,3135.0
787,59.0,4092.0,1936.75
788,80.0,9858.0,3788.0
789,42.0,6486.0,1724.75
790,323.0,9486.0,2758.0
791,182.0,6990.0,4153.25
792,63.0,6906.0,3780.75
793,375.0,4740.0,2292.0
794,143.0,4128.0,1266.25
795,47.0,5544.0,2587.0
796,170.0,5676.0,2480.0
797,165.0,7074.0,3486.75
798,69.0,6432.0,1829.0
799,126.0,7794.0,4786.5
800,86.0,6126.0,2866.25
801,113.0,4302.0,2161.25
802,401.0,2034.0,1061.5
803,89.0,5970.0,3304.25
804,200.0,7056.0,4314.5
805,86.0,7080.0,3254.0
806,201.0,9048.0,3373.5
807,201.0,6126.0,2600.75
808,77.0,3870.0,1613.5
809,621.0,9714.0,4191.75
810,41.0,4110.0,1158.0
811,68.0,4806.0,2529.5
812,41.0,5814.0,3643.25
813,42.0,9078.0,4371.0
814,41.0,7650.0,2174.75
815,234.0,4794.0,2636.25
816,63.0,7002.0,3878.25
817,42.0,8892.0,4203.0
818,63.0,8040.0,4089.0
819,330.0,7272.0,2822.0
820,104.0,7524.0,3254.75
821,162.0,4788.0,2727.75
822,113.0,4548.0,1953.5
823,449.0,8994.0,3905.5
824,41.0,6450.0,4159.25
825,300.0,10698.0,3501.75
826,53.0,4050.0,1703.0
827,41.0,6378.0,3853.25
828,59.0,2238.0,1164.25
829,74.0,6972.0,4704.5
830,308.0,5856.0,2838.25
831,63.0,4758.0,2146.25
832,92.0,5082.0,3305.0
833,429.0,5670.0,3461.25
834,69.0,7794.0,2089.25
835,41.0,9576.0,3070.0
836,381.0,7242.0,4787.25
837,41.0,8292.0,3406.0
838,42.0,8652.0,4105.5
839,101.0,7038.0,3198.25
840,213.0,7686.0,3636.75
841,41.0,6024.0,2808.5
842,36.0,5334.0,2332.25
843,59.0,4518.0,2038.25
844,98.0,4854.0,1549.25
845,285.0,5928.0,2612.25
846,42.0,4878.0,2361.5
847,77.0,2994.0,1434.5
848,96.0,3744.0,1913.25
849,81.0,6156.0,3271.5
850,248.0,2340.0,1233.5
851,41.0,5886.0,2639.75
852,47.0,5370.0,2858.0
853,57.0,7794.0,3334.25
854,42.0,4992.0,2148.5
855,74.0,5088.0,1642.0
856,101.0,8580.0,3089.5
857,125.0,5712.0,3949.25
858,180.0,7566.0,3371.25
859,221.0,5424.0,2063.75
860,149.0,3858.0,2063.0
861,102.0,8436.0,3508.25
862,153.0,3408.0,1835.0
863,126.0,11256.0,3112.25
864,69.0,7134.0,3126.5
865,378.0,9966.0,4651.5
866,68.0,9492.0,3907.0
867,90.0,8724.0,3720.0
868,135.0,4482.0,1394.5
869,192.0,7746.0,3720.75
870,338.0,12978.0,4527.25
871,57.0,7014.0,3259.5
872,41.0,7860.0,2149.0
873,47.0,5388.0,1631.5
874,282.0,8604.0,4185.5
875,287.0,3840.0,2636.75
