episode,min_total_days,max_total_days,average_total_days
1,41.0,8208.0,3001.0
2,36.0,3918.0,1393.5
3,81.0,1170.0,407.0
4,104.0,8100.0,3150.5
5,71.0,1110.0,336.5
6,120.0,4020.0,1114.0
7,41.0,3612.0,959.0
8,98.0,6774.0,3471.5
9,65.0,960.0,335.0
10,74.0,4104.0,1114.0
11,221.0,6582.0,2864.75
12,69.0,7014.0,1898.5
13,77.0,2322.0,729.25
14,41.0,572.0,184.25
15,168.0,5250.0,2427.0
16,294.0,9828.0,3693.75
17,59.0,5760.0,2213.75
18,104.0,2334.0,702.25
19,99.0,4500.0,1213.0
20,138.0,504.0,289.5
21,75.0,1272.0,408.25
22,53.0,4716.0,2396.75
23,122.0,1455.0,765.5
24,47.0,6402.0,2430.5
25,71.0,4044.0,1183.0
26,131.0,3270.0,945.0
27,174.0,2592.0,865.0
28,110.0,6576.0,3272.0
29,77.0,4092.0,1305.5
30,77.0,5064.0,2065.25
31,83.0,207.0,156.0
32,87.0,951.0,370.75
33,63.0,108.0,79.25
34,216.0,3984.0,1248.25
35,311.0,10470.0,3707.0
36,96.0,5130.0,1376.0
37,137.0,7746.0,2087.25
38,216.0,3426.0,1129.25
39,90.0,9120.0,3950.25
40,219.0,5826.0,3363.75
41,101.0,5934.0,3023.5
42,81.0,6834.0,3269.25
43,41.0,6678.0,1831.5
44,131.0,3714.0,1567.75
45,41.0,2298.0,629.25
46,41.0,9450.0,4096.25
47,80.0,1155.0,419.25
48,63.0,3954.0,1061.5
49,71.0,6144.0,1674.25
50,41.0,9246.0,2765.5
51,108.0,5928.0,2499.0
52,62.0,390.0,161.25
53,36.0,2535.0,794.75
54,36.0,10320.0,4447.5
55,314.0,5310.0,1978.25
56,71.0,2394.0,802.25
57,36.0,6366.0,1640.0
58,92.0,10584.0,3713.0
59,42.0,4896.0,1265.0
60,65.0,333.0,150.5
61,125.0,8748.0,3319.25
62,284.0,6066.0,2031.0
63,41.0,8616.0,2764.25
64,71.0,5394.0,2117.0
65,41.0,2868.0,799.0
66,69.0,5166.0,1516.25
67,77.0,6000.0,2643.5
68,420.0,4506.0,3043.5
69,53.0,5868.0,1564.5
70,65.0,4002.0,1274.5
71,77.0,2790.0,807.5
72,36.0,6192.0,3241.5
73,92.0,3426.0,978.75
74,71.0,1812.0,708.0
75,41.0,2187.0,593.25
76,42.0,4176.0,1132.0
77,36.0,135.0,98.0
78,81.0,5694.0,2891.75
79,63.0,8448.0,3360.5
80,101.0,3954.0,1077.25
81,116.0,3714.0,1069.75
82,123.0,4962.0,1341.5
83,71.0,516.0,208.0
84,47.0,6684.0,2551.75
85,36.0,4392.0,1309.0
86,198.0,3654.0,1087.0
87,59.0,513.0,270.25
88,36.0,3042.0,807.5
89,128.0,4500.0,1601.75
90,71.0,1518.0,564.25
91,116.0,3636.0,1934.0
92,77.0,6294.0,1689.75
93,204.0,9156.0,4242.75
94,98.0,7380.0,4068.5
95,77.0,10266.0,3847.25
96,65.0,1473.0,462.25
97,68.0,7302.0,2622.25
98,77.0,263.0,180.0
99,141.0,5676.0,2344.25
100,174.0,4590.0,2784.0
101,125.0,6186.0,2729.75
102,165.0,6348.0,3537.75
103,47.0,6324.0,1635.0
104,134.0,5232.0,1438.75
105,74.0,6870.0,2113.75
106,65.0,3474.0,935.5
107,41.0,5640.0,2165.75
108,59.0,315.0,208.75
109,198.0,5874.0,2781.5
110,120.0,5754.0,3367.5
111,41.0,2544.0,697.75
112,74.0,6378.0,1694.5
113,71.0,4086.0,1938.5
114,71.0,6048.0,1882.75
115,248.0,2850.0,954.75
116,36.0,3042.0,794.75
117,207.0,4320.0,1321.75
118,96.0,3858.0,1053.5
119,65.0,3294.0,879.0
120,197.0,1116.0,465.75
121,200.0,4866.0,1507.75
122,69.0,255.0,133.0
123,36.0,7116.0,3892.5
124,77.0,5802.0,1995.5
125,111.0,5526.0,3609.75
126,59.0,8538.0,3494.5
127,372.0,9258.0,3333.5
128,41.0,8454.0,3752.75
129,47.0,3057.0,944.25
130,63.0,2271.0,732.25
131,59.0,8040.0,2950.25
132,213.0,4830.0,3066.75
133,65.0,7122.0,1910.0
134,71.0,7284.0,4544.75
135,65.0,3132.0,849.25
136,71.0,2886.0,1302.75
137,92.0,8976.0,2663.5
138,401.0,4284.0,2148.25
139,65.0,9846.0,3615.5
140,71.0,5928.0,2290.25
141,41.0,6744.0,2595.5
142,42.0,5610.0,2167.25
143,71.0,5928.0,1854.25
144,81.0,2946.0,1028.75
145,83.0,6432.0,1769.5
146,69.0,5442.0,1431.25
147,77.0,8352.0,3799.25
148,59.0,6630.0,2204.0
149,36.0,7626.0,3735.0
150,42.0,3870.0,1138.5
151,47.0,8070.0,4499.75
152,41.0,5820.0,2092.0
153,119.0,8406.0,4276.25
154,168.0,4251.0,1397.75
155,527.0,13644.0,4919.75
156,68.0,3720.0,1115.5
157,59.0,9066.0,3902.75
158,68.0,3420.0,925.5
159,36.0,86.0,63.0
160,59.0,6174.0,2894.0
161,36.0,7296.0,2957.25
162,186.0,3996.0,2329.5
163,36.0,11094.0,4420.5
164,53.0,1215.0,442.75
165,153.0,4722.0,3026.25
166,41.0,5604.0,1474.0
167,176.0,10218.0,4686.5
168,131.0,5832.0,2057.5
169,57.0,9942.0,3247.25
170,74.0,9960.0,3636.25
171,174.0,7092.0,3532.5
172,137.0,5328.0,1489.75
173,131.0,4596.0,1247.5
174,59.0,2880.0,1069.5
175,65.0,5766.0,2366.5
176,248.0,9246.0,3266.5
177,77.0,4278.0,1261.75
178,180.0,4878.0,1867.5
179,77.0,5232.0,1591.25
180,128.0,5928.0,3056.75
181,141.0,5562.0,1530.5
182,41.0,7068.0,1840.0
183,71.0,5268.0,1448.25
184,83.0,2118.0,668.0
185,140.0,5382.0,3051.5
186,86.0,7962.0,3827.0
187,65.0,9384.0,4237.25
188,129.0,4314.0,1370.0
189,257.0,4290.0,1388.5
190,179.0,4404.0,1991.0
191,153.0,9270.0,3766.25
192,63.0,243.0,122.5
193,206.0,7734.0,2612.0
194,113.0,13668.0,5096.75
195,65.0,6510.0,1719.0
196,71.0,2700.0,834.25
197,42.0,9270.0,3018.75
198,47.0,4290.0,1159.5
199,77.0,1038.0,403.25
200,101.0,444.0,241.0
201,77.0,5322.0,1557.25
202,71.0,209.0,137.0
203,200.0,1200.0,571.25
204,102.0,4104.0,1139.0
205,42.0,2292.0,1469.0
206,200.0,13692.0,4503.25
207,101.0,7302.0,2155.25
208,36.0,7992.0,2885.75
209,125.0,1017.0,379.5
210,47.0,5466.0,1677.25
211,65.0,5538.0,2429.5
212,83.0,6288.0,2900.75
213,65.0,8586.0,2823.25
214,77.0,5970.0,2245.0
215,125.0,6648.0,3590.75
216,101.0,10698.0,4186.25
217,41.0,6588.0,3026.75
218,77.0,4290.0,1201.0
219,120.0,3786.0,1082.75
220,71.0,140.0,108.5
221,98.0,2196.0,1049.5
222,41.0,8634.0,2210.5
223,69.0,567.0,319.75
224,69.0,4488.0,2044.5
225,75.0,6426.0,2149.5
226,47.0,9498.0,3259.25
227,42.0,8712.0,4428.0
228,71.0,3324.0,897.25
229,65.0,8460.0,3523.25
230,53.0,7680.0,3856.25
231,36.0,6258.0,3634.5
232,36.0,63.0,54.25
233,77.0,3684.0,986.5
234,77.0,590.0,331.5
235,321.0,11148.0,4079.0
236,249.0,7350.0,3654.75
237,41.0,7620.0,2007.25
238,102.0,7194.0,2188.25
239,65.0,1677.0,482.25
240,65.0,6390.0,1727.25
241,65.0,5490.0,1899.25
242,36.0,9552.0,3175.25
243,77.0,6276.0,1643.0
244,336.0,6426.0,1885.75
245,71.0,6936.0,2753.5
246,57.0,5652.0,1542.5
247,335.0,5724.0,3217.25
248,59.0,4122.0,1212.25
249,102.0,7224.0,2844.0
250,140.0,4254.0,1466.75
251,36.0,4854.0,1266.0
252,59.0,510.0,184.75
253,84.0,8880.0,3613.5
254,68.0,9066.0,3076.0
255,63.0,4236.0,1269.5
256,104.0,7188.0,3800.0
257,63.0,4392.0,1165.25
258,59.0,7674.0,3706.75
259,170.0,3660.0,1772.5
260,71.0,1758.0,898.25
261,71.0,3822.0,1829.75
262,42.0,12276.0,4589.25
263,69.0,684.0,292.75
264,65.0,3978.0,1165.25
265,107.0,1734.0,633.25
266,53.0,3216.0,937.0
267,323.0,7236.0,3791.75
268,63.0,3924.0,1112.0
269,176.0,8400.0,4833.5
270,36.0,3048.0,801.75
271,41.0,8124.0,2998.75
272,53.0,4986.0,1501.75
273,92.0,165.0,123.75
274,36.0,7716.0,3186.0
275,113.0,11568.0,3946.75
276,47.0,4188.0,1213.75
277,69.0,1074.0,362.5
278,65.0,5778.0,2552.0
279,41.0,7272.0,4799.75
280,65.0,8874.0,3004.25
281,47.0,1524.0,472.0
282,71.0,171.0,127.0
283,57.0,183.0,122.5
284,108.0,8586.0,3705.0
285,179.0,7398.0,2010.0
286,57.0,2364.0,654.25
287,132.0,3906.0,1108.75
288,36.0,216.0,113.25
289,182.0,5544.0,1587.75
290,36.0,2604.0,704.0
291,59.0,4854.0,1282.5
292,98.0,4758.0,1315.75
293,440.0,8196.0,3510.5
294,53.0,8970.0,3120.25
295,272.0,8004.0,3606.5
296,179.0,1446.0,543.75
297,329.0,10428.0,3688.0
298,330.0,4296.0,1777.25
299,42.0,8388.0,2397.5
300,57.0,4032.0,1272.5
301,287.0,8088.0,4522.25
302,53.0,7674.0,2782.25
303,111.0,9174.0,3285.75
304,111.0,3150.0,895.75
305,77.0,2292.0,728.25
306,57.0,7866.0,3284.25
307,42.0,3360.0,961.75
308,71.0,6882.0,3076.25
309,36.0,7080.0,2853.75
310,80.0,8880.0,3177.5
311,59.0,399.0,182.25
312,77.0,6168.0,2754.5
313,77.0,5772.0,2221.0
314,114.0,6186.0,2327.25
315,75.0,1776.0,550.0
316,41.0,4638.0,1296.25
317,167.0,10296.0,3594.5
318,341.0,10806.0,3601.0
319,42.0,2850.0,898.75
320,77.0,4416.0,1214.5
321,77.0,7770.0,4099.25
322,152.0,5502.0,2856.5
323,179.0,4422.0,1955.75
324,113.0,8982.0,2983.0
325,77.0,4398.0,1849.75
326,41.0,7788.0,4228.25
327,123.0,6396.0,3299.25
328,59.0,3744.0,1027.5
329,68.0,1518.0,452.25
330,65.0,5148.0,1785.0
331,36.0,5352.0,2847.0
332,65.0,768.0,271.5
333,306.0,5424.0,1612.25
334,65.0,9642.0,4406.75
335,59.0,8388.0,2184.5
336,77.0,5202.0,1363.75
337,267.0,5694.0,3725.25
338,71.0,6060.0,3391.25
339,59.0,3906.0,1035.25
340,264.0,1011.0,459.5
341,68.0,272.0,132.5
342,125.0,10650.0,4163.5
343,77.0,233.0,152.25
344,47.0,7254.0,1999.0
345,77.0,2304.0,666.0
346,86.0,8616.0,3677.0
347,114.0,5982.0,2741.25
348,47.0,9642.0,2893.75
349,80.0,6606.0,3474.5
350,89.0,5448.0,1500.5
351,47.0,6300.0,1678.75
352,59.0,6312.0,1684.0
353,162.0,5532.0,3081.0
354,131.0,2922.0,837.25
355,200.0,4620.0,2590.25
356,42.0,9606.0,3893.25
357,200.0,5904.0,3843.5
358,74.0,1974.0,917.75
359,71.0,7818.0,2738.0
360,324.0,9318.0,3501.0
361,63.0,7944.0,2627.0
362,204.0,2517.0,828.25
363,47.0,6924.0,2339.0
364,179.0,4356.0,1563.5
365,159.0,11850.0,4304.25
366,41.0,4680.0,1246.25
367,69.0,3183.0,878.75
368,71.0,3582.0,1128.25
369,71.0,1689.0,900.0
370,77.0,3114.0,1078.75
371,41.0,7734.0,1977.25
372,143.0,4644.0,1809.25
373,36.0,2652.0,766.0
374,90.0,13974.0,4347.75
375,71.0,5130.0,1433.25
376,65.0,4836.0,1271.75
377,42.0,4536.0,1305.25
378,36.0,9270.0,4135.5
379,41.0,8604.0,3610.75
380,42.0,6642.0,3921.0
381,65.0,4116.0,1125.25
382,77.0,3702.0,1030.5
383,227.0,10602.0,2935.75
384,135.0,2964.0,870.25
385,84.0,6732.0,2450.75
386,153.0,4116.0,2381.25
387,65.0,6078.0,1599.5
388,65.0,8142.0,3691.25
389,71.0,4224.0,1674.5
390,77.0,2826.0,775.5
391,65.0,6228.0,1650.25
392,80.0,6072.0,2029.0
393,63.0,6528.0,2556.75
394,110.0,2442.0,714.25
395,119.0,7554.0,3605.75
396,47.0,2862.0,1168.75
397,236.0,5430.0,1541.25
398,107.0,339.0,180.75
399,42.0,2562.0,1018.25
400,59.0,7296.0,1978.75
401,75.0,3240.0,883.25
402,47.0,159.0,97.0
403,111.0,7716.0,2286.75
404,101.0,7116.0,3319.25
405,77.0,2874.0,796.75
406,125.0,3972.0,1186.5
407,47.0,2994.0,798.0
408,53.0,1290.0,375.0
409,59.0,203.0,120.75
410,65.0,1599.0,541.25
411,92.0,9480.0,3511.0
412,53.0,5340.0,1406.25
413,323.0,5874.0,3605.75
414,71.0,7890.0,2926.25
415,41.0,9504.0,3821.75
416,65.0,5298.0,3062.75
417,77.0,4998.0,1774.5
418,69.0,5610.0,1635.5
419,71.0,198.0,115.75
420,42.0,9402.0,2434.25
421,86.0,234.0,158.25
422,71.0,4896.0,2166.5
423,77.0,180.0,145.75
424,197.0,5028.0,3734.75
425,65.0,6234.0,2435.0
426,98.0,350.0,184.0
427,63.0,1392.0,398.75
428,74.0,6720.0,1918.5
429,77.0,122.0,100.0
430,68.0,2163.0,600.0
431,65.0,3342.0,939.25
432,65.0,4368.0,1869.5
433,42.0,3198.0,980.25
434,99.0,3618.0,1015.75
435,65.0,282.0,126.75
436,36.0,8202.0,4114.5
437,113.0,3402.0,951.75
438,152.0,5370.0,2299.25
439,53.0,9330.0,3595.25
440,57.0,585.0,210.5
441,47.0,9444.0,4952.75
442,53.0,6132.0,2174.0
443,153.0,8232.0,3966.75
444,63.0,5592.0,1642.25
445,65.0,422.0,174.5
446,309.0,5058.0,3326.25
447,57.0,6624.0,2543.25
448,57.0,2982.0,811.75
449,36.0,3198.0,1069.25
450,98.0,3342.0,946.0
451,111.0,786.0,302.75
452,101.0,741.0,270.0
453,77.0,357.0,170.5
454,78.0,164.0,130.0
455,68.0,2472.0,766.0
456,36.0,1353.0,538.75
457,41.0,954.0,484.0
458,53.0,6444.0,1674.25
459,57.0,636.0,233.75
460,77.0,753.0,434.5
461,65.0,131.0,91.75
462,63.0,732.0,328.75
463,65.0,6804.0,3791.75
464,41.0,6738.0,1766.25
465,59.0,5322.0,1819.0
466,77.0,5310.0,1425.0
467,122.0,4170.0,1890.25
468,297.0,5508.0,3381.75
469,42.0,4014.0,1058.75
470,87.0,8406.0,2924.75
471,77.0,4398.0,1701.5
472,65.0,4254.0,1120.0
473,63.0,558.0,194.75
474,42.0,5634.0,3323.25
475,86.0,10830.0,4242.5
476,65.0,1137.0,353.5
477,77.0,3096.0,977.5
478,36.0,5640.0,3994.5
479,261.0,5748.0,3416.25
480,212.0,8472.0,4221.5
481,59.0,7326.0,3940.25
482,335.0,4488.0,1422.75
483,104.0,1800.0,905.0
484,225.0,8616.0,3102.0
485,77.0,6624.0,1830.5
486,75.0,2256.0,640.25
487,80.0,10230.0,4121.0
488,116.0,150.0,131.25
489,47.0,7410.0,3986.75
490,41.0,4878.0,1263.25
491,65.0,3456.0,954.75
492,71.0,6768.0,3593.0
493,102.0,3096.0,881.5
494,53.0,6774.0,3422.75
495,95.0,5838.0,3419.75
496,77.0,885.0,322.25
497,36.0,5118.0,2424.75
498,62.0,3864.0,1149.25
499,90.0,663.0,254.0
500,135.0,1392.0,494.75
501,47.0,9258.0,3985.25
502,284.0,8664.0,4277.0
503,53.0,6372.0,3051.5
504,36.0,10026.0,4157.0
505,75.0,3636.0,1044.25
506,65.0,5772.0,1504.75
507,36.0,113.0,78.0
508,47.0,7878.0,2056.75
509,71.0,4170.0,1142.25
510,71.0,4368.0,1174.75
511,74.0,8994.0,3267.25
512,350.0,9972.0,3572.5
513,203.0,5400.0,1627.75
514,36.0,1668.0,461.0
515,36.0,7842.0,2155.25
516,41.0,7080.0,3823.25
517,87.0,5208.0,3468.75
518,173.0,2952.0,916.75
519,65.0,6468.0,2986.0
520,57.0,9060.0,3967.25
521,81.0,996.0,365.5
522,41.0,4878.0,1260.75
523,71.0,5466.0,2688.5
524,36.0,3924.0,1020.5
525,75.0,7614.0,3102.0
526,122.0,3552.0,1546.25
527,47.0,6108.0,3506.75
528,41.0,6666.0,3357.5
529,47.0,6714.0,2297.0
530,36.0,5640.0,1452.5
531,41.0,2238.0,785.5
532,110.0,6504.0,1781.0
533,65.0,387.0,232.75
534,135.0,1860.0,581.5
535,36.0,642.0,281.25
536,47.0,3126.0,915.0
537,98.0,3096.0,1654.0
538,42.0,6432.0,4044.0
539,86.0,6204.0,3080.0
540,63.0,6594.0,4125.75
541,77.0,4008.0,1074.25
542,191.0,8244.0,4619.75
543,126.0,4032.0,1138.0
544,123.0,5466.0,3003.0
545,36.0,5544.0,1882.5
546,131.0,5802.0,3072.5
547,149.0,2958.0,860.5
548,68.0,3840.0,1167.75
549,210.0,6684.0,3639.0
550,42.0,645.0,249.25
551,77.0,165.0,123.0
552,158.0,11202.0,4767.5
553,126.0,5946.0,3396.0
554,144.0,11034.0,3386.0
555,135.0,3924.0,1096.25
556,41.0,7242.0,2537.0
557,113.0,3960.0,1150.75
558,153.0,6294.0,3075.75
559,176.0,6600.0,2548.25
560,77.0,3408.0,1048.5
561,65.0,4446.0,1221.0
562,174.0,3378.0,1106.0
563,209.0,5238.0,2204.0
564,104.0,5046.0,2859.5
565,53.0,137.0,90.75
566,47.0,7116.0,1850.25
567,65.0,6972.0,3122.0
568,36.0,6810.0,3810.0
569,87.0,342.0,170.75
570,318.0,8922.0,3134.75
571,71.0,7506.0,2155.75
572,59.0,4668.0,1288.5
573,41.0,7242.0,3614.75
574,116.0,1437.0,476.0
575,47.0,8682.0,4258.25
576,84.0,5340.0,2747.25
577,219.0,5988.0,3279.75
578,113.0,8316.0,3749.75
579,36.0,7662.0,3393.0
580,65.0,203.0,120.0
581,135.0,7830.0,2920.25
582,36.0,8946.0,3930.75
583,360.0,4506.0,2968.5
584,65.0,990.0,405.25
585,41.0,4008.0,1065.25
586,57.0,5004.0,1331.0
587,41.0,2964.0,787.75
588,71.0,4596.0,2112.5
589,47.0,8124.0,3400.75
590,57.0,7446.0,3185.0
591,42.0,3132.0,902.0
592,36.0,6006.0,2989.25
593,42.0,1488.0,434.5
594,47.0,6012.0,2845.0
595,494.0,12246.0,4387.25
596,152.0,5550.0,3330.5
597,69.0,8784.0,3253.5
598,110.0,6006.0,2414.5
599,41.0,9702.0,4199.75
600,360.0,10092.0,3622.5
601,155.0,7194.0,3115.0
602,260.0,5610.0,1613.5
603,102.0,11688.0,3639.75
604,131.0,7812.0,4531.25
605,71.0,4722.0,1247.75
606,36.0,8652.0,3237.0
607,107.0,9168.0,2526.75
608,138.0,9852.0,3541.25
609,53.0,6558.0,1710.25
610,92.0,4764.0,2415.25
611,107.0,8442.0,3058.25
612,89.0,311.0,201.0
613,57.0,3954.0,1085.5
614,170.0,9378.0,3472.75
615,75.0,2202.0,628.25
616,71.0,1218.0,577.75
617,41.0,402.0,157.5
618,524.0,7350.0,2683.25
619,342.0,6684.0,4026.0
620,126.0,4740.0,2413.5
621,59.0,464.0,276.25
622,146.0,369.0,213.25
623,123.0,5022.0,2634.75
624,47.0,3420.0,927.75
625,36.0,6252.0,2261.75
626,53.0,6750.0,1753.5
627,41.0,7506.0,3205.25
628,53.0,8838.0,3111.5
629,77.0,3108.0,844.0
630,425.0,8280.0,3902.75
631,59.0,5610.0,1567.5
632,77.0,5142.0,1404.75
633,71.0,3216.0,997.0
634,126.0,5520.0,3070.5
635,53.0,200.0,99.75
636,98.0,1677.0,565.25
637,171.0,5748.0,3417.75
638,71.0,6126.0,3059.75
639,77.0,3222.0,873.25
640,59.0,4788.0,2824.25
641,42.0,3258.0,1158.25
642,53.0,5292.0,3652.25
643,41.0,7818.0,3379.25
644,615.0,3444.0,2310.75
645,156.0,3126.0,925.0
646,71.0,278.0,148.25
647,108.0,4344.0,1203.25
648,36.0,8094.0,3130.5
649,141.0,1146.0,417.25
650,53.0,7068.0,3821.75
651,75.0,3660.0,988.75
652,164.0,6786.0,3133.25
653,71.0,3558.0,1914.25
654,404.0,5028.0,2042.75
655,131.0,978.0,355.5
656,36.0,5928.0,1617.5
657,42.0,6228.0,2649.5
658,147.0,3156.0,1610.0
659,53.0,9222.0,2766.5
660,65.0,6738.0,1875.25
661,65.0,1557.0,449.5
662,59.0,1125.0,650.0
663,98.0,4452.0,1299.0
664,41.0,7710.0,3745.25
665,62.0,6852.0,1786.0
666,63.0,843.0,320.5
667,36.0,7524.0,2924.25
668,41.0,6060.0,1571.0
669,221.0,3552.0,1151.75
670,98.0,6702.0,3137.0
671,75.0,8286.0,3554.25
672,71.0,108.0,91.75
673,42.0,5334.0,1393.75
674,113.0,7740.0,2458.0
675,63.0,7866.0,3747.75
676,42.0,6606.0,2441.75
677,69.0,2772.0,793.25
678,41.0,1317.0,601.0
679,41.0,7194.0,3407.75
680,71.0,3228.0,890.25
681,41.0,2376.0,650.5
682,723.0,4578.0,1835.5
683,143.0,3906.0,1121.25
684,36.0,2304.0,754.75
685,90.0,10410.0,4384.5
686,65.0,4860.0,2489.5
687,41.0,7662.0,1969.5
688,74.0,7326.0,4046.0
689,36.0,8190.0,4189.5
690,63.0,5340.0,1470.25
691,36.0,4848.0,1718.25
692,173.0,8004.0,2981.75
693,162.0,6018.0,1715.0
694,105.0,9972.0,3986.25
695,77.0,4512.0,1238.5
696,110.0,5532.0,2156.75
697,104.0,2127.0,745.0
698,41.0,4596.0,1206.25
699,114.0,6060.0,2937.0
700,41.0,4626.0,1222.0
701,71.0,8892.0,3700.25
702,59.0,3270.0,925.75
703,41.0,423.0,219.25
704,77.0,6864.0,2462.0
705,89.0,5874.0,2113.25
706,69.0,1830.0,539.5
707,89.0,4056.0,1730.5
708,108.0,6372.0,3732.0
709,42.0,4068.0,1114.75
710,53.0,5118.0,2243.0
711,233.0,5184.0,2021.0
712,89.0,6300.0,3076.25
713,581.0,6270.0,2467.25
714,78.0,2724.0,748.0
715,36.0,5994.0,2182.5
716,413.0,10560.0,3712.25
717,42.0,2331.0,896.0
718,240.0,6576.0,2213.25
719,71.0,6582.0,2366.75
720,113.0,8424.0,4349.75
721,47.0,7038.0,3033.5
722,63.0,3696.0,1009.0
723,137.0,5820.0,3026.0
724,98.0,3900.0,1997.0
725,47.0,1074.0,448.0
726,75.0,9660.0,3432.75
727,102.0,5910.0,3102.0
728,390.0,3294.0,1456.25
729,201.0,7224.0,3200.25
730,71.0,3648.0,1059.25
731,341.0,5148.0,1554.25
732,102.0,4212.0,1159.0
733,98.0,8400.0,3645.5
734,104.0,4974.0,2655.5
735,65.0,7956.0,2868.25
736,267.0,5526.0,2276.75
737,77.0,339.0,190.25
738,134.0,4272.0,1245.75
739,120.0,6354.0,2836.5
740,86.0,7326.0,3161.0
741,41.0,7452.0,3926.75
