episode,min_total_days,max_total_days,average_total_days
742,41.0,2310.0,911.75
743,47.0,7044.0,2392.0
744,41.0,8238.0,3854.75
745,57.0,1272.0,416.25
746,57.0,3840.0,1020.5
747,305.0,1932.0,731.75
748,101.0,9486.0,2486.5
749,176.0,8130.0,2984.75
750,140.0,557.0,252.5
751,53.0,7542.0,3629.75
752,258.0,4536.0,1362.25
753,141.0,9216.0,3366.0
754,47.0,1971.0,549.75
755,141.0,6348.0,3654.75
756,41.0,5256.0,2628.5
757,608.0,13596.0,4869.25
758,77.0,3510.0,956.75
759,114.0,555.0,320.0
760,71.0,393.0,192.75
761,53.0,5598.0,1457.5
762,36.0,5586.0,2968.5
763,53.0,3018.0,834.25
764,53.0,7740.0,3812.75
765,59.0,2916.0,874.25
766,41.0,318.0,129.0
767,71.0,4992.0,1474.75
768,41.0,234.0,105.25
769,114.0,5076.0,1399.75
770,42.0,6174.0,1874.0
771,63.0,6054.0,1663.25
772,596.0,9162.0,3608.0
773,47.0,4182.0,2066.0
774,41.0,3054.0,826.75
775,77.0,3960.0,2029.0
776,203.0,6318.0,2422.25
777,150.0,1140.0,495.25
778,108.0,903.0,363.25
779,36.0,7596.0,3675.0
780,65.0,3480.0,1322.0
781,59.0,8844.0,2301.75
782,78.0,498.0,216.5
783,63.0,7140.0,2616.75
784,42.0,5388.0,1637.0
785,185.0,4308.0,3031.25
786,77.0,3612.0,1123.75
787,71.0,5664.0,1522.0
788,71.0,4026.0,1156.5
789,77.0,2868.0,1001.5
790,80.0,3294.0,968.5
791,383.0,6180.0,3020.75
792,59.0,393.0,181.25
793,71.0,567.0,210.0
794,59.0,3900.0,1245.75
795,237.0,5814.0,1685.75
796,71.0,8904.0,3433.0
797,69.0,7296.0,3017.25
798,41.0,4170.0,1090.5
799,47.0,5154.0,1980.5
800,71.0,3852.0,1043.5
801,36.0,8520.0,2873.75
802,158.0,2880.0,865.75
803,42.0,7530.0,2922.5
804,69.0,8502.0,3463.5
805,41.0,2007.0,566.25
806,71.0,137.0,98.0
807,89.0,5160.0,1522.0
808,71.0,7068.0,1884.75
809,47.0,8082.0,3910.25
810,71.0,6144.0,2721.25
811,74.0,4068.0,1137.0
812,65.0,498.0,358.25
813,101.0,7692.0,3623.75
814,41.0,4074.0,1106.75
815,77.0,510.0,197.5
816,116.0,2970.0,837.75
817,57.0,291.0,130.25
818,75.0,687.0,235.25
819,177.0,1938.0,705.5
820,71.0,194.0,118.75
821,47.0,2934.0,816.0
822,77.0,5040.0,1387.75
823,86.0,6654.0,2291.0
824,87.0,1287.0,452.0
825,92.0,5100.0,1857.25
826,57.0,5646.0,1487.75
827,53.0,6318.0,2426.5
828,71.0,5076.0,2213.5
829,65.0,504.0,200.25
830,113.0,9960.0,3183.5
831,77.0,2694.0,1625.5
832,75.0,5220.0,1907.0
833,41.0,315.0,127.5
834,138.0,3342.0,1111.5
835,236.0,6420.0,3977.0
836,36.0,5190.0,2625.5
837,69.0,4506.0,1185.5
838,123.0,6156.0,3209.25
839,134.0,957.0,370.75
840,41.0,5496.0,2089.25
841,108.0,5916.0,2619.75
842,65.0,347.0,173.75
843,41.0,2868.0,1033.0
844,57.0,1689.0,489.5
845,252.0,2346.0,788.5
846,104.0,8064.0,2945.5
847,158.0,6744.0,2360.75
848,59.0,5376.0,1542.75
849,65.0,2730.0,1042.75
850,41.0,7176.0,1858.25
851,36.0,7344.0,2663.0
852,77.0,450.0,265.0
853,41.0,7890.0,2949.25
854,77.0,2952.0,858.25
855,77.0,6516.0,2039.75
856,147.0,6720.0,4134.75
857,95.0,7524.0,2781.5
858,65.0,6804.0,1771.75
859,71.0,5898.0,2412.25
860,77.0,1260.0,414.25
861,125.0,10950.0,3817.75
862,36.0,4062.0,1145.0
863,119.0,10944.0,2884.0
864,143.0,6444.0,3805.25
865,104.0,9648.0,3290.0
866,53.0,77.0,65.5
867,77.0,384.0,204.5
868,74.0,2916.0,851.25
869,42.0,2874.0,1327.25
870,77.0,3444.0,1218.75
871,65.0,8028.0,3698.75
872,129.0,5196.0,3009.75
873,288.0,6762.0,2575.25
874,80.0,8730.0,3661.25
875,41.0,114.0,80.5
876,287.0,4536.0,2022.5
877,41.0,5310.0,1364.5
878,41.0,10506.0,4094.75
879,77.0,315.0,213.25
880,57.0,9000.0,4571.25
881,825.0,11082.0,3977.0
882,53.0,10296.0,4084.25
883,129.0,7044.0,2639.25
884,108.0,6732.0,2403.5
885,104.0,2886.0,1142.75
886,47.0,3804.0,1139.5
887,194.0,5586.0,1568.25
888,41.0,96.0,79.25
889,120.0,4206.0,1213.25
890,69.0,2178.0,730.75
891,107.0,7116.0,4042.25
892,155.0,9390.0,3178.25
893,71.0,482.0,272.25
894,42.0,9672.0,3267.5
