day,baseline,egalitarian,maximin,utilitarian,all_principles
1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.009,0.001,0.004,0.003,0.005
3.0,0.024,0.003,0.043,0.009,0.048
4.0,0.037,0.011,0.097,0.01,0.064
5.0,0.088,0.041,0.143,0.124,0.148
6.0,0.195,0.267,0.257,0.453,0.33
7.0,0.325,0.482,0.448,0.654,0.503
8.0,0.539,0.648,0.778,0.808,0.711
9.0,0.741,0.894,0.918,0.889,0.822
10.0,1.0615384615384615,1.0770128354725788,1.0850340136054422,1.0248306997742664,1.1526104417670682
11.0,1.1316526610644257,1.192532088681447,1.1462585034013606,1.1399548532731376,1.239946380697051
12.0,1.2591036414565826,1.411901983663944,1.2619047619047619,1.4108352144469527,1.386058981233244
13.0,1.4075630252100841,1.631271878646441,1.4478458049886622,1.608352144469526,1.5281501340482573
14.0,1.6624649859943978,1.7981330221703618,1.6791383219954648,1.752821670428894,1.6997319034852547
15.0,1.8557422969187676,1.9789964994165694,1.844671201814059,1.8803611738148984,1.7935656836461127
16.0,2.1033274956217163,2.181462140992167,2.1141226818830243,2.0471821756225426,2.24750499001996
17.0,2.178633975481611,2.327676240208877,2.1914285714285713,2.187418086500655,2.3592814371257487
18.0,2.297723292469352,2.5417754569190603,2.3114285714285714,2.419397116644823,2.510978043912176
19.0,2.455341506129597,2.7284595300261096,2.49,2.581913499344692,2.6487025948103793
20.0,2.6532399299474605,2.881201044386423,2.7014285714285715,2.739187418086501,2.820359281437126
21.0,2.8473684210526318,3.0679738562091505,2.855714285714286,2.875491480996068,2.93
22.0,3.1176470588235294,3.275320970042796,3.165745856353591,3.067901234567901,3.379781420765027
23.0,3.183257918552036,3.4379457917261056,3.248618784530387,3.175925925925926,3.4754098360655736
24.0,3.3076923076923075,3.6319543509272467,3.3609576427255985,3.390432098765432,3.6147540983606556
25.0,3.4705882352941178,3.833095577746077,3.58195211786372,3.5694444444444446,3.797814207650273
26.0,3.728506787330317,3.9800285306704706,3.758747697974217,3.7253086419753085,3.953551912568306
27.0,3.8800904977375565,4.131616595135909,3.940959409594096,3.8503086419753085,4.06353591160221
28.0,4.16056338028169,4.346564885496183,4.212814645308924,4.090566037735849,4.498181818181818
29.0,4.247887323943662,4.519083969465649,4.274599542334096,4.222641509433962,4.629090909090909
30.0,4.371830985915493,4.702290076335878,4.4302059496567505,4.445283018867925,4.752727272727273
31.0,4.554929577464788,4.885496183206107,4.606407322654462,4.59811320754717,4.883636363636364
32.0,4.735211267605634,5.019847328244275,4.775743707093821,4.7679245283018865,5.014545454545455
33.0,4.909090909090909,5.175115207373272,4.935632183908046,4.911153119092628,5.151851851851852
34.0,5.1689655172413795,5.411570247933884,5.272455089820359,5.11453744493392,5.6084905660377355
35.0,5.272413793103448,5.580165289256199,5.410179640718563,5.26431718061674,5.735849056603773
36.0,5.413793103448276,5.768595041322314,5.583832335329341,5.460352422907489,5.886792452830188
37.0,5.589655172413793,5.917355371900826,5.751497005988024,5.621145374449339,6.047169811320755
38.0,5.76551724137931,6.067768595041322,5.913173652694611,5.790748898678414,6.1745283018867925
39.0,5.930313588850174,6.233830845771144,6.096096096096096,5.922907488986784,6.346153846153846
40.0,6.163179916317992,6.481012658227848,6.413919413919414,6.1395348837209305,6.809523809523809
41.0,6.2510460251046025,6.641952983725136,6.553113553113553,6.260981912144703,6.946428571428571
42.0,6.435146443514644,6.808318264014466,6.681318681318682,6.452196382428941,7.083333333333333
43.0,6.606694560669456,6.998191681735985,6.8791208791208796,6.609819121447028,7.255952380952381
44.0,6.845188284518828,7.142857142857143,7.0256410256410255,6.757105943152455,7.398809523809524
45.0,7.029535864978903,7.3248638838475495,7.198529411764706,6.9147286821705425,7.573170731707317
46.0,7.252427184466019,7.597222222222222,7.579185520361991,7.1713395638629285,7.875862068965517
47.0,7.398058252427185,7.775793650793651,7.678733031674208,7.275,8.048275862068966
48.0,7.538834951456311,7.930555555555555,7.868778280542986,7.49375,8.193103448275862
49.0,7.718446601941747,8.079365079365079,8.013574660633484,7.690625,8.358620689655172
50.0,7.87378640776699,8.212301587301587,8.16289592760181,7.84375,8.537931034482758
51.0,8.039408866995075,8.414342629482071,8.293577981651376,7.981191222570533,8.748251748251748
52.0,8.281609195402298,8.753880266075388,8.661375661375661,8.173285198555957,8.984962406015038
53.0,8.385057471264368,8.962305986696231,8.804232804232804,8.339350180505415,9.172932330827068
54.0,8.568965517241379,9.12860310421286,8.952380952380953,8.487364620938628,9.360902255639099
55.0,8.71264367816092,9.279379157427938,9.100529100529101,8.664259927797834,9.541353383458647
56.0,8.862068965517242,9.416851441241684,9.275132275132275,8.851985559566787,9.661654135338345
57.0,9.017441860465116,9.608501118568233,9.422459893048128,8.953068592057761,9.8359375
58.0,9.319148936170214,9.878859857482185,9.68235294117647,9.206140350877194,10.10655737704918
59.0,9.404255319148936,10.061757719714965,9.8,9.324561403508772,10.245901639344263
60.0,9.581560283687944,10.20190023752969,9.994117647058824,9.491228070175438,10.39344262295082
61.0,9.75177304964539,10.382422802850357,10.176470588235293,9.706140350877194,10.598360655737705
62.0,9.921985815602836,10.53206650831354,10.294117647058824,9.855263157894736,10.778688524590164
63.0,10.08695652173913,10.759615384615385,10.512048192771084,9.995594713656388,10.974576271186441
64.0,10.398230088495575,11.025773195876289,10.806451612903226,10.23157894736842,11.163793103448276
65.0,10.504424778761061,11.185567010309278,10.929032258064517,10.384210526315789,11.267241379310345
66.0,10.690265486725664,11.352727272727273,11.109677419354838,10.573684210526316,11.422413793103448
