episode,min_total_days,max_total_days,average_total_days
880,47.0,6390.0,2827.75
881,62.0,3630.0,1206.5
882,41.0,7530.0,3229.25
883,126.0,6336.0,3591.0
884,71.0,1245.0,379.0
885,36.0,5454.0,3367.5
886,120.0,4890.0,2276.75
887,41.0,7176.0,3286.25
888,119.0,5760.0,2605.25
889,110.0,5916.0,2569.25
890,42.0,8880.0,3806.0
891,201.0,6888.0,3238.25
892,419.0,8562.0,4355.75
893,36.0,7494.0,2077.25
894,77.0,6534.0,2867.0
895,41.0,6114.0,2688.5
896,57.0,597.0,264.0
897,81.0,7050.0,2959.25
898,89.0,6000.0,2594.75
899,108.0,960.0,447.0
900,393.0,6054.0,3180.75
901,65.0,785.0,260.25
902,36.0,7266.0,4074.0
903,36.0,7152.0,1904.75
904,71.0,3024.0,1036.0
905,114.0,4938.0,2571.0
906,47.0,7572.0,3749.5
907,71.0,7170.0,1860.25
908,80.0,5784.0,1645.75
909,140.0,531.0,345.25
910,278.0,1284.0,634.0
911,282.0,6666.0,3631.5
912,47.0,6672.0,3877.25
913,137.0,3534.0,1005.25
914,104.0,3720.0,1682.0
915,207.0,7932.0,4320.75
916,162.0,7626.0,3865.5
917,53.0,248.0,149.0
918,36.0,179.0,100.75
919,57.0,7926.0,2164.75
920,74.0,5814.0,3098.0
921,357.0,6828.0,2177.25
922,36.0,4902.0,2345.25
923,93.0,9078.0,3136.5
924,68.0,6114.0,2418.5
925,47.0,5262.0,2337.5
926,36.0,5370.0,2131.25
927,86.0,606.0,362.0
928,77.0,5406.0,2278.75
929,59.0,4140.0,1084.75
930,71.0,323.0,143.0
931,63.0,6270.0,1923.75
932,122.0,813.0,516.25
933,150.0,10818.0,4287.0
934,164.0,1020.0,464.5
935,63.0,1154.0,344.5
936,47.0,3876.0,1891.75
937,90.0,6780.0,4525.5
938,120.0,4422.0,2889.0
939,41.0,5934.0,2990.75
940,129.0,5904.0,3249.75
941,234.0,5688.0,2884.5
942,69.0,7044.0,3213.75
943,65.0,471.0,198.75
944,159.0,4764.0,2449.5
945,47.0,9210.0,3198.5
946,71.0,7308.0,1980.5
947,36.0,8010.0,3227.25
948,89.0,7206.0,3310.25
949,96.0,866.0,293.5
950,77.0,3132.0,1157.5
951,86.0,5160.0,1552.0
952,80.0,2490.0,724.5
953,42.0,5418.0,2283.0
954,53.0,684.0,271.25
955,42.0,7884.0,4036.5
956,59.0,4260.0,2179.0
957,96.0,5730.0,3208.5
958,63.0,1041.0,381.5
959,93.0,5802.0,2810.25
960,98.0,4056.0,1493.5
961,42.0,7098.0,3946.5
962,129.0,5070.0,2502.75
963,215.0,8646.0,3260.0
964,77.0,291.0,146.0
965,47.0,1179.0,664.75
966,651.0,9246.0,4509.75
967,138.0,7962.0,3641.75
968,41.0,7938.0,3926.0
969,36.0,8466.0,3685.5
970,42.0,6954.0,3122.75
971,218.0,5808.0,2809.25
972,114.0,7398.0,4180.5
973,93.0,6366.0,3059.0
974,36.0,6090.0,2593.5
975,42.0,7416.0,3750.5
976,41.0,5550.0,1462.25
977,195.0,7476.0,3065.25
978,252.0,7728.0,3463.5
979,42.0,7122.0,3309.75
980,104.0,3582.0,1198.75
981,69.0,7476.0,3858.75
982,141.0,5496.0,3791.25
983,65.0,6810.0,1972.75
984,95.0,5802.0,2306.75
985,41.0,6606.0,3199.25
986,41.0,6630.0,3026.0
987,201.0,7146.0,3373.5
988,36.0,8016.0,3105.75
989,71.0,5760.0,1534.75
990,204.0,8820.0,2992.25
991,68.0,4896.0,2236.25
992,75.0,6102.0,3025.5
993,77.0,7080.0,1829.5
994,80.0,5376.0,2115.5
995,135.0,5700.0,3084.75
996,41.0,7002.0,3919.25
997,210.0,7602.0,3846.0
998,210.0,10692.0,4330.5
999,80.0,7092.0,2827.25
1000,59.0,417.0,175.75
