episode,min_days,max_days,average_days,total_days,min_berries,max_berries,average_berries,total_berries,min_days_survived,max_days_survived,average_days_survived,total_days_survived
336,75.0,9240.0,2456.0,9824.0,1,45,14.25,57,15,200,73.25,293
337,36.0,9168.0,3475.5,13902.0,0,46,21.5,86,9,200,107.5,430
338,36.0,348.0,144.25,577.0,0,7,3.0,12,9,32,19.25,77
339,258.0,8454.0,2416.0,9664.0,6,44,17.5,70,45,200,92.75,371
340,36.0,6516.0,2689.5,10758.0,0,43,20.5,82,9,200,107.5,430
341,198.0,8748.0,3296.75,13187.0,4,43,22.75,91,33,200,116.5,466
342,42.0,6240.0,1636.25,6545.0,0,43,12.25,49,9,200,62.5,250
343,41.0,7986.0,3299.75,13199.0,1,44,21.25,85,9,200,107.5,430
344,36.0,6132.0,1600.5,6402.0,0,42,12.0,48,9,200,65.75,263
345,63.0,7602.0,1973.75,7895.0,1,44,12.25,49,15,200,62.75,251
346,36.0,8772.0,2282.0,9128.0,0,43,12.25,49,9,200,64.25,257
347,77.0,6312.0,3287.75,13151.0,1,40,24.0,96,9,200,128.5,514
348,108.0,6312.0,1960.25,7841.0,2,43,17.75,71,21,200,95.5,382
349,36.0,9060.0,3571.5,14286.0,0,44,21.25,85,9,200,107.5,430
350,81.0,10758.0,4865.25,19461.0,1,46,24.25,97,15,200,115.0,460
351,81.0,7176.0,2673.0,10692.0,1,42,21.0,84,15,200,113.5,454
352,147.0,8178.0,2522.75,10091.0,3,45,18.0,72,27,200,95.5,382
353,81.0,7170.0,2002.5,8010.0,1,38,13.0,52,15,200,74.5,298
354,96.0,7578.0,3124.5,12498.0,2,42,21.25,85,21,200,113.25,453
355,42.0,8454.0,2368.25,9473.0,0,44,15.25,61,9,200,80.5,322
356,63.0,8472.0,2209.5,8838.0,1,44,12.5,50,15,200,65.5,262
357,36.0,7884.0,2007.5,8030.0,0,42,11.0,44,9,200,58.25,233
358,119.0,9480.0,2878.75,11515.0,3,46,19.5,78,21,200,100.0,400
359,42.0,7698.0,3441.0,13764.0,0,44,23.75,95,9,200,122.5,490
360,119.0,9810.0,2593.25,10373.0,3,47,14.5,58,21,200,71.75,287
361,207.0,7830.0,2138.5,8554.0,3,44,15.0,60,27,200,77.75,311
362,282.0,11658.0,4445.25,17781.0,6,49,25.5,102,45,200,124.0,496
363,114.0,9354.0,3658.5,14634.0,2,45,23.0,92,21,200,116.5,466
364,102.0,6438.0,1762.25,7049.0,2,43,13.5,54,21,200,71.75,287
365,41.0,5826.0,2733.5,10934.0,1,39,19.5,78,9,200,106.0,424
366,201.0,7608.0,2153.0,8612.0,4,43,16.0,64,26,200,85.0,340
367,36.0,6060.0,1565.0,6260.0,0,41,11.25,45,9,200,61.25,245
368,47.0,11496.0,4034.75,16139.0,1,49,25.5,102,9,200,134.25,537
369,168.0,6630.0,1939.25,7757.0,4,43,16.5,66,33,200,89.5,358
370,65.0,5220.0,1444.25,5777.0,1,41,13.5,54,9,200,74.75,299
371,243.0,9948.0,3788.25,15153.0,5,46,23.5,94,39,200,121.0,484
372,36.0,6624.0,2732.25,10929.0,0,42,20.0,80,9,200,106.0,424
373,357.0,13692.0,5294.25,21177.0,6,48,26.25,105,44,200,123.75,495
374,36.0,4920.0,2537.25,10149.0,0,40,24.5,98,9,200,133.0,532
375,36.0,6852.0,3367.5,13470.0,0,42,22.5,90,9,200,113.5,454
376,80.0,9564.0,2487.75,9951.0,2,45,13.5,54,15,200,65.75,263
377,80.0,8454.0,2287.75,9151.0,2,42,13.25,53,15,200,70.0,280
378,63.0,6744.0,3479.25,13917.0,1,42,24.25,97,15,200,126.75,507
379,164.0,7110.0,2965.25,11861.0,4,45,23.5,94,27,200,119.5,478
380,47.0,2022.0,626.0,2504.0,1,26,9.0,36,9,165,61.5,246
381,96.0,7926.0,3297.75,13191.0,2,44,23.0,92,21,200,117.75,471
382,125.0,5862.0,2824.75,11299.0,3,40,27.0,108,21,200,148.0,592
383,119.0,6816.0,2124.5,8498.0,3,43,18.0,72,21,200,96.75,387
384,47.0,6102.0,1654.25,6617.0,1,42,13.25,53,9,200,71.75,287
385,69.0,10056.0,4194.0,16776.0,1,46,23.0,92,15,200,110.5,442
386,81.0,6810.0,1788.5,7154.0,1,42,12.0,48,15,200,64.25,257
387,102.0,7872.0,2133.5,8534.0,2,44,14.5,58,21,200,76.25,305
388,36.0,6192.0,3066.5,12266.0,0,43,22.0,88,9,200,112.0,448
389,258.0,7860.0,3102.75,12411.0,5,42,23.0,92,39,200,121.0,484
390,36.0,9084.0,3242.25,12969.0,0,42,21.75,87,9,200,118.0,472
391,63.0,9408.0,3952.25,15809.0,1,47,23.25,93,15,200,110.5,442
392,86.0,8616.0,2326.0,9304.0,2,44,14.25,57,15,200,71.5,286
393,140.0,6516.0,3076.25,12305.0,4,42,22.5,90,27,200,116.5,466
394,114.0,8082.0,4014.75,16059.0,2,45,23.0,92,21,200,115.0,460
395,36.0,2994.0,800.0,3200.0,0,37,10.25,41,9,200,61.25,245
396,86.0,9048.0,3488.75,13955.0,1,47,21.75,87,15,200,107.5,430
397,68.0,8274.0,2200.0,8800.0,2,45,14.0,56,15,200,68.75,275
398,171.0,5676.0,1647.75,6591.0,3,37,13.25,53,27,200,79.0,316
399,36.0,9606.0,3791.25,15165.0,0,48,22.75,91,9,200,109.0,436
400,65.0,6810.0,1799.0,7196.0,1,44,13.0,52,9,200,67.25,269
401,402.0,10872.0,3070.25,12281.0,6,48,18.75,75,44,200,95.5,382
402,62.0,5904.0,1561.75,6247.0,2,41,12.0,48,15,200,64.25,257
403,183.0,9624.0,3242.25,12969.0,3,40,20.5,82,27,200,114.75,459
404,74.0,8832.0,2268.5,9074.0,1,43,11.75,47,15,200,61.25,245
405,75.0,9558.0,3713.25,14853.0,1,47,24.25,97,15,200,121.0,484
406,153.0,7848.0,2656.5,10626.0,3,38,18.75,75,27,200,110.5,442
407,183.0,8754.0,3048.75,12195.0,3,45,21.75,87,27,200,115.0,460
408,165.0,9030.0,3431.25,13725.0,3,40,21.75,87,27,200,121.0,484
409,531.0,6822.0,2888.25,11553.0,11,42,26.5,106,75,200,144.75,579
410,36.0,8754.0,2218.0,8872.0,0,45,11.75,47,9,200,56.75,227
411,42.0,8010.0,2175.5,8702.0,0,43,13.25,53,9,200,70.0,280
412,36.0,9180.0,2366.0,9464.0,0,46,12.5,50,9,200,61.25,245
413,41.0,6798.0,3277.0,13108.0,1,44,22.0,88,9,200,104.5,418
414,42.0,8856.0,2366.5,9466.0,0,44,14.0,56,9,200,68.75,275
415,36.0,8712.0,2338.0,9352.0,0,46,15.0,60,9,200,74.75,299
416,128.0,8520.0,3137.75,12551.0,4,43,22.25,89,27,200,116.25,465
417,36.0,146.0,64.75,259.0,0,4,1.25,5,9,15,10.5,42
418,147.0,8616.0,2294.0,9176.0,3,45,14.25,57,27,200,73.25,293
419,69.0,10860.0,3863.75,15455.0,1,47,23.25,93,15,200,119.5,478
420,164.0,6378.0,1862.5,7450.0,4,41,15.25,61,27,200,83.5,334
421,74.0,8142.0,2123.75,8495.0,2,43,12.5,50,15,200,65.75,263
422,282.0,7140.0,2216.25,8865.0,4,40,18.0,72,32,200,102.75,411
423,36.0,8940.0,2373.75,9495.0,0,43,14.0,56,9,200,76.25,305
424,41.0,6588.0,2431.0,9724.0,1,42,21.0,84,9,200,110.5,442
425,36.0,8700.0,3585.0,14340.0,0,45,23.0,92,9,200,116.5,466
426,36.0,6324.0,2855.25,11421.0,0,42,21.25,85,9,200,112.0,448
427,93.0,7818.0,2984.25,11937.0,1,42,21.75,87,15,200,115.0,460
428,93.0,7068.0,3156.75,12627.0,1,43,22.25,89,15,200,115.0,460
429,36.0,7470.0,2066.0,8264.0,0,45,15.75,63,9,200,82.25,329
430,71.0,9258.0,2441.5,9766.0,1,44,13.0,52,9,200,65.5,262
431,174.0,8016.0,3308.25,13233.0,4,44,23.25,93,33,200,118.0,472
432,41.0,7212.0,2744.0,10976.0,1,41,20.0,80,9,200,106.0,424
433,41.0,10038.0,4452.5,17810.0,1,47,28.25,113,9,200,141.75,567
434,216.0,7896.0,3193.5,12774.0,4,46,27.75,111,33,200,146.5,586
435,98.0,10446.0,2932.0,11728.0,2,46,17.5,70,15,200,89.5,358
436,110.0,7008.0,1922.75,7691.0,2,42,13.75,55,15,200,74.5,298
437,36.0,6990.0,2904.0,11616.0,0,41,22.25,89,9,200,122.5,490
438,192.0,7638.0,2258.25,9033.0,4,42,16.5,66,33,200,90.75,363
439,36.0,9906.0,3246.5,12986.0,0,47,18.75,75,9,200,97.0,388
440,171.0,8076.0,3254.75,13019.0,3,46,23.25,93,27,200,116.5,466
441,102.0,8928.0,3340.25,13361.0,2,46,22.0,88,21,200,110.5,442
442,41.0,131.0,83.0,332.0,1,4,2.25,9,9,21,15.0,60
443,120.0,8982.0,2449.25,9797.0,2,45,16.25,65,21,200,83.75,335
444,57.0,8910.0,4131.0,16524.0,1,43,22.0,88,15,200,110.5,442
445,354.0,10776.0,4207.5,16830.0,6,46,26.25,105,45,200,134.5,538
446,102.0,8958.0,2356.25,9425.0,2,46,13.75,55,21,200,68.75,275
447,693.0,11082.0,4334.25,17337.0,17,46,32.0,128,111,200,174.75,699
448,149.0,8394.0,3719.5,14878.0,3,46,23.5,94,21,200,116.5,466
449,36.0,8634.0,2410.25,9641.0,0,45,16.25,65,9,200,83.5,334
450,303.0,11250.0,4107.0,16428.0,7,47,24.75,99,50,200,125.25,501
451,342.0,4638.0,2393.75,9575.0,6,39,23.5,94,45,200,128.5,514
452,42.0,10908.0,2779.25,11117.0,0,45,12.0,48,9,200,59.75,239
453,120.0,10044.0,2723.25,10893.0,2,46,15.25,61,21,200,79.0,316
454,69.0,8124.0,4121.25,16485.0,1,44,23.5,94,15,200,115.0,460
455,87.0,8208.0,3442.5,13770.0,1,45,22.0,88,15,200,110.5,442
456,155.0,8376.0,3679.0,14716.0,3,44,24.5,98,21,200,125.5,502
457,36.0,6990.0,2595.0,10380.0,0,40,19.5,78,9,200,107.5,430
458,47.0,8814.0,2342.0,9368.0,1,46,14.5,58,9,200,73.25,293
459,36.0,7842.0,2029.5,8118.0,0,46,12.5,50,9,200,62.75,251
460,36.0,7950.0,2893.5,11574.0,0,44,21.75,87,9,200,113.5,454
461,513.0,9204.0,3303.75,13215.0,10,45,26.25,105,68,200,138.75,555
462,62.0,8598.0,3382.0,13528.0,2,46,22.0,88,15,200,110.5,442
463,36.0,11220.0,4186.5,16746.0,0,47,22.5,90,9,200,110.5,442
464,36.0,7344.0,2717.25,10869.0,0,42,19.75,79,9,200,106.0,424
465,86.0,6078.0,2315.0,9260.0,2,37,19.25,77,15,200,109.0,436
466,75.0,6570.0,1903.0,7612.0,1,43,17.25,69,15,200,92.75,371
467,102.0,7734.0,2047.25,8189.0,2,44,13.25,53,21,200,68.75,275
468,69.0,7380.0,2943.75,11775.0,1,43,22.25,89,15,200,118.0,472
469,233.0,7020.0,2491.0,9964.0,5,43,23.0,92,33,200,125.5,502
470,125.0,8550.0,2419.75,9679.0,3,43,16.0,64,21,200,85.0,340
471,219.0,8034.0,2815.5,11262.0,5,45,23.75,95,39,200,131.5,526
472,144.0,8760.0,3844.5,15378.0,2,47,23.25,93,21,200,113.5,454
473,153.0,7770.0,4005.0,16020.0,3,45,25.75,103,27,200,128.5,514
474,74.0,9114.0,2471.5,9886.0,2,46,15.0,60,15,200,74.5,298
475,342.0,7260.0,3426.75,13707.0,6,43,25.25,101,45,200,133.0,532
476,36.0,10314.0,3678.75,14715.0,0,47,22.0,88,9,200,112.0,448
477,75.0,7218.0,3222.0,12888.0,1,44,21.75,87,15,200,110.5,442
478,59.0,7998.0,2379.25,9517.0,1,44,16.75,67,9,200,88.0,352
479,182.0,7314.0,2534.75,10139.0,4,44,21.75,87,27,200,116.5,466
480,80.0,7398.0,3993.5,15974.0,2,44,29.25,117,15,200,153.75,615
481,389.0,13344.0,5217.5,20870.0,9,51,32.0,128,57,200,162.75,651
482,41.0,5550.0,2796.25,11185.0,1,40,21.5,86,9,200,112.0,448
483,126.0,7488.0,3708.0,14832.0,2,44,25.0,100,21,200,131.5,526
484,275.0,7548.0,3332.0,13328.0,9,42,29.25,117,57,200,162.75,651
485,210.0,7980.0,3284.75,13139.0,4,43,23.25,93,33,200,119.5,478
486,86.0,7164.0,2973.25,11893.0,2,43,19.5,78,15,200,106.0,424
487,126.0,9456.0,3769.25,15077.0,2,43,21.0,84,21,200,113.5,454
488,92.0,6522.0,1767.0,7068.0,2,43,14.0,56,15,200,70.25,281
489,170.0,6246.0,2489.5,9958.0,4,42,20.75,83,27,200,113.5,454
490,41.0,4842.0,2382.5,9530.0,1,41,20.75,83,9,200,112.0,448
491,120.0,8940.0,3132.5,12530.0,2,43,27.75,111,21,200,154.0,616
492,36.0,6636.0,2709.5,10838.0,0,42,21.0,84,9,200,109.0,436
493,257.0,7644.0,3505.25,14021.0,7,41,24.0,96,45,200,125.5,502
494,36.0,5208.0,1351.25,5405.0,0,42,11.25,45,9,200,59.75,239
495,42.0,8346.0,2352.0,9408.0,0,44,14.0,56,9,200,74.5,298
496,98.0,7386.0,1944.5,7778.0,2,44,13.0,52,15,200,67.25,269
497,260.0,5226.0,1537.25,6149.0,6,41,15.0,60,39,200,83.75,335
498,93.0,7206.0,3156.75,12627.0,1,43,22.5,90,15,200,115.0,460
499,41.0,9318.0,2731.0,10924.0,1,44,16.75,67,9,200,86.5,346
500,120.0,7560.0,2016.5,8066.0,2,43,13.75,55,21,200,73.25,293
501,227.0,8922.0,4236.5,16946.0,5,44,23.0,92,33,200,118.0,472
502,171.0,7770.0,2097.5,8390.0,3,42,14.0,56,27,200,76.25,305
503,141.0,8724.0,3966.0,15864.0,3,45,27.5,110,27,200,140.25,561
504,138.0,6282.0,1943.0,7772.0,2,44,19.25,77,21,200,103.0,412
505,59.0,8088.0,2119.75,8479.0,1,44,13.25,53,9,200,67.25,269
506,36.0,7980.0,2031.5,8126.0,0,44,11.5,46,9,200,58.25,233
507,84.0,7092.0,2615.75,10463.0,2,40,20.0,80,21,200,110.5,442
508,65.0,8172.0,2158.0,8632.0,1,45,13.75,55,9,200,68.75,275
509,203.0,6828.0,2709.5,10838.0,5,42,22.0,88,33,200,118.0,472
510,137.0,11916.0,3134.5,12538.0,3,47,14.75,59,21,200,71.75,287
511,42.0,6786.0,3157.5,12630.0,0,42,21.5,86,9,200,110.5,442
512,81.0,10416.0,3832.5,15330.0,1,47,23.25,93,15,200,116.5,466
513,75.0,8394.0,2325.75,9303.0,1,43,15.5,62,15,200,85.25,341
514,111.0,8424.0,3083.25,12333.0,2,42,21.0,84,21,200,112.0,448
515,36.0,8532.0,2225.0,8900.0,0,46,13.5,54,9,200,67.25,269
516,80.0,7806.0,2069.5,8278.0,2,44,13.5,54,15,200,68.75,275
517,270.0,8640.0,3242.75,12971.0,6,45,24.5,98,45,200,131.5,526
518,84.0,5406.0,2408.0,9632.0,2,41,21.5,86,21,200,115.0,460
519,42.0,7290.0,3636.0,14544.0,0,43,28.5,114,9,200,152.25,609
520,137.0,8106.0,2158.25,8633.0,3,44,14.0,56,21,200,71.75,287
521,57.0,9396.0,3846.0,15384.0,1,45,24.25,97,15,200,125.5,502
522,80.0,6696.0,2679.25,10717.0,2,43,21.75,87,15,200,112.0,448
523,75.0,7878.0,2945.25,11781.0,1,44,21.0,84,15,200,109.0,436
524,147.0,7902.0,2979.75,11919.0,3,45,23.25,93,27,200,121.0,484
525,81.0,7104.0,2029.5,8118.0,1,39,14.25,57,15,200,80.5,322
526,222.0,10014.0,3687.0,14748.0,4,45,23.5,94,33,200,122.5,490
527,129.0,9786.0,4698.75,18795.0,3,46,31.5,126,27,200,156.75,627
528,137.0,8946.0,3571.75,14287.0,3,46,22.75,91,21,200,112.0,448
529,84.0,6714.0,2278.25,9113.0,2,42,17.25,69,21,200,95.5,382
530,104.0,11088.0,3098.5,12394.0,2,49,18.5,74,15,200,89.5,358
531,36.0,7140.0,1904.25,7617.0,0,44,13.75,55,9,200,73.25,293
532,255.0,7722.0,2458.25,9833.0,4,41,19.25,77,26,200,107.25,429
533,41.0,7434.0,1949.5,7798.0,1,43,13.0,52,9,200,65.75,263
534,341.0,6642.0,3402.5,13610.0,7,41,25.5,102,45,200,136.0,544
535,252.0,7860.0,2703.75,10815.0,4,39,22.25,89,33,200,130.0,520
536,36.0,8040.0,2248.25,8993.0,0,42,15.5,62,9,200,83.75,335
537,41.0,8748.0,2290.75,9163.0,1,46,13.5,54,9,200,64.0,256
538,36.0,8928.0,3475.5,13902.0,0,44,23.75,95,9,200,122.5,490
539,57.0,7602.0,2790.0,11160.0,1,40,20.5,82,15,200,110.5,442
540,177.0,11886.0,4082.25,16329.0,3,45,25.0,100,27,200,127.0,508
541,176.0,8040.0,2275.75,9103.0,4,45,16.0,64,27,200,82.0,328
542,114.0,6888.0,2072.75,8291.0,2,38,16.25,65,21,200,95.5,382
543,201.0,7746.0,2945.25,11781.0,5,42,22.25,89,39,200,127.0,508
544,42.0,5976.0,2373.75,9495.0,0,42,21.75,87,9,200,117.75,471
545,165.0,7458.0,2972.0,11888.0,3,43,21.5,86,27,200,115.0,460
546,36.0,7512.0,1918.25,7673.0,0,43,11.5,46,9,200,59.75,239
547,41.0,7302.0,2999.0,11996.0,1,42,20.25,81,9,200,106.0,424
548,144.0,8364.0,3037.5,12150.0,2,44,24.25,97,21,200,128.5,514
549,173.0,7638.0,3028.75,12115.0,5,43,26.5,106,33,200,142.0,568
550,75.0,5898.0,2223.0,8892.0,1,40,21.5,86,15,200,119.5,478
551,81.0,9402.0,4173.0,16692.0,1,45,22.0,88,15,200,107.5,430
552,63.0,6726.0,2640.0,10560.0,1,42,21.0,84,15,200,110.5,442
553,62.0,5694.0,2904.5,11618.0,2,42,28.5,114,15,200,153.75,615
554,36.0,8910.0,3466.25,13865.0,0,46,21.25,85,9,200,104.5,418
555,108.0,7200.0,2649.75,10599.0,2,41,23.0,92,21,200,127.0,508
556,36.0,7878.0,2661.75,10647.0,0,40,19.0,76,9,200,106.0,424
557,84.0,5004.0,1394.25,5577.0,1,37,11.5,46,15,200,70.0,280
558,36.0,5826.0,2253.75,9015.0,0,39,21.0,84,9,200,118.0,472
559,87.0,6864.0,2780.25,11121.0,1,41,22.0,88,15,200,115.0,460
560,120.0,8220.0,2221.25,8885.0,2,43,14.75,59,21,200,77.75,311
561,36.0,267.0,171.0,684.0,0,5,3.0,12,9,39,27.0,108
562,41.0,9120.0,2378.5,9514.0,1,46,13.5,54,9,200,65.75,263
563,108.0,8550.0,3829.5,15318.0,2,45,23.25,93,21,200,113.5,454
564,41.0,7662.0,2303.0,9212.0,1,39,15.75,63,9,200,88.0,352
565,41.0,10854.0,2857.5,11430.0,1,49,15.25,61,9,200,70.25,281
566,36.0,6276.0,2772.0,11088.0,0,43,21.75,87,9,200,110.5,442
567,87.0,12402.0,4211.25,16845.0,1,49,25.0,100,15,200,124.0,496
568,84.0,8022.0,3164.75,12659.0,2,44,21.75,87,21,200,110.5,442
569,68.0,7554.0,2606.0,10424.0,2,41,20.25,81,15,200,109.0,436
570,179.0,6312.0,3952.25,15809.0,5,42,30.25,121,33,200,158.25,633
571,92.0,8376.0,2898.25,11593.0,2,40,19.25,77,15,200,109.0,436
572,69.0,10002.0,2573.75,10295.0,1,45,12.5,50,15,200,62.75,251
573,243.0,8082.0,4163.25,16653.0,5,44,30.5,122,39,200,159.75,639
574,81.0,6798.0,3248.25,12993.0,1,43,23.25,93,15,200,118.0,472
575,36.0,8094.0,2132.75,8531.0,0,44,13.25,53,9,200,68.75,275
576,197.0,7794.0,2568.5,10274.0,5,44,20.75,83,33,200,111.75,447
577,156.0,10392.0,3155.75,12623.0,4,46,19.25,77,33,200,101.5,406
578,114.0,7236.0,2070.0,8280.0,2,44,16.25,65,21,200,86.5,346
579,36.0,7548.0,2832.75,11331.0,0,42,21.25,85,9,200,112.0,448
580,74.0,6486.0,3153.5,12614.0,2,40,25.75,103,15,200,138.75,555
581,339.0,8256.0,2916.0,11664.0,5,38,23.75,95,38,200,137.25,549
582,42.0,588.0,344.75,1379.0,0,8,4.75,19,9,51,35.5,142
583,144.0,7908.0,3455.25,13821.0,2,43,22.5,90,21,200,115.0,460
584,36.0,5904.0,2780.0,11120.0,0,41,20.25,81,9,200,106.0,424
585,246.0,6522.0,3024.5,12098.0,4,43,23.25,93,33,200,121.0,484
586,98.0,10422.0,3680.75,14723.0,2,46,22.25,89,15,200,110.5,442
587,36.0,8094.0,3035.25,12141.0,0,42,20.75,83,9,200,109.0,436
588,63.0,7518.0,2002.75,8011.0,1,45,14.0,56,15,200,70.25,281
589,113.0,3534.0,1825.75,7303.0,3,39,20.25,81,21,200,112.0,448
590,36.0,10128.0,3675.0,14700.0,0,48,23.75,95,9,200,119.5,478
591,321.0,8436.0,3545.0,14180.0,7,45,25.0,100,51,200,127.0,508
592,36.0,7332.0,2526.75,10107.0,0,41,20.75,83,9,200,115.0,460
593,119.0,5694.0,2334.5,9338.0,3,42,20.75,83,21,200,112.0,448
594,321.0,8592.0,3835.5,15342.0,7,44,28.75,115,51,200,158.25,633
595,81.0,5646.0,1580.0,6320.0,1,42,14.5,58,15,200,79.25,317
596,74.0,9828.0,3924.5,15698.0,2,47,23.5,94,15,200,114.75,459
597,36.0,9504.0,4123.5,16494.0,0,46,21.5,86,9,200,104.5,418
598,75.0,9078.0,2352.25,9409.0,1,46,13.25,53,15,200,64.25,257
599,41.0,9468.0,3656.0,14624.0,1,45,24.25,97,9,200,121.0,484
600,111.0,7956.0,3420.75,13683.0,3,45,22.75,91,27,200,118.0,472
601,158.0,7404.0,2032.0,8128.0,4,43,14.5,58,27,200,74.5,298
602,108.0,9060.0,3411.75,13647.0,2,45,22.5,90,21,200,115.0,460
603,53.0,5250.0,1574.5,6298.0,1,40,14.5,58,9,200,80.5,322
604,270.0,11106.0,3817.5,15270.0,6,47,23.75,95,45,200,122.5,490
605,36.0,7692.0,3223.25,12893.0,0,45,22.25,89,9,200,110.5,442
606,36.0,8136.0,3345.0,13380.0,0,44,20.75,83,9,200,104.5,418
607,152.0,8700.0,3227.75,12911.0,4,45,26.5,106,27,200,140.25,561
608,255.0,5718.0,1628.75,6515.0,5,41,14.0,56,33,200,77.75,311
609,36.0,8100.0,2079.25,8317.0,0,45,12.5,50,9,200,61.25,245
610,78.0,9144.0,4004.25,16017.0,2,46,23.75,95,21,200,121.0,484
611,41.0,8412.0,2189.25,8757.0,1,45,13.0,52,9,200,62.75,251
612,297.0,9180.0,2666.25,10665.0,9,46,18.75,75,63,200,100.0,400
613,132.0,10110.0,4004.25,16017.0,2,46,23.5,94,21,200,115.0,460
614,57.0,7830.0,2044.0,8176.0,1,44,13.0,52,15,200,65.75,263
615,135.0,8310.0,2210.75,8843.0,2,44,13.75,55,21,200,71.75,287
616,116.0,6888.0,2017.25,8069.0,4,40,15.0,60,27,200,83.25,333
617,135.0,6930.0,1867.0,7468.0,3,43,13.75,55,27,200,71.75,287
618,210.0,9726.0,3795.0,15180.0,4,47,24.5,98,33,200,122.5,490
619,68.0,9978.0,4285.0,17140.0,2,47,23.25,93,15,200,107.5,430
620,36.0,6606.0,1909.25,7637.0,0,43,17.5,70,9,200,95.75,383
621,225.0,8910.0,3959.25,15837.0,5,46,28.0,112,39,200,141.75,567
622,36.0,6516.0,1832.75,7331.0,0,38,13.5,54,9,200,77.75,311
623,36.0,7896.0,2113.0,8452.0,0,43,13.5,54,9,200,68.75,275
624,36.0,7470.0,3042.75,12171.0,0,43,24.0,96,9,200,127.0,508
625,63.0,9804.0,3654.0,14616.0,1,46,24.0,96,15,200,122.25,489
626,41.0,9450.0,3602.75,14411.0,1,45,22.75,91,9,200,116.5,466
627,258.0,8022.0,2238.5,8954.0,6,45,16.25,65,44,200,85.0,340
628,36.0,6882.0,2041.5,8166.0,0,38,15.75,63,9,200,92.5,370
629,36.0,7914.0,2027.25,8109.0,0,44,11.75,47,9,200,61.25,245
630,36.0,7182.0,2060.0,8240.0,0,43,15.75,63,9,200,85.0,340
631,126.0,9696.0,4209.5,16838.0,2,48,23.25,93,21,200,112.0,448
632,36.0,3882.0,1032.25,4129.0,0,37,10.5,42,9,200,61.25,245
633,41.0,8574.0,3149.75,12599.0,1,41,23.0,92,9,200,122.5,490
634,80.0,7716.0,3431.75,13727.0,1,42,20.75,83,15,200,107.5,430
635,234.0,7542.0,3810.0,15240.0,6,42,23.75,95,44,200,122.25,489
636,42.0,11526.0,4099.25,16397.0,0,50,23.0,92,9,200,110.5,442
637,36.0,8892.0,3348.75,13395.0,0,44,22.5,90,9,200,118.0,472
638,120.0,5796.0,1558.25,6233.0,2,41,12.5,50,21,200,68.75,275
639,131.0,6330.0,2635.25,10541.0,3,43,22.25,89,21,200,119.5,478
640,69.0,7116.0,1895.75,7583.0,1,42,13.5,54,15,200,71.75,287
641,81.0,9066.0,4221.75,16887.0,1,44,26.25,105,15,200,133.0,532
642,36.0,5100.0,1497.75,5991.0,0,41,14.25,57,9,200,79.0,316
643,36.0,8274.0,3305.25,13221.0,0,43,21.25,85,9,200,112.0,448
644,36.0,8130.0,3628.5,14514.0,0,45,29.0,116,9,200,152.25,609
645,36.0,248.0,136.0,544.0,0,5,2.5,10,9,27,18.0,72
646,246.0,8274.0,2847.0,11388.0,4,40,21.5,86,33,200,122.5,490
647,69.0,10986.0,3417.75,13671.0,1,48,18.75,75,15,200,97.0,388
648,75.0,9552.0,2881.5,11526.0,1,44,18.5,74,15,200,98.5,394
649,107.0,9972.0,2851.25,11405.0,3,45,17.0,68,21,200,89.5,358
650,108.0,5418.0,2364.0,9456.0,2,41,21.0,84,21,200,113.25,453
651,164.0,8700.0,3114.25,12457.0,4,46,23.25,93,27,200,124.0,496
652,101.0,7650.0,2373.25,9493.0,3,42,19.75,79,21,200,109.0,436
653,153.0,11478.0,3031.5,12126.0,3,49,15.75,63,27,200,77.75,311
654,77.0,6360.0,2713.25,10853.0,1,42,21.5,86,9,200,110.5,442
655,173.0,5256.0,2804.0,11216.0,5,41,25.0,100,33,200,132.75,531
656,288.0,7734.0,2896.5,11586.0,6,44,24.25,97,44,200,128.25,513
657,146.0,8364.0,3477.5,13910.0,4,44,25.5,102,27,200,132.75,531
658,137.0,9114.0,2427.25,9709.0,3,45,14.0,56,21,200,70.0,280
659,194.0,8400.0,4106.0,16424.0,4,45,26.75,107,27,200,136.0,544
660,186.0,8928.0,3221.25,12885.0,3,43,21.5,86,27,200,115.0,460
661,81.0,7242.0,2039.25,8157.0,1,45,15.75,63,15,200,82.0,328
662,36.0,8844.0,3277.5,13110.0,0,46,20.75,83,9,200,104.5,418
663,87.0,7266.0,2601.0,10404.0,1,42,21.25,85,15,200,116.5,466
664,176.0,9378.0,3967.0,15868.0,4,45,23.5,94,27,200,116.5,466
665,201.0,4902.0,2217.0,8868.0,3,43,21.75,87,26,200,116.25,465
666,101.0,7890.0,2805.25,11221.0,3,44,23.75,95,21,200,127.0,508
667,57.0,6498.0,1944.0,7776.0,1,40,15.5,62,15,200,86.5,346
668,300.0,7752.0,2255.0,9020.0,8,42,17.0,68,57,200,94.0,376
669,36.0,7872.0,2273.0,9092.0,0,44,16.0,64,9,200,85.0,340
670,36.0,7020.0,1937.0,7748.0,0,43,14.0,56,9,200,73.0,292
671,36.0,8928.0,2343.5,9374.0,0,45,12.75,51,9,200,64.0,256
672,170.0,10020.0,4804.25,19217.0,4,45,23.75,95,27,200,116.5,466
673,83.0,9258.0,2391.0,9564.0,2,45,13.25,53,15,200,64.25,257
674,68.0,9348.0,2394.25,9577.0,1,44,12.25,49,15,200,61.25,245
675,74.0,6738.0,2306.75,9227.0,1,43,20.0,80,15,200,107.5,430
