episode,min_total_days,max_total_days,average_total_days
1,1179.0,6786.0,4235.25
2,80.0,1902.0,646.75
3,1959.0,6936.0,4713.75
4,228.0,729.0,429.5
5,36.0,6486.0,2866.25
6,69.0,2472.0,694.25
7,215.0,3042.0,2126.75
8,41.0,7722.0,2069.5
9,87.0,5628.0,3405.75
10,41.0,693.0,262.75
11,36.0,1251.0,425.25
12,69.0,2139.0,702.5
13,107.0,5412.0,3245.75
14,87.0,3738.0,1178.75
15,222.0,5514.0,3343.5
16,81.0,429.0,177.5
17,213.0,2157.0,1197.0
18,546.0,5004.0,3189.0
19,122.0,374.0,189.75
20,117.0,1929.0,595.0
21,297.0,5574.0,3537.75
22,36.0,6588.0,1776.0
23,209.0,3798.0,1938.25
24,36.0,378.0,151.25
25,41.0,7326.0,2696.75
26,36.0,5934.0,2319.75
27,41.0,1245.0,406.0
28,2136.0,8244.0,4369.5
29,354.0,6600.0,3849.0
30,41.0,5490.0,1643.75
31,83.0,1512.0,589.5
32,59.0,258.0,139.25
33,36.0,930.0,389.0
34,47.0,6630.0,3839.75
35,68.0,2475.0,829.75
36,117.0,5448.0,2966.25
37,68.0,5064.0,2991.5
38,464.0,6726.0,4134.5
39,36.0,4488.0,1197.25
40,71.0,3786.0,1548.25
41,321.0,4404.0,2688.75
42,324.0,6258.0,3574.5
43,36.0,4326.0,1141.0
44,462.0,7230.0,4108.5
45,92.0,2568.0,1349.0
46,36.0,417.0,281.0
47,36.0,144.0,97.5
48,81.0,4386.0,1362.5
49,179.0,5136.0,2063.0
50,84.0,393.0,176.75
51,41.0,5010.0,1419.5
52,294.0,5136.0,2556.75
53,36.0,2034.0,607.25
54,74.0,3300.0,1630.0
55,104.0,2598.0,758.5
56,69.0,1155.0,524.75
57,53.0,4590.0,2265.5
58,120.0,4758.0,3007.5
59,177.0,2262.0,710.75
60,335.0,6822.0,2257.75
61,92.0,5280.0,3144.5
62,42.0,9762.0,2671.25
63,65.0,3876.0,1061.25
64,201.0,3072.0,1646.25
65,90.0,1941.0,628.25
66,107.0,4332.0,1546.25
67,57.0,4032.0,1072.75
68,93.0,5976.0,4014.75
