day,baseline,maximin,utilitarian
1,7.423211605802901,7.432216108054027,7.468234117058529
2,7.818500000000001,7.548500000000001,7.659500000000001
3,9.0235,8.5945,7.9615
4,9.4785,8.8575,8.3715
5,9.6005,9.0995,8.3855
6,9.8395,9.2635,8.240500000000003
7,10.1565,9.4725,8.143500000000001
8,10.3565,9.9875,8.2655
9,10.608,10.4415,8.605
10,11.056841046277667,10.730118009235506,8.942058975685462
11,11.327464788732394,11.001539250897896,9.115364718054837
12,11.661468812877262,11.137506413545406,9.279358510087945
13,11.929074446680078,11.39969214982042,9.567511639937921
14,12.139336016096578,11.621857362750127,9.927056389032591
15,12.53772635814889,11.8722421754746,10.400931195033627
16,12.936419125127157,12.206550449022714,10.854908306364617
17,13.227365208545265,12.353935552033805,10.97464940668824
18,13.493896236012203,12.491811938721602,11.091154261057172
19,13.830620549338754,12.712097200211302,11.40507011866235
20,14.176500508646994,12.843634442683568,11.76105717367853
21,14.517802644964389,13.086106708927622,12.151433207138991
22,14.847726111394987,13.41427798810167,12.697003957037872
23,15.242718446601934,13.614926987560837,13.00621820237422
24,15.619315278487473,13.815575987020004,13.203504804974557
25,15.931527848748075,13.948080043266623,13.461842849067265
26,16.240674501788444,14.067604110329901,13.879592990390046
27,16.590189064895238,14.19870059556036,14.277210884353735
28,16.90685772773796,14.543598233995578,14.737243401759525
29,17.245775729646684,14.712472406181007,15.032258064516123
30,17.536098310291848,14.808498896247231,15.087976539589436
31,17.872503840245766,14.964128035320078,15.34428152492668
32,18.221198156682018,15.076710816777032,15.49501466275659
33,18.57919015889286,15.220743205768153,16.022458628841598
34,18.956878850102655,15.547605633802807,16.471411192214102
35,19.284394250513333,15.666478873239424,16.679440389294395
36,19.70739219712524,15.636619718309847,16.745133819951327
37,20.127310061601627,15.738591549295762,17.026155717761547
38,20.390143737166305,15.904788732394351,17.35097323600972
39,20.76745379876795,15.987485779294639,17.72805402087169
40,21.047276464542634,16.245543415756167,18.000623052959487
41,21.477903391572436,16.370327774583078,18.18193146417444
42,21.86536485097634,16.515813686026434,18.183800623052946
43,22.218910585817042,16.47153536515237,18.41370716510902
44,22.594039054470688,16.62737205290395,18.680996884735187
45,22.901849948612515,16.696459663377812,18.96666666666665
46,23.34498714652954,16.96367896895136,19.328434504792316
47,23.81028277634959,17.056824838898635,19.51309904153353
48,24.226221079691495,17.076157000585805,19.670926517571868
49,24.524935732647794,17.141183362624467,19.80191693290733
50,24.891516709511542,17.135910954891603,19.863897763578255
