,day,agent_id,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,reward,num_norms,count
0,1,0,0.07803901950975488,0.0,0.0,0.7000000000000001,7.468234117058529,15.468234117058529,0.06243121560780391,1.0,1999
1,1,1,0.029014507253626812,0.0,0.0,0.7000000000000001,7.1740870435217605,15.17408704352176,0.023211605802901453,1.0,1999
2,1,2,0.0415207603801901,0.0,0.0,0.7000000000000001,7.249124562281141,15.24912456228114,0.03321660830415208,1.0,1999
3,1,3,0.0050025012506253125,0.0,0.0,0.7000000000000001,7.030015007503752,15.030015007503751,-0.08149074537268634,1.0,1999
4,2,0,0.27,0.0065,0.017,0.6039500000000001,7.659500000000001,23.1,0.17565,1.256,2000
5,2,1,0.116,0.0235,0.0035,0.6141500000000001,6.837500000000001,22.002,0.10980000000000001,1.2635,2000
6,2,2,0.144,0.0475,0.006,0.62855,7.149500000000001,22.344,0.14475,1.2595,2000
7,2,3,0.0495,0.012,0.002,0.6072500000000001,6.369500000000001,21.369,0.04275,1.8915,2000
8,3,0,0.4375,0.056,0.127,0.5336500000000001,7.9615,31.0045,0.306,1.7555,2000
9,3,1,0.1865,0.1185,0.013,0.57115,6.830500000000001,28.7755,0.19945000000000002,1.7805,2000
10,3,2,0.227,0.2425,0.027,0.6455500000000001,7.8175,29.8705,0.28655,1.79,2000
11,3,3,0.109,0.095,0.021,0.55705,6.224500000000001,27.4135,0.11680000000000001,2.3905,2000
12,4,0,0.585,0.1435,0.1275,0.4861500000000001,8.3715,39.376,0.2358,2.747,2000
13,4,1,0.3085,0.1945,0.013,0.5167500000000002,7.0185,35.794,0.21235,2.773,2000
14,4,2,0.248,0.4335,0.027,0.6601500000000001,8.0895,37.96,0.31715000000000004,2.764,2000
15,4,3,0.2335,0.144,0.021,0.48645000000000005,6.265500000000001,33.676,0.1715,3.375,2000
16,5,0,0.622,0.2755,0.13,0.4653500000000001,8.3855,47.7585,0.20720000000000002,3.4715,2000
17,5,1,0.383,0.294,0.013,0.4764500000000001,7.062500000000001,42.8565,0.20055,3.4545,2000
18,5,2,0.2885,0.5715,0.027,0.64295,8.1605,46.1115,0.23460000000000003,3.496,2000
19,5,3,0.3715,0.1845,0.022,0.4107500000000001,6.336500000000001,40.0065,0.15675,4.071,2000
20,6,0,0.568,0.472,0.1365,0.4832500000000001,8.240500000000003,55.996,0.24710000000000001,4.1445,2000
21,6,1,0.2295,0.618,0.0145,0.5708500000000002,7.085500000000001,49.939,0.39195,4.0645,2000
22,6,2,0.3085,0.7275,0.0275,0.6365500000000001,8.2165,54.319,0.24350000000000002,3.9775,2000
23,6,3,0.4925,0.245,0.024,0.3470500000000001,6.425500000000001,46.42,0.1602,4.7265,2000
24,7,0,0.2615,0.905,0.144,0.6430500000000002,7.999500000000001,63.9685,0.4476,4.6985,2000
25,7,1,0.1675,0.829,0.016,0.5974500000000001,6.979500000000001,56.9065,0.28390000000000004,4.3685,2000
26,7,2,0.2045,0.986,0.029,0.6916500000000001,8.143500000000001,62.4505,0.31995000000000007,4.3,2000
27,7,3,0.534,0.357,0.032,0.31425000000000014,6.346500000000001,52.7605,0.17935,5.076,2000
28,8,0,0.2965,1.0165,0.1685,0.6099500000000002,7.878500000000001,71.823,0.2288,5.013,2000
29,8,1,0.156,0.979,0.018,0.5874500000000001,6.810500000000001,63.708,0.22515000000000002,4.6625,2000
30,8,2,0.173,1.2045,0.033,0.72275,8.2655,70.647,0.29625,4.632,2000
31,8,3,0.5335,0.484,0.0375,0.2904500000000001,6.105500000000001,58.839,0.1743,5.501,2000
32,9,0,0.361,1.1155,0.2415,0.5711000000000002,7.865000000000001,79.646,0.2619,5.576,2000
33,9,1,0.1895,1.1125,0.025,0.5750000000000001,6.853500000000001,70.5315,0.15645,5.2225,2000
34,9,2,0.1675,1.431,0.039,0.7620000000000001,8.605,79.027,0.22975,5.2075,2000
35,9,3,0.4105,0.683,0.0555,0.3536000000000001,5.675000000000001,64.448,-0.235,6.2315,2000
36,10,0,0.516030534351145,1.2213740458015268,0.2381679389312977,0.5328753180661578,8.424936386768449,88.6437659033079,0.2609160305343512,6.433078880407125,1965
37,10,1,0.25337655321447866,1.2820097244732578,0.024311183144246355,0.5692598595353864,7.212857914640736,80.32036736898974,0.193354943273906,6.081577525661804,1851
38,10,2,0.1965856182100362,1.627004655975168,0.03517847904811174,0.7762545266425246,8.942058975685462,89.29487842731506,0.2589239524055872,6.01189860320745,1933
39,10,3,0.1671111111111111,1.2586666666666666,0.08266666666666667,0.5552888888888889,6.555555555555556,78.03644444444444,0.1184888888888889,7.08,1125
40,11,0,0.5623409669211196,1.362849872773537,0.24732824427480915,0.517760814249364,8.551653944020359,97.19541984732824,0.25414758269720106,7.027989821882952,1965
