day,baseline,maximin,utilitarian
1,7.16208104052026,7.159079539769885,7.030015007503752
2,6.642500000000001,6.705500000000001,6.369500000000001
3,6.143500000000001,6.572500000000001,6.224500000000001
4,6.127500000000001,6.7095,6.265500000000001
5,6.252500000000001,6.843500000000001,6.336500000000001
6,6.230500000000002,6.821500000000001,6.425500000000001
7,5.929500000000002,6.754500000000001,6.346500000000001
8,5.382500000000002,6.576500000000001,6.105500000000001
9,5.182000000000001,6.376000000000001,5.675000000000001
10,5.487463556851313,6.71605603448276,6.555555555555556
11,5.495043731778428,6.779633620689657,6.4942222222222235
12,5.579591836734696,6.762392241379311,6.46488888888889
13,5.576676384839653,6.751616379310346,6.52088888888889
14,5.402332361516037,6.682650862068966,6.406222222222223
15,5.388338192419826,6.55980603448276,6.132444444444444
16,6.082437275985666,7.0984299516908225,7.254830917874397
17,5.977060931899644,7.02596618357488,7.254830917874397
18,6.039426523297494,7.004227053140098,7.13888888888889
19,5.878136200716848,6.935386473429952,7.022946859903382
20,5.759856630824375,6.873792270531402,7.0519323671497585
21,5.775305096913139,6.78125,6.811965811965812
22,6.580616740088108,7.324398625429555,7.851063829787234
23,6.507936507936511,7.347079037800689,7.7853881278538815
24,6.391534391534394,7.378006872852235,7.680365296803653
25,6.354497354497357,7.210996563573884,7.675799086757991
26,6.158730158730162,7.13470790378007,7.579908675799087
27,6.109540636042405,7.235131396957123,7.335375191424195
28,6.832807570977921,7.735658914728682,8.469273743016759
29,6.842271293375397,7.721705426356591,8.351955307262568
30,6.782334384858047,7.703100775193798,8.324022346368713
31,6.564668769716091,7.624031007751939,8.229050279329607
32,6.391167192429025,7.61937984496124,8.268156424581004
33,6.368809272918864,7.55308219178082,8.169523809523808
34,7.208436724565759,8.229349736379614,9.210526315789473
35,7.109181141439208,8.19420035149385,9.026315789473681
36,7.009925558312657,8.195957820738137,9.157894736842103
37,6.9106699751861065,8.076449912126538,9.223684210526313
38,6.61042183622829,7.993848857644991,9.052631578947366
39,6.636591478696744,7.941592920353982,8.822471910112357
40,7.422287390029328,8.65247524752475,9.548872180451124
41,7.363636363636366,8.626732673267325,9.511278195488718
42,7.225806451612906,8.523762376237622,9.563909774436087
43,7.09677419354839,8.474257425742572,9.661654135338342
44,6.826979472140765,8.525742574257423,9.72886937431394
45,6.710059171597634,8.458100558659215,9.654731457800507
46,7.6530612244897975,8.9647577092511,10.637931034482753
47,7.673469387755105,8.966923925027562,10.499999999999995
48,7.3571428571428585,8.98566703417861,10.344827586206891
49,7.234693877551024,8.855670103092779,10.362068965517237
50,6.897959183673471,8.701030927835047,10.327586206896546
