day,baseline,maximin,utilitarian
1,0.0,0.0,0.0
2,0.17,0.1695,0.0895
3,0.758,0.7495,0.512
4,1.193,1.2349999999999999,0.9155
5,1.637,1.867,1.3255
6,2.1435,2.6849999999999996,2.0625
7,2.9115,3.352,3.077
8,3.7460000000000004,4.1045,3.6839999999999997
9,4.2475000000000005,4.877000000000001,4.342
10,5.6894350164489165,5.869243207552691,5.389055092916619
11,6.231325803446216,6.4728291245991105,5.877697922824828
12,6.83332207581304,7.186933610429478,6.71969209745085
13,7.52623656532199,7.927640516000109,7.520795786109237
14,8.175694386432829,8.697200720428398,8.234718636942478
15,8.758854157040844,9.397050297447699,8.920607947071014
16,10.261055123953454,10.421113305920658,9.99127990752403
17,10.809556771504298,11.014824690744026,10.574379342197794
18,11.428936857184919,11.63595486480798,11.380317931297576
19,12.184002169770395,12.376985383052354,12.137166796484465
20,12.782804846494027,13.11010998409214,12.859445946858791
21,13.420616027440717,13.807892349465206,13.539026821274547
22,14.79049490053132,14.936541972003614,14.56396429623756
23,15.353593332460594,15.477626047112349,15.187466388365443
24,16.014239462033704,16.134831052723737,15.960632941704176
25,16.73324127609625,16.85785746253777,16.704227265009507
26,17.377216263753375,17.53993102666238,17.406446531536478
27,18.0631251227303,18.260075507889933,18.06196336630341
28,19.26321568779829,19.328345243484527,19.124415549633305
29,19.88035017924768,19.91086636339724,19.76842808328324
30,20.49071224474806,20.536875233588077,20.53813583187457
31,21.141942549857283,21.265029166408958,21.261219147548516
32,21.746865803591042,21.967890543882813,21.94288498481033
33,22.411880799805594,22.68367137219146,22.621929575543426
34,23.814046747133325,23.776589096139986,23.642761248984073
35,24.306782687239775,24.365922407982595,24.28234091588381
36,24.997148920635258,25.02047567277454,25.03738684401229
37,25.750555791676373,25.718083206387515,25.79301846784312
38,26.520679941741044,26.366941672047293,26.511417835290878
39,27.293738310291634,27.14590515346884,27.195369716912836
40,28.22474208028268,28.13033181196492,28.08965961170583
41,28.786770970568536,28.7201892579612,28.71065986103438
42,29.437799028559734,29.405029545709784,29.447266008937266
43,30.11088405147401,30.086069973476953,30.2012497448525
44,30.832855012452658,30.712719710290617,30.87845981041324
45,31.56040054300984,31.48647959488082,31.56964157438755
46,32.67600475702501,32.51547800275498,32.54984324030532
47,33.37754020267682,33.0675666159327,33.18789206232333
48,34.07329157139637,33.69276313820959,33.90019036346668
49,34.665451882999264,34.39241653007244,34.62675828107384
50,35.429458758386126,35.039839963860004,35.32110291301013
