,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
96,0,1,50,0,10,4,1.899999999999998,18,0,1.0,12,10
97,1,1,50,0,12,1,3.099999999999997,30,0,1.0,13,12
138,0,2,21,1,4,0,1.0999999999999996,16,0,0.0,8,5
139,1,2,21,1,2,0,0.0,5,0,-1.0,9,3
156,0,3,9,1,1,0,0.5000000000000002,11,0,-0.4,5,2
157,1,3,9,0,0,0,0.0,0,2,-1.1,3,0
256,0,4,50,0,12,1,2.999999999999999,29,1,1.4,18,12
257,1,4,50,0,12,0,2.9999999999999982,29,0,1.0,18,12
356,0,5,50,0,11,2,2.3999999999999986,23,0,1.0,14,11
357,1,5,50,0,13,0,3.599999999999997,35,0,1.0,12,13
456,0,6,50,0,12,0,2.999999999999997,29,0,1.0,14,12
457,1,6,50,0,12,0,2.9999999999999973,29,0,1.0,15,12
474,0,7,9,1,1,0,0.5000000000000002,11,0,-0.4,5,2
475,1,7,9,1,0,0,0.0,5,0,-0.1999999999999999,4,1
492,0,8,9,1,2,0,1.0999999999999996,16,0,0.0,6,3
493,1,8,9,1,0,0,0.0,5,0,-1.0,5,1
509,1,9,8,1,2,0,1.1999999999999995,17,0,0.8,6,3
510,0,9,9,0,0,1,0.0,0,0,-1.0,4,0
539,0,10,15,1,4,0,1.6999999999999993,22,0,0.0,7,5
540,1,10,15,1,1,1,0.0,5,0,-1.0,7,2
639,0,11,50,2,14,1,4.199999999999998,53,1,1.8,21,16
640,1,11,50,1,8,1,0.6000000000000004,12,0,1.8,21,9
739,0,12,50,0,10,2,1.7999999999999985,17,0,1.0,12,10
740,1,12,50,0,11,0,2.399999999999997,23,0,1.0,16,11
793,0,13,27,1,5,0,1.1,17,0,-0.4,13,6
794,1,13,27,0,3,1,0.0,0,2,-1.1,11,3
893,0,14,50,1,12,3,2.9999999999999973,35,0,1.8,18,13
894,1,14,50,0,11,1,2.3999999999999995,23,0,1.0,16,11
993,0,15,50,0,13,2,3.599999999999998,35,1,1.8,18,13
994,1,15,50,0,12,0,2.9999999999999973,29,0,1.0,17,12
1023,0,16,15,2,3,0,1.0999999999999992,22,0,1.2000000000000002,9,5
1024,1,16,15,1,1,1,0.0,5,0,-0.1999999999999999,6,2
1123,0,17,50,0,10,3,1.799999999999999,17,1,1.4,10,10
1124,1,17,50,1,11,1,2.399999999999997,29,0,1.8,12,12
1141,0,18,9,0,1,0,0.5000000000000002,5,0,0.0,4,1
1142,1,18,9,0,0,0,0.0,0,0,-1.0,3,0
1241,0,19,50,7,8,0,0.5999999999999975,47,0,1.0,17,15
1242,1,19,50,0,8,0,0.6000000000000006,6,1,1.8,12,8
1341,0,20,50,1,14,1,4.199999999999998,47,0,1.0,15,15
