day,baseline,maximin
1,0.21604048647635518,0.3684503582456553
2,2.105351999999999,3.029491125000002
3,6.326124499999999,3.5952211249999992
4,6.2339804999999995,4.031380124999998
5,8.914753124999997,3.1903379999999997
6,10.6722,2.8536604999999984
7,15.390151999999995,4.250070124999999
8,21.905580500000006,5.903048
9,31.17433322669482,8.05673190853415
10,31.526271065728228,4.337485276643435
11,37.09756983671511,3.298177806258789
12,42.66799085769958,3.4685220149853944
13,45.995950769886505,4.277312799331677
14,55.34968103070521,5.66747785659062
15,60.29943657094145,6.8088149624327485
16,59.71598454096033,3.112781047866698
17,66.40777984425355,3.520850486939003
18,72.5512695219389,3.9430474760743106
19,78.7539901985088,4.418183524113345
20,87.05948649434603,6.277767352640685
21,93.9894629806885,7.5302688977622765
22,95.50449061569894,2.6158265043090205
23,101.50907379169577,2.9644701040491093
24,108.4955366079181,4.268409777794876
25,115.82643951280613,4.45188369925789
26,125.15464391669062,5.947215596251839
27,129.42637529194332,6.521089066930527
28,133.7523095873192,4.0183033937946995
29,141.03036226656832,3.5659473534806514
30,148.60120009716786,4.657903468036995
31,155.46858597875766,5.657262946302926
32,164.03185342994493,6.736508101144202
33,167.64461862285407,7.112912373745896
34,176.25695466163447,5.018173714475467
35,181.3075048949804,6.048535600965593
36,191.034398536234,6.50573979591837
37,200.86177538297656,7.938430608555403
38,209.6900837709149,9.616532944531116
39,217.0814949400022,9.00957934194085
40,222.19680020811649,8.65983824657806
41,232.2694838053068,10.41435167996392
42,240.84487038393078,10.81163557557706
43,246.23702322683425,13.648796165661473
44,256.4557780889535,15.079674704638967
45,265.9886236539038,15.299376593641762
46,273.5661632380173,15.090443063722509
47,280.2738114651994,16.20632229497438
48,288.0000000000001,19.066477123820214
49,295.9190041904577,22.517506072373855
50,308.2899822785113,24.961686780990266
