,reward,numerosity,fitness
0,1,11,156.0
1,1,21,340.2
2,1,12,89.1
3,1,65,1305.6
4,2,18,374.4
5,1,44,720.0
6,1,47,780.0
7,2,46,1395.6
8,2,18,392.4
9,1,55,974.4
10,2,59,2283.0
11,1,22,528.0
12,2,49,1635.6
13,1,23,541.8
14,1,25,627.0
15,1,16,369.0
16,1,28,216.0
17,1,16,288.6
18,1,58,939.6
19,1,15,102.6
20,1,42,417.6
21,1,52,1134.0
22,1,28,225.0
23,1,48,1260.0
24,1,40,350.4
25,1,32,456.0
26,1,23,441.0
27,1,45,835.2
28,1,15,91.8
29,2,13,346.5
30,1,31,617.1
31,1,12,34.5
32,1,53,1438.2
33,2,55,1957.8
34,1,37,423.0
35,1,31,350.4
36,1,46,750.0
37,1,23,86.4
38,1,10,81.0
39,1,28,237.6
40,1,24,132.0
41,1,30,450.0
42,1,16,150.0
43,1,48,522.9
44,1,22,243.6
45,1,15,64.8
46,1,18,128.7
47,1,12,46.8
48,1,45,634.8
49,1,41,464.4
50,1,48,585.9
