agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,1,34,0,4,1,0.0,0.0,264.0,3,-1.1,19,4
1,1,200,0,36,0,2.499999999999988,24.99999999999988,4446.0,4,0.9,27,36
2,1,200,0,43,0,6.7000000000000215,67.00000000000021,9318.0,0,1.0,18,43
3,1,22,1,2,1,0.0,5.000000000000001,143.0,0,-0.1999999999999999,11,3
0,2,200,1,51,0,11.40000000000004,120.0000000000004,14184.0,1,1.8,28,52
1,2,51,0,7,5,0.0,0.0,501.0,3,-1.1,27,7
2,2,44,0,6,1,0.0,0.0,396.0,2,-1.1,21,6
3,2,21,1,2,0,0.0,5.000000000000002,119.0,0,-0.1999999999999999,15,3
0,3,9,1,0,1,0.0,5.000000000000001,47.0,0,-0.1999999999999999,4,1
1,3,200,0,35,0,1.7999999999999865,17.999999999999865,4668.0,2,0.9,31,35
2,3,20,0,2,0,0.0,0.0,144.0,0,-1.0,10,2
3,3,98,6,15,1,0.0,35.999999999999986,1533.0,0,-1.0,26,21
0,4,200,0,33,18,0.6000000000000014,6.000000000000014,1668.0,0,1.0,58,33
1,4,171,0,27,8,0.0,0.0,1167.0,2,-1.1,56,27
2,4,200,0,38,1,3.599999999999997,35.99999999999997,6306.0,0,1.0,43,38
3,4,200,0,38,15,3.599999999999992,35.99999999999992,4824.0,0,1.0,42,38
0,5,200,0,33,38,0.5999999999999935,5.999999999999935,3060.0,4,1.2333333333333334,44,33
1,5,45,0,6,1,0.0,0.0,288.0,2,-1.1,21,6
2,5,200,2,38,5,3.599999999999986,47.99999999999985,5370.0,1,1.8,43,40
3,5,200,0,49,26,10.200000000000015,102.00000000000014,8634.0,0,1.0,38,49
0,6,200,2,39,25,4.1999999999999975,53.99999999999997,4338.0,0,1.8,44,41
1,6,33,0,4,1,0.0,0.0,240.0,2,-1.1,19,4
2,6,200,0,43,1,6.600000000000023,66.00000000000023,8634.0,0,1.0,33,43
3,6,200,1,37,19,2.999999999999988,35.99999999999988,5634.0,0,1.0,28,38
0,7,9,0,0,0,0.0,0.0,36.0,0,-1.0,7,0
1,7,200,0,39,0,4.200000000000027,42.00000000000026,7032.0,1,0.9,25,39
2,7,200,1,40,0,4.799999999999996,53.99999999999996,6732.0,0,1.0,22,41
3,7,87,0,13,0,0.0,0.0,621.0,4,-1.1,16,13
0,8,63,0,9,7,0.0,0.0,441.0,2,-1.1,26,9
1,8,200,0,37,0,2.999999999999988,29.99999999999988,4788.0,0,1.0,31,37
2,8,200,1,47,0,9.00000000000004,96.0000000000004,13356.0,0,1.8,22,48
3,8,33,0,4,2,0.0,0.0,222.0,0,-1.0,15,4
0,9,200,3,42,4,6.000000000000016,78.00000000000016,8172.0,1,1.8,36,45
1,9,44,1,6,3,0.0,5.9999999999999964,426.0,0,-0.1999999999999999,21,7
2,9,200,2,41,1,5.399999999999998,65.99999999999997,7578.0,1,1.8,29,43
3,9,69,0,10,2,0.0,0.0,384.0,4,-1.1,29,10
0,10,200,4,42,7,6.000000000000022,84.00000000000021,11922.0,0,1.8,33,46
1,10,32,1,4,6,0.0,5.999999999999993,396.0,0,-1.0,23,5
2,10,200,3,40,1,4.800000000000022,66.00000000000021,8382.0,0,1.0,27,43
3,10,33,0,4,1,0.0,0.0,222.0,4,-1.1,23,4
0,11,68,8,10,0,0.0,47.99999999999999,1188.0,0,-0.1999999999999999,27,18
1,11,45,1,6,1,0.0,5.000000000000003,305.0,2,-1.1,18,7
2,11,26,0,3,0,0.0,0.0,207.0,1,-1.1,10,3
3,11,45,0,6,1,0.0,0.0,306.0,4,-1.1,19,6
0,12,86,15,13,0,0.0,89.99999999999994,4467.0,0,-0.1999999999999999,19,28
1,12,27,0,3,3,0.0,0.0,201.0,3,-1.1,14,3
2,12,21,0,2,0,0.0,0.0,108.0,2,-1.1,13,2
3,12,9,0,0,0,0.0,0.0,36.0,0,-1.0,5,0
0,13,200,4,43,7,6.600000000000022,90.00000000000021,9006.0,0,1.0,35,47
1,13,75,0,11,3,0.0,0.0,555.0,3,-1.1,31,11
2,13,200,4,40,2,4.800000000000009,72.00000000000007,8640.0,0,1.8,35,44
3,13,33,1,4,3,0.0,5.000000000000001,245.0,0,-0.1999999999999999,11,5
0,14,200,4,46,5,8.400000000000025,108.00000000000026,12834.0,0,1.0,22,50
1,14,32,0,4,3,0.0,0.0,420.0,3,-1.1,15,4
2,14,200,4,43,1,6.600000000000022,90.00000000000021,9702.0,0,1.8,22,47
3,14,27,0,3,0,0.0,0.0,123.0,4,-1.1,15,3
0,15,200,0,36,41,2.399999999999988,23.99999999999988,3564.0,0,1.0,32,36
1,15,99,0,15,13,0.0,0.0,909.0,2,-1.1,36,15
2,15,39,0,5,0,0.0,0.0,261.0,0,-1.0,20,5
3,15,200,0,52,20,12.000000000000034,120.00000000000033,14742.0,2,1.7666666666666666,31,52
0,16,116,15,18,0,0.0,89.99999999999993,5544.0,0,-1.0,14,33
1,16,15,0,1,2,0.0,0.0,81.0,3,-1.1,9,1
2,16,15,0,1,0,0.0,0.0,87.0,2,-1.1,7,1
3,16,15,0,1,0,0.0,0.0,57.0,4,-1.1,7,1
0,17,200,1,33,35,0.5999999999999922,11.999999999999922,4020.0,0,1.8,41,34
1,17,51,0,7,4,0.0,0.0,351.0,2,-1.1,22,7
2,17,200,1,38,2,3.599999999999986,41.99999999999986,6528.0,0,1.0,34,39
3,17,200,0,49,26,10.200000000000031,102.00000000000033,10218.0,4,0.9,37,49
0,18,39,6,5,1,0.0,35.0,698.0,0,-1.0,13,11
1,18,33,0,4,1,0.0,0.0,186.0,4,-1.1,14,4
2,18,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,4,1
3,18,39,0,5,2,0.0,0.0,291.0,3,-1.1,15,5
0,19,39,5,5,1,0.0,29.000000000000004,476.0,0,-1.0,18,10
1,19,27,0,3,1,0.0,0.0,195.0,0,-1.0,12,3
2,19,39,0,5,0,0.0,0.0,303.0,2,-1.1,20,5
3,19,27,0,3,1,0.0,0.0,147.0,4,-1.1,17,3
0,20,15,0,1,2,0.0,0.0,81.0,0,-1.0,7,1
1,20,200,0,36,1,2.399999999999991,23.999999999999908,5388.0,4,0.9,29,36
2,20,200,0,42,0,6.000000000000012,60.000000000000114,8370.0,0,1.0,20,42
3,20,50,0,7,4,0.0,0.0,441.0,0,-1.0,14,7
0,21,105,0,16,8,0.0,0.0,732.0,3,-1.1,30,16
1,21,200,0,37,4,2.999999999999996,29.99999999999996,2856.0,0,1.0,48,37
2,21,200,1,35,2,1.7999999999999874,23.999999999999872,4278.0,1,1.8,37,36
3,21,164,1,26,6,0.0,5.999999999999895,3450.0,0,-0.1999999999999999,32,27
0,22,86,0,13,15,0.0,0.0,861.0,0,-1.0,35,13
1,22,200,0,42,6,6.000000000000028,60.00000000000027,7302.0,0,1.0,43,42
2,22,69,0,10,1,0.0,0.0,396.0,0,-1.0,25,10
3,22,200,5,35,12,1.8000000000000131,48.00000000000013,9408.0,0,1.0,42,40
0,23,21,0,2,1,0.0,0.0,138.0,0,-1.0,12,2
1,23,200,0,37,0,3.000000000000017,30.000000000000167,6210.0,2,0.9,33,37
2,23,32,0,4,0,0.0,0.0,264.0,1,-1.1,10,4
3,23,188,7,30,4,0.0,41.99999999999992,4836.0,0,-1.0,38,37
0,24,200,0,33,35,0.5999999999999949,5.9999999999999485,2976.0,0,1.0,40,33
1,24,15,0,1,1,0.0,0.0,93.0,0,-1.0,10,1
2,24,200,2,37,2,2.999999999999988,41.99999999999987,6684.0,1,1.8,30,39
3,24,200,0,44,20,7.200000000000031,72.00000000000031,9384.0,0,1.0,32,44
0,25,21,0,2,1,0.0,0.0,126.0,3,-1.1,9,2
1,25,200,1,41,2,5.400000000000013,60.00000000000012,6306.0,0,1.8,37,42
2,25,200,1,41,0,5.399999999999993,59.99999999999993,6150.0,0,1.0,27,42
3,25,110,1,17,2,0.0,5.9999999999999405,2031.0,0,-0.1999999999999999,24,18
0,26,200,3,43,6,6.600000000000019,84.0000000000002,9180.0,0,1.0,32,46
1,26,27,1,3,1,0.0,5.000000000000001,140.0,0,-0.1999999999999999,13,4
2,26,200,2,42,2,6.000000000000008,72.00000000000007,8496.0,0,1.0,26,44
3,26,26,0,3,3,0.0,0.0,213.0,0,-1.0,12,3
0,27,200,4,43,5,6.600000000000024,90.00000000000023,11508.0,0,1.0,27,47
1,27,33,2,4,3,0.0,11.0,341.0,0,-0.1999999999999999,20,6
2,27,200,2,42,1,6.000000000000019,72.00000000000018,8034.0,0,1.8,25,44
3,27,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
0,28,21,0,2,2,0.0,0.0,126.0,3,-1.1,10,2
1,28,200,0,39,1,4.200000000000022,42.00000000000022,6450.0,2,0.9,30,39
2,28,200,1,37,0,2.999999999999986,35.99999999999986,5238.0,0,1.0,26,38
3,28,50,0,7,4,0.0,0.0,645.0,0,-1.0,16,7
