      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   1.3698    0.0  1.1273  1.6123   True
     average  egalitarian   0.4248    0.0  0.1823  0.6673   True
     average majoritarian   0.5584    0.0  0.3159   0.801   True
     average      maximin   1.5015    0.0   1.259   1.744   True
     average     optimist   0.9766    0.0  0.7341  1.2192   True
     average  utilitarian   1.5714    0.0  1.3289  1.8139   True
     average         veto   1.4598    0.0  1.2173  1.7023   True
    baseline  egalitarian  -0.9449    0.0 -1.1875 -0.7024   True
    baseline majoritarian  -0.8113    0.0 -1.0538 -0.5688   True
    baseline      maximin   0.1318 0.7217 -0.1108  0.3743  False
    baseline     optimist  -0.3931    0.0 -0.6356 -0.1506   True
    baseline  utilitarian   0.2016 0.1868 -0.0409  0.4441  False
    baseline         veto     0.09 0.9514 -0.1525  0.3326  False
 egalitarian majoritarian   0.1336 0.7067 -0.1089  0.3761  False
 egalitarian      maximin   1.0767    0.0  0.8342  1.3192   True
 egalitarian     optimist   0.5518    0.0  0.3093  0.7943   True
 egalitarian  utilitarian   1.1466    0.0  0.9041  1.3891   True
 egalitarian         veto    1.035    0.0  0.7925  1.2775   True
majoritarian      maximin   0.9431    0.0  0.7006  1.1856   True
majoritarian     optimist   0.4182    0.0  0.1757  0.6607   True
majoritarian  utilitarian    1.013    0.0  0.7704  1.2555   True
majoritarian         veto   0.9014    0.0  0.6589  1.1439   True
     maximin     optimist  -0.5249    0.0 -0.7674 -0.2824   True
     maximin  utilitarian   0.0699 0.9884 -0.1726  0.3124  False
     maximin         veto  -0.0417 0.9996 -0.2842  0.2008  False
    optimist  utilitarian   0.5948    0.0  0.3522  0.8373   True
    optimist         veto   0.4832    0.0  0.2407  0.7257   True
 utilitarian         veto  -0.1116 0.8601 -0.3541  0.1309  False
----------------------------------------------------------------
