agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,1,200,1,41,9,5.500000000000017,61.00000000000016,7866.0,0,1.8,34,42
1,1,117,0,18,11,0.0,0.0,1476.0,3,-1.1,32,18
2,1,200,1,43,5,6.700000000000002,73.00000000000001,4836.0,0,1.0,41,44
3,1,93,0,14,2,0.0,0.0,1578.0,2,-1.1,23,14
0,2,116,0,18,2,0.0,0.0,1572.0,2,-1.1,33,18
1,2,104,4,16,6,0.0,23.999999999999968,1746.0,0,-1.0,31,20
2,2,21,0,2,2,0.0,0.0,144.0,0,-1.0,14,2
3,2,200,1,44,1,7.200000000000032,78.00000000000031,9912.0,0,1.0,33,45
0,3,122,0,19,3,0.0,0.0,2169.0,1,-1.1,34,19
1,3,98,1,15,5,0.0,5.999999999999968,1437.0,4,-1.1,26,16
2,3,9,2,0,0,0.0,11.0,77.0,3,-1.1,8,2
3,3,200,2,44,1,7.200000000000036,84.00000000000036,10890.0,0,1.0,34,46
0,4,15,0,1,1,0.0,0.0,93.0,1,-1.1,10,1
1,4,9,1,0,1,0.0,5.000000000000001,47.0,0,-0.1999999999999999,5,1
2,4,69,0,10,0,0.0,0.0,474.0,4,-1.1,16,10
3,4,200,2,36,0,2.3999999999999857,35.99999999999985,5328.0,0,1.0,17,38
0,5,21,0,2,1,0.0,0.0,144.0,1,-1.1,14,2
1,5,21,1,2,0,0.0,5.000000000000003,143.0,0,-1.0,14,3
2,5,9,1,0,0,0.0,5.000000000000001,71.0,0,-1.0,6,1
3,5,57,0,8,0,0.0,0.0,378.0,1,-1.1,16,8
0,6,116,0,18,3,0.0,0.0,1848.0,1,-1.1,29,18
1,6,86,1,13,6,0.0,5.999999999999986,957.0,4,-1.1,27,14
2,6,27,2,3,1,0.0,11.0,218.0,0,-0.1999999999999999,14,5
3,6,200,2,44,0,7.200000000000029,84.00000000000028,11064.0,0,1.0,29,46
0,7,200,0,40,11,4.799999999999993,47.99999999999992,5484.0,0,1.0,30,40
1,7,200,1,38,22,3.6000000000000245,42.00000000000024,7620.0,0,1.8,43,39
2,7,164,3,26,13,0.0,17.999999999999954,2370.0,0,-0.1999999999999999,35,29
3,7,200,0,46,2,8.399999999999993,83.99999999999993,6312.0,0,1.0,39,46
0,8,200,0,49,3,10.200000000000031,102.00000000000033,10842.0,0,1.0,23,49
1,8,27,0,3,2,0.0,0.0,153.0,4,-1.1,14,3
2,8,21,1,2,0,0.0,5.000000000000001,143.0,0,-1.0,10,3
3,8,200,1,47,0,9.000000000000027,96.00000000000026,10974.0,0,1.0,20,48
0,9,33,0,4,1,0.0,0.0,252.0,1,-1.1,16,4
1,9,38,1,5,2,0.0,5.999999999999989,423.0,0,-1.0,16,6
2,9,15,2,1,2,0.0,11.0,128.0,3,-1.1,12,3
3,9,200,1,39,0,4.199999999999988,47.99999999999987,4932.0,1,1.8,27,40
0,10,21,0,2,0,0.0,0.0,102.0,1,-1.1,9,2
1,10,21,1,2,1,0.0,5.000000000000001,119.0,0,-1.0,8,3
2,10,9,1,0,0,0.0,5.000000000000001,71.0,0,-1.0,7,1
3,10,200,2,45,0,7.80000000000001,90.00000000000009,8778.0,0,1.0,14,47
0,11,9,0,0,0,0.0,0.0,36.0,1,-1.1,5,0
1,11,15,2,1,1,0.0,11.0,128.0,0,-1.0,9,3
2,11,15,0,1,0,0.0,0.0,69.0,2,-1.1,9,1
3,11,200,1,43,0,6.600000000000018,72.00000000000017,8976.0,1,1.8,12,44
0,12,21,0,2,0,0.0,0.0,126.0,1,-1.1,8,2
1,12,9,1,0,0,0.0,5.000000000000001,53.0,4,-1.1,5,1
2,12,9,1,0,0,0.0,5.000000000000001,47.0,0,-1.0,5,1
3,12,200,1,34,0,1.199999999999998,17.99999999999998,2778.0,1,1.8,16,35
0,13,182,0,29,4,0.0,0.0,4809.0,1,-1.1,26,29
1,13,116,1,18,7,0.0,5.999999999999935,2580.0,4,-1.1,25,19
2,13,9,0,0,0,0.0,0.0,36.0,0,-1.0,6,0
3,13,200,2,43,4,6.600000000000037,78.00000000000037,11748.0,0,1.0,37,45
0,14,200,3,48,3,9.600000000000035,114.00000000000036,12924.0,0,1.8,33,51
1,14,200,0,32,4,0.0,0.0,3870.0,3,-0.1,35,32
2,14,200,3,39,2,4.199999999999988,59.99999999999987,6846.0,1,1.8,36,42
3,14,50,0,7,1,0.0,0.0,579.0,2,-1.1,21,7
0,15,200,0,46,4,8.400000000000036,84.00000000000036,10818.0,4,1.9,20,46
1,15,15,1,1,1,0.0,5.000000000000001,98.0,0,-0.1999999999999999,7,2
2,15,21,0,2,0,0.0,0.0,132.0,4,-1.1,12,2
3,15,200,1,46,0,8.400000000000034,90.00000000000033,10812.0,0,1.8,18,47
0,16,38,0,5,2,0.0,0.0,327.0,1,-1.1,23,5
1,16,51,3,7,3,0.0,17.0,542.0,0,-1.0,25,10
2,16,51,1,7,3,0.0,5.000000000000001,506.0,0,-1.0,33,8
3,16,200,1,42,0,6.000000000000029,66.00000000000028,9474.0,0,1.0,25,43
0,17,146,2,23,10,0.0,11.999999999999904,3327.0,0,-1.0,38,25
1,17,200,0,41,38,5.400000000000029,54.00000000000029,8748.0,0,1.0,38,41
2,17,200,0,44,35,7.2000000000000055,72.00000000000006,6528.0,0,1.0,43,44
3,17,110,0,17,3,0.0,0.0,1797.0,4,-1.1,24,17
0,18,200,0,41,3,5.399999999999997,53.999999999999964,5988.0,0,1.0,20,41
1,18,200,1,38,8,3.5999999999999868,41.999999999999865,5142.0,1,1.8,30,39
2,18,9,2,0,0,0.0,11.0,59.0,0,-0.1999999999999999,7,2
3,18,200,0,47,1,9.000000000000025,90.00000000000024,10242.0,0,1.0,19,47
0,19,86,0,13,3,0.0,0.0,1251.0,1,-1.1,19,13
1,19,45,0,6,4,0.0,0.0,312.0,4,-1.1,15,6
2,19,27,2,3,2,0.0,11.0,164.0,0,-0.1999999999999999,15,5
3,19,200,1,42,0,6.000000000000039,66.00000000000038,10644.0,0,1.0,21,43
0,20,200,0,39,11,4.199999999999988,41.99999999999987,4902.0,0,1.0,27,39
1,20,200,1,43,28,6.600000000000006,72.00000000000006,7002.0,0,1.8,30,44
2,20,200,0,36,27,2.3999999999999897,23.999999999999897,3240.0,0,1.0,36,36
3,20,200,0,37,4,2.9999999999999853,29.99999999999985,4446.0,0,1.0,32,37
0,21,200,0,38,4,3.600000000000008,36.00000000000008,6636.0,1,1.8,24,38
1,21,200,1,36,11,2.3999999999999875,29.99999999999988,5646.0,0,1.0,25,37
2,21,9,2,0,1,0.0,11.0,59.0,0,-0.1999999999999999,8,2
3,21,200,0,49,2,10.200000000000038,102.00000000000038,12312.0,3,1.9,18,49
0,22,9,0,0,1,0.0,0.0,42.0,1,-1.1,5,0
1,22,9,1,0,1,0.0,5.000000000000001,59.0,0,-1.0,6,1
2,22,27,0,3,0,0.0,0.0,165.0,2,-1.1,13,3
3,22,200,1,40,0,4.800000000000009,54.00000000000008,6498.0,0,1.0,18,41
0,23,200,0,45,6,7.800000000000026,78.00000000000026,8076.0,1,1.8,21,45
1,23,9,1,0,0,0.0,5.000000000000001,65.0,4,-1.1,3,1
2,23,9,0,0,0,0.0,0.0,36.0,4,-1.1,5,0
3,23,200,1,43,0,6.600000000000015,72.00000000000014,6450.0,0,1.0,16,44
0,24,9,0,0,0,0.0,0.0,36.0,1,-1.1,5,0
1,24,9,1,0,0,0.0,5.000000000000001,77.0,0,-1.0,4,1
2,24,9,0,0,0,0.0,0.0,36.0,2,-1.1,6,0
3,24,200,3,36,0,2.399999999999993,41.99999999999992,4074.0,0,1.8,13,39
0,25,200,2,40,6,4.800000000000021,60.00000000000021,7374.0,0,1.8,22,42
1,25,200,1,40,10,4.800000000000017,54.00000000000016,6708.0,1,1.8,30,41
2,25,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,5,1
3,25,200,0,49,1,10.200000000000037,102.00000000000034,13656.0,0,1.0,21,49
0,26,200,1,36,28,2.399999999999989,29.999999999999886,3972.0,0,1.8,31,37
1,26,9,1,0,0,0.0,5.000000000000001,53.0,4,-1.1,6,1
2,26,200,2,35,12,1.7999999999999865,29.999999999999865,4128.0,0,1.8,28,37
3,26,200,0,40,0,4.799999999999998,47.99999999999998,5412.0,0,1.0,20,40
0,27,200,0,41,6,5.40000000000002,54.0000000000002,6414.0,1,1.8,25,41
1,27,200,1,39,8,4.199999999999998,47.99999999999998,5700.0,0,1.0,32,40
2,27,9,1,0,1,0.0,5.000000000000001,53.0,0,-1.0,5,1
3,27,200,0,48,1,9.600000000000028,96.00000000000028,11460.0,1,1.8,22,48
0,28,200,0,39,5,4.199999999999988,41.99999999999987,4644.0,1,1.8,22,39
1,28,200,1,37,7,2.9999999999999907,35.99999999999991,3528.0,1,1.8,30,38
2,28,9,0,0,0,0.0,0.0,36.0,0,-1.0,4,0
3,28,200,0,44,0,7.200000000000011,72.0000000000001,8076.0,1,1.8,20,44
0,29,128,0,20,5,0.0,0.0,2040.0,1,-1.1,33,20
1,29,134,7,21,9,0.0,41.99999999999994,2805.0,0,-1.0,35,28
2,29,9,1,0,0,0.0,5.000000000000001,59.0,0,-1.0,6,1
3,29,200,1,43,4,6.6000000000000245,72.00000000000024,9084.0,0,1.0,37,44
0,30,9,0,0,0,0.0,0.0,36.0,1,-1.1,6,0
1,30,9,1,0,1,0.0,5.000000000000001,59.0,0,-1.0,5,1
2,30,63,0,9,0,0.0,0.0,471.0,4,-1.1,11,9
3,30,200,1,40,0,4.799999999999995,53.99999999999995,6126.0,0,1.0,16,41
0,31,15,2,1,0,0.0,11.0,122.0,0,-0.1999999999999999,8,3
1,31,200,1,33,0,0.6000000000000022,12.00000000000002,2034.0,1,1.8,13,34
2,31,9,1,0,0,0.0,5.000000000000001,71.0,0,-1.0,8,1
3,31,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,5,1
0,32,200,0,36,3,2.3999999999999866,23.999999999999865,4620.0,4,0.9,29,36
1,32,176,1,28,7,0.0,5.999999999999949,3000.0,4,-1.1,31,29
2,32,27,0,3,2,0.0,0.0,183.0,4,-1.1,13,3
3,32,200,1,42,2,6.000000000000039,66.00000000000038,10728.0,0,1.0,27,43
