agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days_left_to_live,action,reward,num_norms,total_berries
0,1,200,0,46,0,8.500000000000028,85.00000000000028,9156.0,1,1.8,20,46
1,1,200,0,50,3,10.900000000000023,109.00000000000024,11220.0,0,1.0,25,50
2,1,10,0,0,1,0.0,0.0,42.0,0,-1.0,5,0
3,1,112,1,17,4,0.0,5.000000000000015,980.0,0,-1.0,30,18
0,2,200,1,40,0,4.799999999999996,53.99999999999996,4806.0,1,1.8,23,41
1,2,92,0,14,1,0.0,0.0,1008.0,0,-1.0,21,14
2,2,200,1,41,0,5.400000000000009,60.000000000000085,6840.0,1,1.8,27,42
3,2,21,1,2,0,0.0,5.000000000000003,113.0,0,-0.1999999999999999,8,3
0,3,200,0,44,0,7.200000000000024,72.00000000000024,8862.0,0,1.0,19,44
1,3,200,1,42,0,6.000000000000014,66.00000000000013,7344.0,0,1.8,17,43
2,3,9,1,0,0,0.0,5.000000000000001,47.0,0,-1.0,6,1
3,3,200,1,34,3,1.1999999999999993,17.999999999999993,2364.0,0,1.0,27,35
0,4,200,0,41,0,5.400000000000011,54.00000000000011,7206.0,0,1.0,16,41
1,4,200,0,38,0,3.599999999999986,35.99999999999986,5076.0,0,1.0,16,38
2,4,200,0,41,0,5.400000000000004,54.00000000000004,6642.0,0,1.0,21,41
3,4,9,0,0,0,0.0,0.0,36.0,4,-1.1,7,0
0,5,200,1,51,0,11.400000000000045,120.00000000000044,15066.0,0,1.0,11,52
1,5,9,1,0,1,0.0,5.000000000000001,47.0,0,-0.1999999999999999,5,1
2,5,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,5,1
3,5,21,1,2,1,0.0,5.000000000000003,143.0,0,-1.0,10,3
0,6,200,1,38,0,3.6000000000000023,42.000000000000014,5910.0,0,1.0,24,39
1,6,200,0,46,1,8.400000000000038,84.00000000000037,11646.0,0,1.0,25,46
2,6,200,0,37,2,2.999999999999991,29.99999999999991,3762.0,0,1.0,30,37
3,6,63,1,9,2,0.0,5.000000000000006,470.0,0,-1.0,19,10
0,7,200,2,46,0,8.40000000000002,96.00000000000018,9654.0,0,1.8,26,48
1,7,122,0,19,0,0.0,0.0,1461.0,1,-1.1,17,19
2,7,200,0,39,1,4.199999999999992,41.99999999999992,4020.0,0,1.0,32,39
3,7,27,0,3,1,0.0,0.0,147.0,0,-1.0,10,3
0,8,200,0,39,0,4.199999999999998,41.99999999999998,6264.0,0,1.0,19,39
1,8,200,0,43,0,6.600000000000015,66.00000000000014,7998.0,0,1.0,17,43
2,8,9,1,0,0,0.0,5.000000000000001,41.0,0,-0.1999999999999999,3,1
3,8,153,1,24,4,0.0,5.000000000000019,1715.0,0,-1.0,24,25
0,9,39,0,5,0,0.0,0.0,207.0,0,-1.0,13,5
1,9,200,2,53,0,12.60000000000001,138.00000000000009,9378.0,0,1.8,23,55
2,9,200,1,33,7,0.5999999999999927,11.999999999999924,5178.0,0,1.0,26,34
3,9,15,0,1,0,0.0,0.0,81.0,4,-1.1,8,1
0,10,15,0,1,0,0.0,0.0,87.0,4,-1.1,8,1
1,10,200,1,51,1,11.400000000000016,120.00000000000016,10092.0,0,1.0,34,52
2,10,176,1,28,4,0.0,5.999999999999917,3210.0,0,-1.0,27,29
3,10,33,0,4,1,0.0,0.0,216.0,0,-1.0,15,4
0,11,200,6,33,0,0.5999999999999938,41.99999999999993,4740.0,1,1.8,37,39
1,11,200,0,38,3,3.599999999999989,35.999999999999886,4788.0,1,1.8,24,38
2,11,200,0,45,0,7.800000000000033,78.00000000000033,10050.0,3,0.9,42,45
