df_label,gini_days_mean,gini_days_median,gini_days_stdev,gini_days_summary,gini_berries_mean,gini_berries_median,gini_berries_stdev,gini_berries_summary,min_days_mean,min_days_median,min_days_stdev,min_days_summary,min_berries_mean,min_berries_median,min_berries_stdev,min_berries_summary,max_days_mean,max_days_median,max_days_stdev,max_days_summary,max_berries_mean,max_berries_median,max_berries_stdev,max_berries_summary,total_days_mean,total_days_median,total_days_stdev,total_days_summary,total_berries_mean,total_berries_median,total_berries_stdev,total_berries_summary,episode_length_mean,episode_length_median,episode_length_stdev
baseline,0.3827558068337726,0.3930910770105144,0.13620188450540546,0.6396449993388814,0.4546138861923212,0.4642857142857143,0.1521934174356401,0.7667061830423954,19.527,15.0,13.30474679530908,21.222253204690922,2.194,1.0,2.260414447280293,0.9335855527197068,199.464,200.0,9.494358685390331,389.96964131460965,48.699,49.0,5.209754364702864,92.48924563529714,438.186,442.0,143.81840333259558,736.3675966674043,92.941,95.0,28.86871874403022,159.07228125596978,109.5465,81.0,87.06325769496634
utilitarian,0.312796160989402,0.3040664233662852,0.12889728707891088,0.4879652972767763,0.36581921289365116,0.36274509803921573,0.13818509650841188,0.5903792144244551,30.721,21.0,28.62415940253096,23.096840597469043,4.004,2.0,4.853404942876654,1.1505950571233452,190.54,200.0,29.370172062945205,361.1698279370548,40.915,44.0,9.04530776660433,75.86969223339567,478.332,483.0,159.46748149279105,801.8645185072089,94.015,100.0,34.69147263050782,159.32352736949218,119.583,140.0,81.95542864308024
maximin,0.32215663537703504,0.32820786997433704,0.11404342368273669,0.5363210816686353,0.37398774230731474,0.39823701757930896,0.12241304395591762,0.649811715930706,21.191,15.0,15.003587125305287,21.187412874694715,2.41,2.0,2.4940168644418024,1.9159831355581978,194.132,200.0,29.888089163977572,364.24391083602245,43.815,45.0,7.643768848035778,81.17123115196422,496.077,478.0,133.16855836095823,840.9084416390417,102.496,101.0,28.489640988324926,175.00635901167504,124.01925,200.0,86.49252059263344
egalitarian,0.32744254356316554,0.3219301042884645,0.11091645593735469,0.5384561919142754,0.39465616596780084,0.3935677698975571,0.1198053685101775,0.6684185673551805,21.703,15.0,16.85938996612956,19.843610033870444,2.45,2.0,2.8656084365648615,1.5843915634351387,199.642,200.0,8.005618397470988,391.636381602529,47.299,47.0,4.636927873075028,89.66207212692498,504.781,496.0,110.97458446598212,889.8064155340178,104.563,104.5,21.831138990662616,187.23186100933736,126.19525,200.0,84.55231458045799
average,0.3167647718390826,0.32477045610723365,0.11310416351837595,0.5284310644279403,0.3941900247467804,0.4048451548451549,0.12709743361360523,0.67193774597833,28.345,21.0,22.309542592592315,27.035457407407684,3.523,2.0,3.6792673194547865,1.8437326805452132,180.826,200.0,47.4690112708389,333.3569887291611,39.532,41.0,9.78205830409248,70.74994169590752,444.871,465.0,161.07146978089378,748.7995302191061,85.701,94.0,30.76869043867989,148.9323095613201,111.21775,86.0,81.60786601723188
majoritarian,0.3640301092882431,0.3796955684007707,0.16361863257927334,0.5801070451097404,0.42580084073419666,0.44128514780100936,0.17307486055961974,0.6940111279755863,30.661,15.0,42.02837688352315,3.63262311647685,4.329,2.0,7.425354866596943,-1.0963548665969434,198.623,200.0,15.038185329953146,383.58481467004685,44.036,44.0,5.139369330678338,82.89663066932167,439.801,424.0,166.66619639272992,697.13480360727,87.974,89.0,35.34445578240744,141.62954421759255,109.95025,104.0,84.46715012239936
optimist,0.3283028108427461,0.31936416184971095,0.12857598606938067,0.5190909866230764,0.40110322148141686,0.3891752577319587,0.12674626538088185,0.6635322138324937,30.867,21.0,27.651580803290813,24.215419196709192,4.004,2.0,4.606647935886267,1.3973520641137327,199.493,200.0,8.431194223598222,391.0618057764018,47.011,48.0,5.96543925167841,89.04556074832159,488.767,495.0,129.4261946085523,854.3408053914477,98.643,102.0,27.78632092650322,172.8566790734968,122.19175,176.0,82.2068791201878
veto,0.31801430197719877,0.24484193454042702,0.11888961493169091,0.4439666215859348,0.3656124740608495,0.31055421867950067,0.13189689774056562,0.5442697949997846,18.178,15.0,15.212486178653895,17.9655138213461,2.122,1.0,2.4970685515923168,0.6249314484076831,196.79,200.0,21.590183788843394,375.1998162111566,44.012,45.0,6.640327548393223,82.37167245160677,508.984,555.0,132.1904461678606,931.7935538321393,104.282,112.0,28.03905605873109,188.2429439412689,127.246,200.0,86.61838817648695
