day,baseline,maximin
1,0.0,0.0
2,0.0075,0.056
3,0.035,0.2485
4,0.11,0.3585
5,0.2095,0.493
6,0.312,0.738
7,0.634,1.0265
8,0.9645,1.2025
9,1.086,1.37
10,1.1585058051489148,1.5375842405391396
11,1.2733437663015128,1.7122861586314153
12,1.461658841940532,1.984447900466563
13,1.7553468961919667,2.2192846034214617
14,1.9813225643614336,2.3893208916537065
15,2.091872791519435,2.5552099533437014
16,2.183641975308642,2.72422954303932
17,2.3055555555555554,2.9054197662061636
18,2.5401234567901234,3.1461211477151965
19,2.8055555555555554,3.343251859723698
20,2.980452674897119,3.5079702444208287
21,3.091658084449022,3.670394036208733
22,3.191588785046729,3.8741721854304636
23,3.304322429906542,4.082781456953643
24,3.558411214953271,4.297461368653422
25,3.816588785046729,4.458609271523179
26,3.953271028037383,4.6280353200883
27,4.0620972466315175,4.783528102392877
28,4.145443196004994,4.989179954441913
29,4.264669163545568,5.207289293849659
30,4.543071161048689,5.384396355353076
31,4.795880149812734,5.5580865603644645
32,4.940699126092385,5.719817767653758
33,5.054751415984896,5.895040369088812
34,5.15255376344086,6.128554502369668
35,5.271505376344086,6.328199052132701
36,5.547715053763441,6.507701421800948
37,5.773521505376344,6.655805687203792
38,5.92002688172043,6.81457345971564
39,6.042005420054201,6.993397358943578
40,6.148766328011611,7.207002457002457
41,6.260522496371553,7.386977886977887
42,6.5239477503628445,7.548525798525799
43,6.77866473149492,7.726044226044226
44,6.910014513788099,7.880835380835381
45,7.040500736377025,8.086983729662078
46,7.155833985904463,8.292651757188498
47,7.284259984338293,8.45367412140575
48,7.520751761942051,8.616613418530351
49,7.74079874706343,8.768690095846646
50,7.896632732967894,8.939936102236421
