agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,average,1,69,5,10,0,0.0,29.999999999999982,1386.0,0,-1.0,22,15
1,average,1,46,0,6,1,0.0,0.0,270.0,0,-1.0,14,6
2,baseline,1,69,0,10,0,0.0,0.0,594.0,0,-1.0,16,10
3,baseline,1,10,1,0,1,0.0,5.000000000000001,59.0,0,-1.0,5,1
0,average,2,57,0,8,3,0.0,0.0,396.0,1,-1.1,18,8
1,average,2,21,0,2,0,0.0,0.0,114.0,0,-1.0,11,2
2,baseline,2,15,0,1,1,0.0,0.0,69.0,1,-1.2,8,1
3,baseline,2,200,0,41,1,5.400000000000015,54.00000000000014,7278.0,0,1.0,27,41
0,average,3,92,0,14,13,0.0,0.0,1464.0,3,-1.1,41,14
1,average,3,39,1,5,1,0.0,5.000000000000006,338.0,4,-1.1,22,6
2,baseline,3,200,21,40,2,4.800000000000036,174.00000000000034,15642.0,0,1.0,47,61
3,baseline,3,146,1,23,16,0.0,5.999999999999957,3651.0,4,-1.2,46,24
0,average,4,134,15,21,0,0.0,89.9999999999999,6093.0,0,-1.0,30,36
1,average,4,33,0,4,1,0.0,0.0,276.0,3,-1.1,17,4
2,baseline,4,57,0,8,1,0.0,0.0,354.0,0,-1.0,19,8
3,baseline,4,9,1,0,0,0.0,5.000000000000001,41.0,0,0.0,4,1
0,average,5,38,8,5,2,0.0,47.99999999999998,921.0,0,-0.1999999999999999,11,13
1,average,5,15,0,1,0,0.0,0.0,63.0,0,-1.0,8,1
2,baseline,5,15,1,1,2,0.0,5.000000000000002,92.0,0,0.0,9,2
3,baseline,5,26,1,3,3,0.0,5.999999999999997,297.0,0,-1.0,12,4
0,average,6,200,2,44,7,7.200000000000009,84.00000000000009,7506.0,0,1.0,25,46
1,average,6,9,0,0,0,0.0,0.0,36.0,0,-1.0,7,0
2,baseline,6,200,0,47,3,9.000000000000036,90.00000000000036,11772.0,0,1.0,27,47
3,baseline,6,56,1,8,9,0.0,5.999999999999984,822.0,4,-1.2,20,9
0,average,7,200,4,34,2,1.1999999999999873,35.99999999999987,7122.0,0,1.0,37,38
1,average,7,27,1,3,4,0.0,5.000000000000002,230.0,0,-1.0,17,4
2,baseline,7,200,0,35,0,1.7999999999999932,17.99999999999993,3318.0,0,1.0,27,35
3,baseline,7,33,1,4,3,0.0,5.000000000000004,233.0,0,0.0,18,5
0,average,8,39,0,5,3,0.0,0.0,213.0,4,-1.1,17,5
1,average,8,57,0,8,1,0.0,0.0,402.0,2,-1.1,26,8
2,baseline,8,200,14,46,1,8.40000000000004,168.0000000000004,15360.0,0,1.0,36,60
3,baseline,8,176,0,28,10,0.0,0.0,5028.0,4,-1.2,35,28
0,average,9,20,3,2,1,0.0,17.999999999999996,258.0,0,-1.0,8,5
1,average,9,15,0,1,1,0.0,0.0,69.0,0,-1.0,9,1
2,baseline,9,15,0,1,1,0.0,0.0,93.0,0,-1.0,7,1
3,baseline,9,15,0,1,0,0.0,0.0,75.0,0,-1.0,9,1
0,average,10,200,2,44,37,7.200000000000037,84.00000000000036,10260.0,0,1.8,23,46
1,average,10,33,1,4,0,0.0,5.000000000000003,233.0,0,-1.0,15,5
2,baseline,10,15,0,1,1,0.0,0.0,93.0,0,-1.0,7,1
3,baseline,10,200,0,41,42,5.400000000000012,54.000000000000114,8298.0,0,1.0,24,41
0,average,11,33,0,4,2,0.0,0.0,174.0,0,-1.0,12,4
1,average,11,81,0,12,1,0.0,0.0,510.0,2,-1.1,28,12
2,baseline,11,200,1,51,0,11.400000000000038,120.00000000000036,13086.0,1,2.0,31,52
3,baseline,11,200,2,36,10,2.399999999999989,35.999999999999886,4848.0,0,1.0,37,38
0,average,12,9,0,0,0,0.0,0.0,36.0,0,-1.0,6,0
1,average,12,200,0,35,0,1.7999999999999932,17.99999999999993,2622.0,2,0.9,31,35
2,baseline,12,33,0,4,0,0.0,0.0,210.0,1,-1.2,17,4
3,baseline,12,93,0,14,0,0.0,0.0,702.0,0,-1.0,27,14
0,average,13,171,0,27,14,0.0,0.0,1593.0,1,-1.1,16,27
1,average,13,21,1,2,2,0.0,5.000000000000001,161.0,0,-1.0,9,3
2,baseline,13,21,0,2,1,0.0,0.0,102.0,0,-1.0,12,2
3,baseline,13,200,0,41,1,5.400000000000047,54.00000000000047,9786.0,0,1.0,20,41
0,average,14,33,1,4,2,0.0,5.000000000000003,203.0,0,-0.1999999999999999,12,5
1,average,14,39,0,5,1,0.0,0.0,303.0,0,-1.0,20,5
2,baseline,14,200,1,51,1,11.40000000000003,120.0000000000003,13020.0,0,1.0,24,52
3,baseline,14,200,2,36,9,2.399999999999989,35.999999999999886,5214.0,1,2.0,45,38
0,average,15,32,0,4,3,0.0,0.0,330.0,1,-1.1,11,4
