      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -3.2168    0.0 -3.8379 -2.5956   True
     average  egalitarian  -3.1668    0.0 -3.7879 -2.5456   True
     average majoritarian  -0.5395 0.1443 -1.1607  0.0817  False
     average      maximin  -1.1145    0.0 -1.7357 -0.4933   True
     average     optimist  -0.6125 0.0566 -1.2337  0.0087  False
     average  utilitarian  -2.0098    0.0 -2.6309 -1.3886   True
     average         veto    0.307 0.8089 -0.3142  0.9282  False
    baseline  egalitarian     0.05    1.0 -0.5712  0.6712  False
    baseline majoritarian   2.6773    0.0  2.0561  3.2984   True
    baseline      maximin   2.1022    0.0  1.4811  2.7234   True
    baseline     optimist   2.6043    0.0  1.9831  3.2254   True
    baseline  utilitarian    1.207    0.0  0.5858  1.8282   True
    baseline         veto   3.5238    0.0  2.9026  4.1449   True
 egalitarian majoritarian   2.6272    0.0  2.0061  3.2484   True
 egalitarian      maximin   2.0522    0.0  1.4311  2.6734   True
 egalitarian     optimist   2.5542    0.0  1.9331  3.1754   True
 egalitarian  utilitarian    1.157    0.0  0.5358  1.7782   True
 egalitarian         veto   3.4737    0.0  2.8526  4.0949   True
majoritarian      maximin   -0.575 0.0935 -1.1962  0.0462  False
majoritarian     optimist   -0.073    1.0 -0.6942  0.5482  False
majoritarian  utilitarian  -1.4702    0.0 -2.0914 -0.8491   True
majoritarian         veto   0.8465 0.0009  0.2253  1.4677   True
     maximin     optimist    0.502 0.2177 -0.1192  1.1232  False
     maximin  utilitarian  -0.8952 0.0003 -1.5164 -0.2741   True
     maximin         veto   1.4215    0.0  0.8003  2.0427   True
    optimist  utilitarian  -1.3972    0.0 -2.0184 -0.7761   True
    optimist         veto   0.9195 0.0002  0.2983  1.5407   True
 utilitarian         veto   2.3167    0.0  1.6956  2.9379   True
----------------------------------------------------------------
