      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -0.0166 0.0364 -0.0327 -0.0006   True
     average  egalitarian  -0.0248 0.0001 -0.0408 -0.0087   True
     average majoritarian   0.0067 0.9098 -0.0093  0.0228  False
     average      maximin  -0.0208 0.0022 -0.0369 -0.0048   True
     average     optimist  -0.0455    0.0 -0.0615 -0.0294   True
     average  utilitarian   0.0782    0.0  0.0622  0.0943   True
     average         veto  -0.0597    0.0 -0.0757 -0.0436   True
    baseline  egalitarian  -0.0082 0.7866 -0.0242  0.0079  False
    baseline majoritarian   0.0234 0.0003  0.0073  0.0394   True
    baseline      maximin  -0.0042 0.9935 -0.0203  0.0119  False
    baseline     optimist  -0.0288    0.0 -0.0449 -0.0128   True
    baseline  utilitarian   0.0949    0.0  0.0788  0.1109   True
    baseline         veto   -0.043    0.0 -0.0591  -0.027   True
 egalitarian majoritarian   0.0315    0.0  0.0154  0.0476   True
 egalitarian      maximin   0.0039 0.9956 -0.0121    0.02  False
 egalitarian     optimist  -0.0207 0.0024 -0.0367 -0.0046   True
 egalitarian  utilitarian    0.103    0.0  0.0869  0.1191   True
 egalitarian         veto  -0.0349    0.0  -0.051 -0.0188   True
majoritarian      maximin  -0.0276    0.0 -0.0436 -0.0115   True
majoritarian     optimist  -0.0522    0.0 -0.0683 -0.0361   True
majoritarian  utilitarian   0.0715    0.0  0.0554  0.0876   True
majoritarian         veto  -0.0664    0.0 -0.0825 -0.0503   True
     maximin     optimist  -0.0246 0.0001 -0.0407 -0.0086   True
     maximin  utilitarian   0.0991    0.0   0.083  0.1151   True
     maximin         veto  -0.0388    0.0 -0.0549 -0.0228   True
    optimist  utilitarian   0.1237    0.0  0.1076  0.1398   True
    optimist         veto  -0.0142 0.1287 -0.0303  0.0019  False
 utilitarian         veto  -0.1379    0.0  -0.154 -0.1218   True
----------------------------------------------------------------
