      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -2.9365    0.0 -3.2004 -2.6726   True
     average  egalitarian  -2.7342    0.0 -2.9981 -2.4704   True
     average majoritarian   -1.234    0.0 -1.4979 -0.9701   True
     average      maximin  -1.5207    0.0 -1.7846 -1.2569   True
     average     optimist  -2.1727    0.0 -2.4366 -1.9089   True
     average  utilitarian  -2.1672    0.0 -2.4311 -1.9034   True
     average         veto   -1.912    0.0 -2.1759 -1.6481   True
    baseline  egalitarian   0.2022 0.2808 -0.0616  0.4661  False
    baseline majoritarian   1.7025    0.0  1.4386  1.9664   True
    baseline      maximin   1.4158    0.0  1.1519  1.6796   True
    baseline     optimist   0.7638    0.0  0.4999  1.0276   True
    baseline  utilitarian   0.7692    0.0  0.5054  1.0331   True
    baseline         veto   1.0245    0.0  0.7606  1.2884   True
 egalitarian majoritarian   1.5002    0.0  1.2364  1.7641   True
 egalitarian      maximin   1.2135    0.0  0.9496  1.4774   True
 egalitarian     optimist   0.5615    0.0  0.2976  0.8254   True
 egalitarian  utilitarian    0.567    0.0  0.3031  0.8309   True
 egalitarian         veto   0.8222    0.0  0.5584  1.0861   True
majoritarian      maximin  -0.2867 0.0222 -0.5506 -0.0229   True
majoritarian     optimist  -0.9387    0.0 -1.2026 -0.6749   True
majoritarian  utilitarian  -0.9332    0.0 -1.1971 -0.6694   True
majoritarian         veto   -0.678    0.0 -0.9419 -0.4141   True
     maximin     optimist   -0.652    0.0 -0.9159 -0.3881   True
     maximin  utilitarian  -0.6465    0.0 -0.9104 -0.3826   True
     maximin         veto  -0.3913 0.0002 -0.6551 -0.1274   True
    optimist  utilitarian   0.0055    1.0 -0.2584  0.2694  False
    optimist         veto   0.2607 0.0555 -0.0031  0.5246  False
 utilitarian         veto   0.2552 0.0664 -0.0086  0.5191  False
----------------------------------------------------------------
