      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline  -0.0307    0.0 -0.0474 -0.0141   True
     average  egalitarian  -0.0164 0.0583  -0.033  0.0003  False
     average majoritarian   0.0052 0.9813 -0.0114  0.0219  False
     average      maximin  -0.0184 0.0189  -0.035 -0.0017   True
     average     optimist  -0.0344    0.0  -0.051 -0.0177   True
     average  utilitarian   0.0649    0.0  0.0482  0.0815   True
     average         veto  -0.0526    0.0 -0.0692 -0.0359   True
    baseline  egalitarian   0.0144 0.1492 -0.0023   0.031  False
    baseline majoritarian    0.036    0.0  0.0193  0.0526   True
    baseline      maximin   0.0124 0.3194 -0.0043   0.029  False
    baseline     optimist  -0.0036  0.998 -0.0203   0.013  False
    baseline  utilitarian   0.0956    0.0   0.079  0.1123   True
    baseline         veto  -0.0218 0.0018 -0.0385 -0.0052   True
 egalitarian majoritarian   0.0216 0.0022  0.0049  0.0382   True
 egalitarian      maximin   -0.002    1.0 -0.0187  0.0147  False
 egalitarian     optimist   -0.018 0.0234 -0.0347 -0.0014   True
 egalitarian  utilitarian   0.0812    0.0  0.0646  0.0979   True
 egalitarian         veto  -0.0362    0.0 -0.0529 -0.0196   True
majoritarian      maximin  -0.0236 0.0005 -0.0402 -0.0069   True
majoritarian     optimist  -0.0396    0.0 -0.0562 -0.0229   True
majoritarian  utilitarian   0.0597    0.0   0.043  0.0763   True
majoritarian         veto  -0.0578    0.0 -0.0744 -0.0411   True
     maximin     optimist   -0.016   0.07 -0.0327  0.0006  False
     maximin  utilitarian   0.0832    0.0  0.0666  0.0999   True
     maximin         veto  -0.0342    0.0 -0.0509 -0.0176   True
    optimist  utilitarian   0.0992    0.0  0.0826  0.1159   True
    optimist         veto  -0.0182 0.0207 -0.0349 -0.0016   True
 utilitarian         veto  -0.1175    0.0 -0.1341 -0.1008   True
----------------------------------------------------------------
