      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   -0.007 0.8574 -0.0221  0.0081  False
     average  egalitarian    0.011 0.3413 -0.0041  0.0261  False
     average majoritarian   0.0196 0.0021  0.0045  0.0347   True
     average      maximin   0.0033  0.998 -0.0118  0.0184  False
     average     optimist  -0.0044 0.9881 -0.0195  0.0107  False
     average  utilitarian   0.0687    0.0  0.0536  0.0838   True
     average         veto  -0.0224 0.0002 -0.0375 -0.0073   True
    baseline  egalitarian    0.018 0.0072  0.0029  0.0331   True
    baseline majoritarian   0.0266    0.0  0.0115  0.0417   True
    baseline      maximin   0.0102 0.4433 -0.0049  0.0253  False
    baseline     optimist   0.0026 0.9995 -0.0125  0.0177  False
    baseline  utilitarian   0.0757    0.0  0.0606  0.0908   True
    baseline         veto  -0.0154 0.0412 -0.0305 -0.0003   True
 egalitarian majoritarian   0.0086 0.6697 -0.0065  0.0237  False
 egalitarian      maximin  -0.0078 0.7739 -0.0229  0.0073  False
 egalitarian     optimist  -0.0154 0.0415 -0.0305 -0.0003   True
 egalitarian  utilitarian   0.0577    0.0  0.0426  0.0728   True
 egalitarian         veto  -0.0334    0.0 -0.0485 -0.0183   True
majoritarian      maximin  -0.0164 0.0227 -0.0315 -0.0013   True
majoritarian     optimist   -0.024    0.0 -0.0391 -0.0089   True
majoritarian  utilitarian   0.0491    0.0   0.034  0.0642   True
majoritarian         veto   -0.042    0.0 -0.0572 -0.0269   True
     maximin     optimist  -0.0076 0.7893 -0.0227  0.0075  False
     maximin  utilitarian   0.0654    0.0  0.0503  0.0805   True
     maximin         veto  -0.0257    0.0 -0.0408 -0.0106   True
    optimist  utilitarian   0.0731    0.0   0.058  0.0882   True
    optimist         veto   -0.018 0.0072 -0.0331 -0.0029   True
 utilitarian         veto  -0.0911    0.0 -0.1062  -0.076   True
----------------------------------------------------------------
