      Multiple Comparison of Means - Tukey HSD, FWER=0.05       
================================================================
   group1       group2    meandiff p-adj   lower   upper  reject
----------------------------------------------------------------
     average     baseline   0.4031    0.0  0.3236  0.4826   True
     average  egalitarian   0.3073    0.0  0.2279  0.3868   True
     average majoritarian   0.1442    0.0  0.0647  0.2236   True
     average      maximin   0.2354    0.0  0.1559  0.3148   True
     average     optimist   0.2524    0.0  0.1729  0.3318   True
     average  utilitarian  -0.0442 0.6958 -0.1237  0.0352  False
     average         veto   0.2953    0.0  0.2159  0.3748   True
    baseline  egalitarian  -0.0958 0.0063 -0.1752 -0.0163   True
    baseline majoritarian  -0.2589    0.0 -0.3384 -0.1795   True
    baseline      maximin  -0.1677    0.0 -0.2472 -0.0883   True
    baseline     optimist  -0.1507    0.0 -0.2302 -0.0713   True
    baseline  utilitarian  -0.4473    0.0 -0.5268 -0.3679   True
    baseline         veto  -0.1078  0.001 -0.1872 -0.0283   True
 egalitarian majoritarian  -0.1632    0.0 -0.2426 -0.0837   True
 egalitarian      maximin   -0.072 0.1092 -0.1514  0.0075  False
 egalitarian     optimist   -0.055 0.4166 -0.1344  0.0245  False
 egalitarian  utilitarian  -0.3516    0.0  -0.431 -0.2721   True
 egalitarian         veto   -0.012 0.9998 -0.0915  0.0675  False
majoritarian      maximin   0.0912 0.0118  0.0117  0.1707   True
majoritarian     optimist   0.1082  0.001  0.0287  0.1877   True
majoritarian  utilitarian  -0.1884    0.0 -0.2678 -0.1089   True
majoritarian         veto   0.1512    0.0  0.0717  0.2306   True
     maximin     optimist    0.017 0.9982 -0.0625  0.0965  False
     maximin  utilitarian  -0.2796    0.0  -0.359 -0.2001   True
     maximin         veto     0.06 0.3001 -0.0195  0.1394  False
    optimist  utilitarian  -0.2966    0.0  -0.376 -0.2171   True
    optimist         veto    0.043 0.7263 -0.0365  0.1224  False
 utilitarian         veto   0.3396    0.0  0.2601   0.419   True
----------------------------------------------------------------
