agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,utilitarian,1,200,0,44,0,7.300000000000013,73.00000000000013,9156.0,0,1.0,25,44
1,utilitarian,1,21,0,2,0,0.0,0.0,168.0,1,-1.1,7,2
2,baseline,1,200,0,42,0,6.100000000000006,61.00000000000006,5478.0,0,1.0,18,42
3,baseline,1,22,0,2,0,0.0,0.0,126.0,0,-1.0,10,2
0,utilitarian,2,92,0,14,0,0.0,0.0,1524.0,1,-1.1,18,14
1,utilitarian,2,200,1,40,0,4.799999999999997,53.999999999999964,6756.0,1,1.8,23,41
2,baseline,2,200,0,40,0,4.799999999999992,47.99999999999992,4200.0,0,1.0,26,40
3,baseline,2,9,0,0,1,0.0,0.0,42.0,3,-1.2,6,0
0,utilitarian,3,200,1,51,0,11.400000000000034,120.00000000000033,13260.0,0,1.0,14,52
1,utilitarian,3,21,0,2,1,0.0,0.0,138.0,1,-1.1,9,2
2,baseline,3,21,0,2,1,0.0,0.0,96.0,0,-1.0,10,2
3,baseline,3,27,1,3,0,0.0,5.000000000000004,188.0,0,-1.0,13,4
0,utilitarian,4,9,0,0,0,0.0,0.0,36.0,4,-1.1,6,0
1,utilitarian,4,9,0,0,1,0.0,0.0,42.0,0,-1.0,6,0
2,baseline,4,200,1,50,0,10.800000000000022,114.0000000000002,10956.0,1,2.0,14,51
3,baseline,4,200,2,35,7,1.7999999999999892,29.999999999999893,4686.0,0,1.0,25,37
0,utilitarian,5,33,0,4,0,0.0,0.0,186.0,0,-1.0,14,4
1,utilitarian,5,74,0,11,1,0.0,0.0,639.0,0,-1.0,19,11
2,baseline,5,200,16,37,1,2.999999999999988,125.99999999999989,11946.0,1,2.0,27,53
3,baseline,5,27,0,3,0,0.0,0.0,165.0,1,-1.2,11,3
0,utilitarian,6,200,1,38,0,3.5999999999999863,41.99999999999986,6252.0,0,1.8,13,39
1,utilitarian,6,200,0,39,0,4.19999999999999,41.9999999999999,6276.0,0,1.0,16,39
2,baseline,6,39,1,5,1,0.0,5.000000000000005,260.0,0,0.0,12,6
3,baseline,6,39,1,5,0,0.0,5.000000000000005,230.0,0,-1.0,14,6
0,utilitarian,7,200,2,39,0,4.200000000000025,54.00000000000025,8808.0,0,1.8,20,41
1,utilitarian,7,116,0,18,0,0.0,0.0,1740.0,1,-1.1,18,18
2,baseline,7,200,1,35,0,1.7999999999999885,23.999999999999883,3018.0,0,2.0,25,36
3,baseline,7,33,1,4,3,0.0,5.000000000000005,245.0,0,0.0,11,5
0,utilitarian,8,200,0,36,16,2.3999999999999915,23.999999999999915,6042.0,3,1.5,32,36
1,utilitarian,8,116,0,18,3,0.0,0.0,1338.0,1,-1.1,25,18
2,baseline,8,200,0,51,13,11.400000000000048,114.00000000000048,15900.0,0,1.0,29,51
3,baseline,8,27,1,3,3,0.0,5.000000000000003,218.0,4,-1.2,15,4
0,utilitarian,9,200,0,47,0,9.00000000000004,90.0000000000004,11652.0,1,1.8,34,47
1,utilitarian,9,200,0,41,1,5.400000000000014,54.000000000000135,7008.0,0,1.0,27,41
2,baseline,9,200,1,40,5,4.799999999999996,53.99999999999996,3240.0,0,2.0,32,41
3,baseline,9,87,2,13,1,0.0,11.000000000000009,656.0,2,-1.2,29,15
0,utilitarian,10,200,0,43,3,6.600000000000039,66.00000000000038,12096.0,3,0.9,24,43
1,utilitarian,10,27,0,3,0,0.0,0.0,195.0,0,-1.0,14,3
2,baseline,10,200,0,49,3,10.200000000000028,102.00000000000028,10218.0,0,1.0,22,49
3,baseline,10,21,0,2,0,0.0,0.0,132.0,3,-1.2,11,2
0,utilitarian,11,200,1,34,2,1.1999999999999935,17.999999999999936,3378.0,3,1.5,26,35
1,utilitarian,11,15,0,1,1,0.0,0.0,81.0,0,-1.0,8,1
2,baseline,11,200,0,46,1,8.400000000000025,84.00000000000024,9192.0,1,2.0,20,46
3,baseline,11,21,2,2,0,0.0,11.0,245.0,0,-1.0,11,4
0,utilitarian,12,200,0,47,0,9.000000000000028,90.00000000000028,10038.0,1,1.8,23,47
1,utilitarian,12,200,1,46,0,8.400000000000016,90.00000000000016,7554.0,0,1.8,20,47
2,baseline,12,21,0,2,1,0.0,0.0,126.0,0,-1.0,10,2
3,baseline,12,27,0,3,1,0.0,0.0,171.0,0,-1.0,15,3
0,utilitarian,13,68,0,10,0,0.0,0.0,870.0,0,-1.0,17,10
1,utilitarian,13,68,0,10,1,0.0,0.0,570.0,0,-1.0,16,10
2,baseline,13,200,13,36,0,2.399999999999986,101.99999999999984,9600.0,0,2.0,28,49
3,baseline,13,21,0,2,1,0.0,0.0,126.0,3,-1.2,14,2
