agent_id,agent_type,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms,total_berries
0,maximin,1,52,0,7,1,0.0,0.0,315.0,3,-1.1,22,7
1,maximin,1,200,0,34,8,1.299999999999991,12.99999999999991,3966.0,0,1.0,37,34
2,baseline,1,200,2,41,4,5.500000000000013,67.00000000000013,7206.0,0,1.0,36,43
3,baseline,1,46,0,6,1,0.0,0.0,264.0,3,-1.2,24,6
0,maximin,2,9,1,0,1,0.0,5.000000000000001,47.0,0,-0.1999999999999999,5,1
1,maximin,2,26,1,3,2,0.0,5.999999999999993,261.0,0,-0.1999999999999999,14,4
2,baseline,2,200,9,48,1,9.600000000000032,150.0000000000003,14718.0,0,1.0,23,57
3,baseline,2,182,0,29,8,0.0,0.0,4005.0,4,-1.2,33,29
0,maximin,3,15,1,1,1,0.0,5.000000000000001,110.0,2,-1.1,8,2
1,maximin,3,27,1,3,1,0.0,5.000000000000002,200.0,3,-1.1,12,4
2,baseline,3,200,2,48,0,9.600000000000035,108.00000000000034,10698.0,0,2.0,21,50
3,baseline,3,200,2,35,8,1.7999999999999896,29.999999999999893,4776.0,4,1.5,32,37
0,maximin,4,200,0,38,5,3.6000000000000103,36.0000000000001,5862.0,0,1.0,20,38
1,maximin,4,200,1,40,5,4.800000000000006,54.00000000000006,6540.0,0,1.8,28,41
2,baseline,4,200,0,40,4,4.80000000000005,48.0000000000005,12450.0,0,1.0,22,40
3,baseline,4,15,0,1,1,0.0,0.0,63.0,3,-1.2,8,1
0,maximin,5,9,1,0,1,0.0,5.000000000000001,47.0,0,-0.1999999999999999,5,1
1,maximin,5,200,4,41,3,5.400000000000011,78.00000000000011,8994.0,0,1.0,27,45
2,baseline,5,200,3,47,0,9.00000000000005,108.0000000000005,16044.0,2,0.8,31,50
3,baseline,5,39,1,5,2,0.0,5.000000000000001,302.0,0,-1.0,25,6
0,maximin,6,200,0,35,2,1.7999999999999892,17.99999999999989,3810.0,0,1.0,33,35
1,maximin,6,200,2,34,9,1.1999999999999875,23.99999999999988,4908.0,0,1.0,38,36
2,baseline,6,200,1,44,7,7.200000000000038,78.00000000000037,8736.0,0,2.0,34,45
3,baseline,6,33,1,4,2,0.0,5.000000000000002,233.0,0,-1.0,17,5
0,maximin,7,63,0,9,1,0.0,0.0,375.0,3,-1.1,17,9
1,maximin,7,86,0,13,2,0.0,0.0,1173.0,2,-1.1,20,13
2,baseline,7,200,20,38,0,3.599999999999993,155.99999999999991,15336.0,0,1.0,30,58
3,baseline,7,9,2,0,0,0.0,11.0,71.0,0,0.0,7,2
0,maximin,8,9,1,0,0,0.0,5.000000000000001,47.0,2,-1.1,5,1
1,maximin,8,21,0,2,1,0.0,0.0,132.0,0,-1.0,12,2
2,baseline,8,15,0,1,1,0.0,0.0,75.0,1,-1.2,9,1
3,baseline,8,98,0,15,1,0.0,0.0,2367.0,0,-1.0,18,15
0,maximin,9,21,0,2,4,0.0,0.0,156.0,3,-1.1,12,2
1,maximin,9,200,2,37,13,3.000000000000026,42.00000000000026,8856.0,0,1.0,30,39
2,baseline,9,200,1,41,9,5.400000000000015,60.00000000000014,6390.0,0,1.0,30,42
3,baseline,9,122,1,19,5,0.0,5.999999999999975,1305.0,0,-1.0,24,20
0,maximin,10,152,0,24,1,0.0,0.0,1824.0,1,-1.1,32,24
1,maximin,10,158,0,25,3,0.0,0.0,1839.0,2,-1.1,36,25
2,baseline,10,200,15,36,1,2.4000000000000234,114.00000000000024,9822.0,0,1.0,31,51
3,baseline,10,9,1,0,0,0.0,5.000000000000001,83.0,0,-1.0,7,1
0,maximin,11,200,1,36,0,2.3999999999999875,29.99999999999988,3780.0,0,1.8,20,37
1,maximin,11,9,1,0,1,0.0,5.000000000000001,47.0,0,-0.1999999999999999,5,1
2,baseline,11,200,0,41,6,5.400000000000044,54.00000000000043,10746.0,0,1.0,24,41
3,baseline,11,32,2,4,2,0.0,11.999999999999991,642.0,4,-1.2,18,6
0,maximin,12,27,0,3,1,0.0,0.0,183.0,3,-1.1,11,3
1,maximin,12,200,3,37,2,2.9999999999999964,47.99999999999996,6204.0,1,1.8,27,40
2,baseline,12,200,0,44,0,7.200000000000022,72.00000000000021,9144.0,0,1.0,20,44
3,baseline,12,9,0,0,1,0.0,0.0,42.0,1,-1.2,6,0
0,maximin,13,9,1,0,1,0.0,5.000000000000001,77.0,2,-1.1,6,1
1,maximin,13,15,1,1,0,0.0,5.000000000000001,92.0,0,-0.1999999999999999,5,2
2,baseline,13,200,1,59,0,16.20000000000003,168.0000000000003,16068.0,1,2.0,21,60
3,baseline,13,200,2,37,10,2.999999999999989,41.999999999999886,5598.0,0,1.0,31,39
0,maximin,14,200,0,37,3,2.9999999999999862,29.99999999999986,4008.0,1,1.8,17,37
